ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.4325,8.1977,3.984,2.4958,8.525,4.1551,-0.3123,-0.1932,-0.1137,-0.0916,-0.0107,-0.1214,13.0,-19.75,-13.5,251.22,-60.73,-31.68,2179,2015-10-08 14:05:39:089
2.3176,8.1594,3.9265,2.5521,8.5081,4.1557,-0.2491,-0.3479,-0.2217,-0.0128,-0.2706,0.1172,13.5,-18.25,-12.5,250.91,-60.22,-31.09,2278,2015-10-08 14:05:39:188
2.3559,7.9296,3.735,2.6049,8.5418,4.0524,-0.2461,-0.6087,-0.3267,-0.2322,-0.3068,-0.1619,12.75,-17.25,-13.5,254.69,-60.64,-32.68,2378,2015-10-08 14:05:39:288
2.1644,8.0254,3.2944,2.76,8.677,3.6418,0.86,2.0874,-1.0561,0.2365,-0.1513,0.2237,12.5,-17.25,-14.25,255.86,-61.74,-35.7,2479,2015-10-08 14:05:39:389
2.6815,8.2744,2.873,2.857,8.7419,3.404,-0.1755,-0.4675,-0.531,-0.0511,-0.081,0.2301,12.25,-17.75,-15.0,256.09,-62.82,-39.28,2578,2015-10-08 14:05:39:488
2.7773,8.2744,3.1795,2.9783,8.722,3.3505,-0.2011,-0.4477,-0.171,0.0256,-0.0277,0.2258,12.25,-18.25,-14.75,255.73,-63.05,-40.01,2679,2015-10-08 14:05:39:589
3.2753,8.0637,2.8347,3.1556,8.7163,3.1998,0.1197,-0.6526,-0.365,0.115,-0.0128,0.1513,11.5,-19.5,-14.5,254.0,-62.8,-41.63,2779,2015-10-08 14:05:39:689
3.0071,8.2744,2.7007,3.1977,8.7676,3.0124,-0.2289,-0.4549,-0.3308,0.1065,0.0703,0.0746,11.0,-19.25,-14.0,249.19,-62.72,-44.6,2879,2015-10-08 14:05:39:789
2.739,8.4659,2.5474,3.1816,8.7997,2.9347,-0.4427,-0.3338,-0.3872,-0.0298,0.1662,-0.0043,11.5,-20.75,-14.0,244.77,-63.68,-47.23,2979,2015-10-08 14:05:39:889
3.1603,8.2361,2.5474,3.1308,8.8136,2.9478,0.0295,-0.5775,-0.4004,-0.0064,0.0575,-0.1236,11.0,-20.0,-13.25,243.27,-63.85,-47.19,3079,2015-10-08 14:05:39:989
2.8922,8.4084,2.8922,3.0909,8.8195,2.972,-0.1369,-0.4865,-0.1454,-0.179,-0.1001,-0.0021,9.25,-21.75,-12.5,241.71,-64.18,-46.49,3179,2015-10-08 14:05:40:089
2.8539,8.3318,2.7581,3.0279,8.842,2.97,-0.1315,-0.5044,-0.1951,-0.1896,0.0426,-0.0341,9.5,-21.0,-12.25,242.97,-64.37,-45.55,3279,2015-10-08 14:05:40:189
3.0837,8.1594,2.9113,3.0061,8.7968,3.1226,0.0777,-0.6373,-0.2112,-0.2216,0.1278,0.1321,10.25,-20.0,-12.5,243.45,-64.08,-45.08,3378,2015-10-08 14:05:40:288
2.8922,8.3127,2.9497,3.0342,8.7087,3.3352,-0.142,-0.396,-0.3855,-0.1214,0.1385,0.066,11.5,-20.0,-13.5,246.99,-63.38,-43.61,3479,2015-10-08 14:05:40:389
2.7198,8.2361,3.1412,3.0919,8.6603,3.4074,-0.3721,-0.4242,-0.2662,-0.0682,-0.0107,0.0618,12.75,-19.5,-13.5,246.1,-62.4,-41.95,3578,2015-10-08 14:05:40:488
2.6624,8.0445,3.7733,3.1241,8.548,3.6528,-0.3982,-0.5223,0.0672,-0.2684,0.2216,0.3878,10.25,-18.75,-14.75,253.97,-61.31,-41.2,3678,2015-10-08 14:05:40:588
3.122,7.9871,3.4093,3.2203,8.4495,3.7956,-0.3037,-0.4392,-0.2038,0.0724,0.115,-0.0895,11.0,-19.0,-15.5,251.88,-59.5,-40.31,3780,2015-10-08 14:05:40:690
3.122,8.0254,3.3902,3.145,8.4688,3.8156,0.2081,-0.3428,-0.1692,-0.1385,0.2599,0.1342,10.5,-19.0,-14.75,252.59,-59.96,-39.92,3880,2015-10-08 14:05:40:790
3.4668,7.7955,4.0223,3.2061,8.4176,3.8775,0.2695,-0.6339,0.179,-0.1065,0.3537,0.0043,11.25,-19.0,-13.75,249.78,-59.52,-39.7,3980,2015-10-08 14:05:40:890
3.7541,8.6191,4.6543,3.1352,8.3498,4.0771,0.702,0.3542,0.4269,0.1449,0.2493,-0.2621,11.5,-19.25,-13.5,246.95,-58.37,-37.56,4079,2015-10-08 14:05:40:989
3.4285,8.4851,4.616,2.8125,8.4952,4.0115,0.5203,-0.1059,0.4705,0.539,0.424,-0.3153,13.5,-20.0,-13.25,246.7,-59.2,-35.59,4178,2015-10-08 14:05:41:088
2.0494,7.9871,3.2753,2.2392,8.8018,3.6993,-0.1897,-0.8148,-0.424,0.7521,0.6519,-0.2663,14.0,-21.0,-12.5,247.9,-62.15,-32.13,4279,2015-10-08 14:05:41:189
1.4557,7.9487,3.5817,1.7807,8.9358,3.6265,-0.325,-0.987,-0.0448,0.1193,0.9864,-0.2471,15.75,-24.25,-11.25,249.15,-65.67,-26.15,4379,2015-10-08 14:05:41:289
0.4788,8.2169,3.486,1.3044,8.965,3.7547,-0.8255,-0.7481,-0.2688,-0.1108,0.7159,-0.0533,16.5,-27.75,-8.25,242.95,-66.09,-19.16,4478,2015-10-08 14:05:41:388
0.5363,8.849,3.4093,0.7989,9.0688,3.6454,-0.2626,-0.2198,-0.2361,0.4964,0.1257,-0.2131,18.5,-29.0,-5.5,240.75,-66.89,-13.53,4578,2015-10-08 14:05:41:488
-0.3639,9.3087,1.7238,0.3888,9.3246,3.0119,-0.7527,-0.0159,-1.288,0.3728,0.5177,-0.4005,20.25,-30.75,-3.5,245.52,-71.96,-7.36,4679,2015-10-08 14:05:41:589
-0.1149,9.6726,1.1492,-0.1064,9.4665,2.5582,-0.1426,0.0529,-1.4282,0.3941,0.4922,-0.1875,21.5,-31.5,-1.5,250.15,-73.72,-0.58,4778,2015-10-08 14:05:41:688
-0.8619,8.6957,1.6664,-0.5011,9.5185,2.306,-0.0705,-0.7712,-0.4714,0.2429,0.5838,-0.228,22.5,-31.0,1.0,260.82,-76.08,12.26,4879,2015-10-08 14:05:41:789
-0.8236,8.8107,0.9768,-0.7532,9.5819,1.9469,0.1594,-0.7329,-0.7785,0.3132,0.3089,-0.1832,23.0,-30.25,2.25,269.74,-77.71,21.15,4978,2015-10-08 14:05:41:888
-1.0726,8.849,1.0726,-1.0216,9.628,1.5582,-0.051,-0.7791,-0.4856,0.2365,0.1768,-0.2834,24.5,-29.75,4.75,278.78,-79.05,33.25,5078,2015-10-08 14:05:41:988
-0.9577,9.2512,0.5555,-1.2138,9.6559,1.2082,0.2561,-0.4048,-0.6527,0.2855,0.0256,-0.228,19.5,-25.5,10.0,273.09,-79.27,37.13,5179,2015-10-08 14:05:42:089
-1.2067,9.3278,0.6704,-1.3774,9.6547,1.0297,0.1548,-0.4034,-0.5589,0.2365,0.0874,-0.2344,20.0,-24.25,12.0,278.38,-79.99,50.03,5279,2015-10-08 14:05:42:189
-1.7047,9.098,0.4214,-1.6191,9.6364,0.8295,-0.0856,-0.5768,-0.3124,0.3707,0.0959,-0.2748,20.5,-23.0,13.5,289.55,-79.31,62.87,5378,2015-10-08 14:05:42:288
-1.9728,9.1363,0.6895,-1.9212,9.5974,0.6076,-0.0516,-0.4611,0.0819,0.1364,0.1534,-0.3665,21.75,-22.75,14.75,298.52,-78.14,72.45,5478,2015-10-08 14:05:42:388
-2.2601,9.0788,0.5746,-2.1969,9.5524,0.3102,0.0238,-0.3635,0.0876,0.326,-0.1364,-0.0426,22.5,-22.5,15.0,308.03,-77.16,80.04,5578,2015-10-08 14:05:42:488
-2.2793,9.1363,-0.1915,-2.2895,9.5356,0.0199,-0.0204,-0.3737,-0.2286,0.3473,-0.066,-0.2088,24.0,-19.75,15.75,314.51,-76.78,86.0,5678,2015-10-08 14:05:42:588
-2.5283,9.0788,-0.4597,-2.5456,9.4662,-0.2845,-0.0118,-0.3179,-0.4207,0.0234,0.0767,-0.2322,25.5,-20.0,17.0,324.51,-75.51,95.17,5778,2015-10-08 14:05:42:688
-2.8347,8.9256,-0.5746,-2.7743,9.3986,-0.3751,-0.1342,-0.5235,-0.0164,0.1001,0.1214,-0.3622,26.25,-18.75,17.5,326.37,-73.41,97.7,5879,2015-10-08 14:05:42:789
-3.0454,8.8873,-0.4597,-2.9725,9.3296,-0.5417,-0.0171,-0.4092,-0.015,0.2599,-0.1385,-0.2386,24.0,-14.5,15.25,333.21,-72.05,100.33,5979,2015-10-08 14:05:42:889
-3.371,8.6957,-0.5746,-3.1951,9.2448,-0.7041,-0.176,-0.5491,0.1295,0.1236,0.1449,-0.2301,24.25,-14.75,16.0,332.78,-70.51,102.43,6078,2015-10-08 14:05:42:988
-3.5051,8.7724,-0.7278,-3.3656,9.1759,-0.8031,-0.1395,-0.4036,0.0753,0.1129,-0.0341,-0.1534,25.0,-14.0,16.0,335.37,-69.34,103.42,6178,2015-10-08 14:05:43:088
-3.5434,8.6957,-0.9768,-3.5845,9.0886,-0.848,-0.041,-0.4041,0.046,0.115,-0.13,-0.0788,24.75,-12.25,16.0,335.52,-68.67,103.17,6279,2015-10-08 14:05:43:189
-3.7924,8.6957,-0.6704,-3.6913,9.0443,-0.8631,0.0014,-0.2963,0.3066,-0.0107,0.0597,-0.0192,26.75,-13.0,16.5,335.21,-67.45,102.9,6379,2015-10-08 14:05:43:289
-3.735,8.5808,-0.8045,-3.786,9.0001,-0.9134,0.0376,-0.4451,0.1564,0.0618,-0.0043,-0.0405,27.5,-10.25,16.0,339.53,-66.81,103.28,6479,2015-10-08 14:05:43:389
-3.9073,8.5425,-0.9577,-3.8631,8.9601,-0.9816,-0.0443,-0.4176,0.0239,0.0149,0.0383,-0.0874,26.5,-12.0,16.0,338.62,-66.21,104.2,6579,2015-10-08 14:05:43:489
-3.9073,8.5234,-1.0918,-3.8615,8.9647,-0.9451,-0.0458,-0.4413,-0.1467,-0.081,-0.1023,0.147,26.5,-11.5,17.0,337.1,-66.02,104.26,6679,2015-10-08 14:05:43:589
-3.8116,8.5808,-1.1684,-3.7459,9.0245,-0.8351,-0.2201,-0.4455,0.0305,-0.1257,-0.0916,0.228,27.75,-11.75,16.5,336.51,-66.56,102.9,6779,2015-10-08 14:05:43:689
-3.3136,8.5425,-0.6512,-3.359,9.1934,-0.6077,-0.0219,-0.7894,-0.0268,-0.3409,-0.2663,0.4985,26.75,-10.75,16.25,335.88,-68.58,101.06,6879,2015-10-08 14:05:43:789
-2.7007,8.4084,-0.3065,-2.8076,9.3925,-0.2624,0.3536,-0.9491,-0.2223,-0.3473,-0.2578,0.7372,25.25,-13.25,14.75,330.99,-72.1,97.0,6979,2015-10-08 14:05:43:889
-2.2601,8.6191,-0.6895,-2.1819,9.5595,0.1603,-0.0886,-0.9354,-0.9432,-0.5965,-0.4133,0.6946,22.5,-15.5,12.5,329.43,-73.29,95.34,7079,2015-10-08 14:05:43:989
-1.1492,8.5808,0.7278,-1.2897,9.6727,0.9721,-0.0232,-1.1624,-0.4637,-0.7691,-0.4474,0.9225,20.0,-17.0,10.5,316.81,-78.19,80.54,7179,2015-10-08 14:05:44:089
-0.0383,9.0788,2.8922,-0.3871,9.6037,1.9468,0.5923,-0.5577,0.9396,-0.6924,-0.637,0.6541,17.25,-20.0,7.5,269.3,-80.35,34.93,7278,2015-10-08 14:05:44:188
0.747,9.1937,2.49,0.2179,9.4979,2.4318,0.4496,-0.2938,0.0052,-0.4112,-0.4581,0.3792,14.25,-21.75,3.75,236.52,-76.42,-0.73,7378,2015-10-08 14:05:44:288
0.6704,9.3661,2.9497,0.706,9.4143,2.6538,-0.0356,-0.0482,0.2959,-0.3004,-0.5689,0.3665,11.25,-20.25,-0.25,231.11,-74.96,-8.51,7478,2015-10-08 14:05:44:388
1.2258,8.8681,2.7581,1.3208,9.2955,2.8319,0.0475,-0.0238,0.0157,-0.2131,-0.473,0.4261,8.75,-19.5,-3.0,236.44,-72.4,-21.84,7579,2015-10-08 14:05:44:489
2.3367,8.2935,4.118,1.8151,9.1317,3.0803,0.4589,-0.8324,0.7719,-0.3941,-0.4708,0.473,6.75,-19.5,-4.0,231.64,-70.03,-28.93,7678,2015-10-08 14:05:44:588
3.1987,8.3893,4.2138,2.4548,8.8487,3.4416,0.2267,-0.6893,1.0021,-0.0575,-0.3963,0.4048,5.25,-17.5,-4.5,224.92,-66.12,-33.93,7779,2015-10-08 14:05:44:689
3.1412,8.3127,4.1946,2.8981,8.6907,3.499,0.2431,-0.378,0.6957,-0.3111,-0.4282,0.2301,4.0,-15.25,-6.25,235.29,-63.47,-38.84,7879,2015-10-08 14:05:44:789
3.7541,8.351,4.0223,3.1414,8.6594,3.364,0.6127,-0.3084,0.6583,-0.049,-0.2365,0.0362,2.0,-12.75,-6.25,238.8,-62.17,-42.44,7979,2015-10-08 14:05:44:889
3.1603,7.5848,3.735,3.2352,8.6466,3.3075,-0.0748,-1.0618,0.4274,-0.1513,-0.1555,0.2003,2.0,-11.0,-7.0,253.52,-62.31,-43.75,8079,2015-10-08 14:05:44:989
4.0031,7.604,3.1987,3.5634,8.5431,3.2386,0.4397,-0.9391,-0.0399,-0.0043,-0.3878,0.2067,2.75,-9.0,-8.75,264.34,-60.82,-46.27,8179,2015-10-08 14:05:45:089
4.1372,7.4316,3.5817,3.6989,8.4209,3.4024,0.4083,-0.9409,0.4711,-0.2152,0.2365,-0.0703,-6.0,-7.75,-12.0,323.68,-59.68,-48.19,8279,2015-10-08 14:05:45:189
4.0223,7.4891,3.4668,3.8239,8.33,3.487,0.1984,-0.841,-0.0202,-0.1044,-0.0682,0.0639,-9.25,-8.75,-13.0,336.99,-58.15,-47.64,8379,2015-10-08 14:05:45:289
4.0031,7.7381,3.6775,3.8885,8.2152,3.6823,-0.0422,-0.5547,-0.3582,-0.2834,-0.0554,-0.0575,-10.25,-8.25,-14.25,335.06,-57.94,-47.91,8479,2015-10-08 14:05:45:389
3.6775,7.7955,3.9073,3.8778,8.2011,3.7249,-0.1262,-0.5049,0.078,-0.0639,-0.2258,-0.0874,-10.25,-9.25,-15.0,338.51,-56.76,-46.04,8579,2015-10-08 14:05:45:489
3.4477,7.6806,2.988,3.8742,8.237,3.6487,-0.4043,-0.55,-0.64,-0.2898,-0.0959,-0.0767,-9.75,-8.75,-15.75,335.22,-57.02,-46.76,8678,2015-10-08 14:05:45:588
3.6392,7.604,3.7924,3.8437,8.0731,4.0275,-0.2044,-0.4657,-0.0695,-0.6541,0.0277,-0.1214,-9.0,-8.25,-17.0,332.63,-56.11,-44.82,8779,2015-10-08 14:05:45:689
3.735,7.2592,4.5969,3.8301,7.8408,4.4747,-0.0951,-0.5816,0.1221,-0.1598,-0.0341,0.0256,-8.0,-7.5,-18.25,332.29,-53.44,-40.96,8879,2015-10-08 14:05:45:789
3.6583,7.106,4.5969,3.7982,7.7588,4.6416,-0.1016,-0.4996,-0.1022,-0.1875,0.1129,0.1406,-7.75,-5.25,-20.5,333.87,-52.3,-39.29,8979,2015-10-08 14:05:45:889
3.9648,7.1443,4.5969,3.7887,7.6325,4.854,0.2144,-0.6222,-0.1997,-0.2834,-0.0937,-0.1044,-7.75,-6.0,-21.25,334.35,-51.81,-38.78,9078,2015-10-08 14:05:45:988
4.0223,6.8187,4.9033,3.7034,7.5403,5.0596,0.2997,-0.6258,-0.2137,-0.4005,0.1065,-0.3238,-7.25,-4.5,-22.25,331.01,-50.75,-37.49,9178,2015-10-08 14:05:46:088
3.5434,6.6272,5.3247,3.4437,7.4015,5.4341,0.0614,-0.7169,-0.0902,-0.3451,-0.0043,-0.2599,-7.0,-3.75,-22.25,330.71,-49.9,-35.14,9278,2015-10-08 14:05:46:188
2.6815,6.9911,5.9951,3.1142,7.3668,5.6746,-0.2143,-0.3291,0.5672,-0.0533,0.3515,-0.5965,-5.25,-0.25,-23.0,337.15,-48.65,-31.53,9379,2015-10-08 14:05:46:289
1.9728,6.7804,5.2098,2.6408,7.5914,5.6184,-1.3898,-0.5984,0.0378,0.2407,0.0362,-0.4708,-2.0,-1.0,-23.25,333.71,-50.72,-25.17,9479,2015-10-08 14:05:46:389
1.9345,7.6998,7.2592,1.9361,7.4091,6.1259,-0.0016,0.2906,1.1333,-0.5689,1.2251,0.1598,-0.25,-1.25,-22.0,333.18,-50.43,-20.51,9579,2015-10-08 14:05:46:489
1.0534,6.9911,4.865,1.5515,7.5938,6.0081,-0.498,-0.6027,-1.1431,0.4836,0.5667,-0.0064,1.0,0.0,-19.75,336.43,-49.07,-17.54,9679,2015-10-08 14:05:46:589
0.0192,7.8721,5.2289,0.8828,7.7712,5.9161,-0.6819,0.7689,-0.2895,0.0511,0.294,-0.0682,3.25,-1.75,-15.0,333.86,-51.38,-13.31,9778,2015-10-08 14:05:46:688
0.3065,7.0868,5.7461,0.7004,7.7392,5.9821,-0.4961,-0.564,-0.034,-0.2045,0.8181,0.5262,4.0,-1.5,-12.0,326.25,-52.34,-7.73,9879,2015-10-08 14:05:46:789
0.5555,7.106,6.3207,0.7086,7.6022,6.1542,-0.0778,-0.4384,0.0965,0.1726,0.1172,0.5326,4.25,-3.75,-10.75,320.64,-51.6,-6.44,9979,2015-10-08 14:05:46:889
1.3408,7.2975,4.9799,0.9356,7.6372,6.0801,0.5261,-0.0403,-0.5656,-0.1449,0.4027,0.5454,1.75,-8.5,-10.0,308.14,-50.87,-7.45,10078,2015-10-08 14:05:46:988
1.4557,7.4699,4.865,1.0555,7.6709,6.0178,0.3815,-0.1653,-1.0504,-0.0639,0.2088,0.2983,-1.25,-12.25,-9.0,234.47,-51.46,-9.95,10178,2015-10-08 14:05:47:088
1.3216,7.604,5.2289,1.0807,7.6787,6.0034,0.234,-0.0757,-0.7719,-0.0767,0.1108,-0.2834,-4.25,-12.5,-10.5,69.82,-51.52,-10.24,10278,2015-10-08 14:05:47:188
0.8619,7.355,5.9568,0.9706,7.6239,6.0913,-0.1054,-0.2708,-0.1327,0.0511,0.1747,0.0618,-6.25,-15.0,-11.5,93.04,-51.1,-9.23,10379,2015-10-08 14:05:47:289
1.1492,7.355,5.5354,0.9493,7.6131,6.1082,0.2,-0.2581,-0.5728,-0.0575,0.3111,0.0746,-5.75,-16.25,-12.0,93.37,-51.06,-8.99,10479,2015-10-08 14:05:47:389
1.1684,7.4699,5.6312,0.8967,7.5896,6.1453,0.2717,-0.1197,-0.5141,0.0405,0.2216,0.1023,-6.0,-16.75,-11.75,102.2,-50.7,-8.36,10579,2015-10-08 14:05:47:489
0.9768,7.4699,5.4779,0.846,7.5848,6.1584,0.0351,-0.1532,-0.7188,-0.1726,0.2344,0.0128,-5.75,-16.25,-12.25,93.28,-50.83,-8.02,10678,2015-10-08 14:05:47:588
0.747,6.9336,6.5122,0.7834,7.4798,6.2936,-0.0555,-0.5271,0.0271,-0.0703,0.0724,-0.1129,-6.25,-15.5,-12.75,80.8,-49.71,-7.1,10779,2015-10-08 14:05:47:689
0.7853,7.1443,6.11,0.746,7.4476,6.3362,0.0393,-0.3033,-0.2262,-0.0021,0.0511,-0.0234,-7.0,-16.0,-13.5,89.82,-49.41,-6.71,10878,2015-10-08 14:05:47:788
0.498,7.0677,6.1483,0.6578,7.4191,6.3792,-0.1598,-0.3514,-0.2309,-0.0234,0.1598,-0.066,-6.25,-17.0,-13.0,100.08,-49.26,-6.14,10979,2015-10-08 14:05:47:889
0.7087,7.0294,6.2441,0.6292,7.3661,6.4432,0.0259,-0.3179,-0.2355,-0.1044,-0.0469,-0.0788,-6.25,-15.75,-13.75,85.76,-48.69,-5.58,11079,2015-10-08 14:05:47:989
0.5555,7.106,6.0908,0.6384,7.3661,6.4423,-0.1728,-0.3007,-0.3111,0.032,0.0533,-0.0192,-6.5,-16.0,-14.0,85.68,-48.69,-5.66,11179,2015-10-08 14:05:48:089
0.4597,7.0102,6.4931,0.6114,7.3706,6.4398,-0.0871,-0.4157,-0.1797,0.0192,0.0362,0.0426,-5.5,-15.75,-13.25,97.17,-48.73,-5.42,11278,2015-10-08 14:05:48:188
-0.249,7.1443,6.4356,0.6312,7.47,6.3223,-0.8751,-0.3038,0.2562,0.2706,-0.0362,0.3025,-5.75,-15.75,-13.5,90.72,-49.62,-5.7,11379,2015-10-08 14:05:48:289
0.1532,6.1866,7.4316,0.5542,7.3303,6.4907,-0.4057,-1.1407,0.6681,0.0937,0.6051,0.3558,-6.0,-15.25,-13.5,86.22,-48.86,-5.54,11479,2015-10-08 14:05:48:389
0.0766,6.5314,6.9336,0.2997,7.1575,6.697,-0.1553,-0.5454,0.3637,-0.3047,0.9033,0.3941,-6.5,-15.0,-13.25,96.11,-46.88,-2.56,11578,2015-10-08 14:05:48:488
0.0575,6.4931,7.3167,-0.0599,6.8072,7.059,0.1174,-0.3141,0.2577,-0.4453,0.7478,0.5241,-8.75,-16.75,-13.75,105.76,-43.96,0.49,11678,2015-10-08 14:05:48:588
0.5363,6.7612,6.5888,-0.1557,6.684,7.1743,0.692,0.0772,-0.5854,-0.3643,0.8756,0.5987,-9.75,-16.25,-16.25,95.26,-42.97,1.24,11778,2015-10-08 14:05:48:688
0.1341,6.1483,6.3782,-0.2273,6.2734,7.5342,0.1698,0.0282,-1.6157,-1.4573,0.588,0.9204,-9.0,-15.0,-18.5,91.16,-39.77,1.73,11878,2015-10-08 14:05:48:788
0.7853,4.9416,8.9256,-0.4593,4.4418,8.731,1.1872,0.4424,0.3095,-1.6064,0.7776,0.7713,-8.0,-13.25,-21.5,104.09,-26.93,3.01,11978,2015-10-08 14:05:48:888
0.9385,3.6392,8.1977,-0.5479,3.6364,9.091,1.2183,-0.2654,-0.7017,-0.6264,0.4943,0.2471,-6.25,-10.0,-21.5,102.8,-21.77,3.45,12078,2015-10-08 14:05:48:988
-1.1301,2.1835,9.6726,-0.8358,2.8323,9.3515,-0.1602,-0.6296,0.5701,-0.7265,0.2407,-0.0831,-6.0,-9.0,-22.25,107.11,-16.79,5.11,12179,2015-10-08 14:05:49:089
