ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
11.0516,-7.0485,-0.1341,9.3593,-2.7718,-0.9441,1.6923,-4.2767,0.81,-1.8621,-0.4005,2.2903,-37.75,-10.75,21.75,135.0,12.06,-94.39,29178,2015-10-08 14:06:06:088
11.3006,-5.0949,0.2107,8.4456,-4.7139,-1.6193,2.8551,-0.381,1.83,-2.7484,0.1577,2.3351,-37.75,-7.75,22.0,147.59,25.33,-99.08,29278,2015-10-08 14:06:06:188
11.3581,-5.3247,0.5363,7.7284,-5.5074,-2.472,3.9553,0.3934,3.2573,-3.1681,0.5412,1.0567,-37.75,-3.25,22.25,160.56,34.17,-107.74,29379,2015-10-08 14:06:06:289
9.098,-5.4588,1.2833,7.9841,-4.6328,-3.3108,0.3668,-0.7302,4.8622,-3.8818,1.4104,0.1364,-38.25,-1.25,21.75,165.33,30.37,-112.24,29479,2015-10-08 14:06:06:389
6.5697,-4.5586,1.4174,8.3917,-4.0018,-3.1201,-1.5532,-0.7074,4.9849,-2.0751,1.061,0.4964,-39.25,-2.5,17.75,172.21,24.59,-111.19,29579,2015-10-08 14:06:06:489
6.9528,-3.6583,-0.2107,8.3809,-4.3232,-2.6909,-1.16,0.8181,2.212,-1.4168,0.865,1.1739,-41.75,-6.25,11.0,180.61,24.08,-110.4,29679,2015-10-08 14:06:06:589
8.4276,-3.2944,-0.5938,8.0064,-5.1203,-2.4189,1.1107,1.8642,1.5379,-0.8501,0.8245,1.7172,-42.5,-4.75,4.25,199.07,29.52,-107.12,29778,2015-10-08 14:06:06:688
10.6877,-2.5091,-0.8428,7.6111,-5.8358,-2.0457,3.0192,3.5948,1.1455,-0.7095,1.1079,1.1888,-43.5,2.25,-0.25,208.57,35.08,-106.24,29878,2015-10-08 14:06:06:788
13.9055,-3.984,-2.0877,7.5732,-6.1088,-1.225,6.0259,1.78,-0.7287,0.5497,0.4985,0.6221,-42.75,9.75,-4.75,218.01,37.94,-101.66,29978,2015-10-08 14:06:06:888
10.9942,-2.4517,-2.1835,8.0178,-5.5548,-1.0147,3.7042,3.6011,-1.8775,-1.2485,1.2655,-1.4402,-41.75,14.75,-9.75,231.01,37.04,-97.31,30078,2015-10-08 14:06:06:988
9.6151,-4.4245,-0.5938,9.0662,-3.6682,-0.7203,0.6638,-1.1202,-0.314,0.7329,-0.4325,-1.7129,-41.25,14.25,-13.25,256.33,24.74,-94.61,30179,2015-10-08 14:06:07:089
11.2815,-4.8459,-0.5555,9.4516,-2.386,-1.0701,1.8655,-2.3146,0.4942,0.0959,-0.3494,-1.7577,-42.25,6.25,-16.0,254.31,16.58,-95.96,30278,2015-10-08 14:06:07:188
9.3853,-5.4396,0.0,9.723,-0.8643,-0.942,-0.0504,-4.4987,0.9803,-0.4261,0.3601,-2.0773,-40.75,-1.25,-14.0,255.96,5.06,-95.53,30378,2015-10-08 14:06:07:288
7.5465,-5.0374,0.1149,9.7481,0.7488,-0.7637,-2.3165,-5.7287,0.8595,-0.0234,-0.0639,-1.3231,-39.5,-9.75,-13.75,250.09,1.94,-94.95,30479,2015-10-08 14:06:07:389
6.0717,-3.735,-0.5746,9.7366,0.9736,-0.6487,-3.7415,-4.632,0.0549,-0.3238,0.3345,0.2024,-36.0,-16.5,-14.75,235.59,-6.23,-94.39,30578,2015-10-08 14:06:07:488
7.3741,-3.4668,-0.6704,9.7923,0.0782,-0.524,-2.4182,-3.545,-0.1464,-0.3515,-0.3238,1.5169,-35.0,-20.5,-15.5,222.58,-2.95,-92.87,30678,2015-10-08 14:06:07:588
10.7835,-5.5737,-0.7087,9.583,-1.8824,-0.8907,1.2005,-3.6913,0.182,-1.2677,-0.4027,2.8315,-35.75,-18.5,-17.0,219.88,11.07,-95.31,30778,2015-10-08 14:06:07:688
11.5879,-3.5243,-0.1149,8.6404,-4.4376,-1.3494,3.4307,0.4541,1.3391,-1.6085,-0.1406,2.9465,-38.25,-10.25,-16.25,222.16,15.93,-96.17,30878,2015-10-08 14:06:07:788
9.9599,-2.9688,-0.4214,7.8168,-5.689,-1.6442,2.2655,2.728,1.2881,-2.0283,0.9033,1.0717,-38.5,4.25,-14.75,233.42,34.89,-101.16,30979,2015-10-08 14:06:07:889
9.9216,-4.6735,-0.0575,7.9161,-5.3775,-2.142,1.7494,0.7631,2.2946,-3.2874,1.6362,0.1896,-36.0,16.5,-15.5,261.42,34.41,-104.49,31079,2015-10-08 14:06:07:989
7.4699,-3.984,0.7853,8.4051,-4.643,-1.9916,-1.0963,0.6102,2.5853,-1.1995,1.0035,-0.4325,-33.25,21.25,-13.5,272.46,31.45,-104.96,31179,2015-10-08 14:06:08:089
8.4467,-3.5626,-1.4557,8.5455,-4.5283,-1.6248,-0.2291,0.866,0.281,-0.1577,0.4005,0.6242,-32.5,25.5,-13.25,294.11,26.61,-101.69,31279,2015-10-08 14:06:08:189
9.5577,-2.739,-2.4134,8.3814,-4.9062,-1.3606,1.1762,2.1672,-1.0528,0.5625,0.0021,0.441,-31.25,28.25,-13.25,299.27,30.02,-99.22,31379,2015-10-08 14:06:08:289
9.1171,-2.4708,-2.5283,8.2794,-5.116,-1.2037,0.8378,2.6452,-1.3246,0.8799,-0.2152,0.4602,-29.0,30.25,-14.0,302.93,31.45,-98.27,31478,2015-10-08 14:06:08:388
10.8409,-3.4285,-1.0918,8.2004,-5.2138,-1.319,2.6405,1.7853,0.2272,1.3444,-1.0717,0.1832,-26.75,28.75,-16.0,300.48,32.02,-98.79,31579,2015-10-08 14:06:08:489
10.7069,-2.6432,0.4597,8.3599,-4.8901,-1.5394,2.4025,2.3272,1.9779,1.3231,-1.3294,-0.5987,-26.75,29.25,-15.5,302.52,31.13,-100.21,31678,2015-10-08 14:06:08:588
10.975,-4.8076,0.6512,9.0414,-3.5068,-1.4579,2.0158,-1.1088,2.1416,0.8778,-0.5689,-2.2371,-28.25,26.0,-15.75,307.08,20.95,-99.16,31778,2015-10-08 14:06:08:688
10.8218,-6.7995,0.0,9.5614,-1.8227,-1.1952,1.6818,-5.1684,1.2143,0.7968,-0.0937,-2.3564,-32.5,19.5,-15.5,303.86,17.16,-98.23,31878,2015-10-08 14:06:08:788
8.5425,-5.4971,1.0726,9.7869,-0.0648,-0.6182,-1.2444,-5.4323,1.6908,-0.2194,0.9587,-1.7769,-36.0,9.75,-15.5,301.32,5.28,-96.44,31979,2015-10-08 14:06:08:889
7.1251,-5.114,0.2682,9.7745,0.7907,0.0691,-2.7783,-5.8666,-0.006,0.7244,0.4985,-1.1207,-37.0,0.25,-16.75,280.14,-4.62,-89.6,32079,2015-10-08 14:06:08:989
6.2824,-3.9265,-1.0918,9.7612,0.9202,0.2076,-3.4788,-4.8467,-1.2993,0.8181,-0.1321,0.1278,-36.75,-7.5,-18.75,271.94,-5.49,-88.94,32178,2015-10-08 14:06:09:088
7.0868,-3.6583,-3.6009,9.8043,0.0485,-0.2101,-2.5039,-3.6171,-3.3896,-0.3324,-0.2684,2.0709,-36.25,-10.5,-18.5,242.37,-0.28,-91.23,32278,2015-10-08 14:06:09:188
15.3229,-7.604,-2.9113,9.2093,-3.1068,-1.3067,5.5482,-4.4314,-2.0134,-2.3116,-0.5625,2.8805,-36.75,-9.75,-18.5,235.22,8.14,-93.76,32378,2015-10-08 14:06:09:288
8.8681,-2.4325,-1.1684,8.2273,-5.0083,-1.8437,0.753,2.4289,0.6043,-2.3201,1.0205,2.1838,-37.0,-5.75,-17.0,229.62,24.6,-100.91,32479,2015-10-08 14:06:09:389
12.0859,-2.9688,0.0,7.096,-6.0834,-2.9682,3.9749,2.9064,2.8934,-0.5412,-1.8855,1.8386,-35.75,8.5,-15.25,248.72,36.35,-108.88,32579,2015-10-08 14:06:09:489
10.5536,-1.743,0.3831,7.0362,-5.9651,-3.3287,3.9364,4.4716,3.864,-0.5859,0.8671,-0.7031,-31.25,22.25,-12.25,276.97,39.14,-116.82,32679,2015-10-08 14:06:09:589
8.4659,-3.3519,0.2107,7.918,-5.1128,-2.7083,0.6965,2.0615,2.974,0.4197,0.3601,-1.2208,-27.5,29.25,-6.75,309.38,31.42,-108.88,32778,2015-10-08 14:06:09:688
9.3661,-4.1946,-0.2107,8.3364,-4.7441,-2.0416,0.819,0.4709,1.3674,2.693,-0.9502,-1.078,-27.0,29.75,-5.5,315.19,30.3,-107.12,32878,2015-10-08 14:06:09:788
8.6766,-4.5777,-0.5363,8.7415,-4.2163,-1.4068,-0.0649,-0.3614,0.8705,3.2512,-1.4573,-1.11,-29.25,29.0,-7.25,322.64,27.23,-100.82,32979,2015-10-08 14:06:09:889
9.6917,-4.4245,-0.4022,8.9522,-3.7689,-1.3504,0.6528,-0.5988,0.7842,2.7207,-1.3976,-1.1633,-32.25,25.25,-9.0,309.91,22.6,-98.58,33078,2015-10-08 14:06:09:988
12.1051,-5.9185,0.2873,9.2256,-2.9845,-1.4667,2.9674,-3.0154,1.7283,1.8365,-0.8778,-1.4338,-36.25,17.75,-9.75,293.66,17.72,-99.03,33178,2015-10-08 14:06:10:088
10.1897,-4.6543,0.498,9.4901,-2.1216,-1.2681,1.5353,-2.8272,1.6406,0.6647,0.3984,-1.8408,-39.25,9.75,-6.25,278.05,12.49,-97.61,33279,2015-10-08 14:06:10:189
8.6191,-5.0566,1.5897,9.7976,-0.385,-0.1709,-1.1785,-4.6716,1.7607,0.686,0.882,-1.7449,-42.0,-1.25,-4.25,235.02,4.42,-92.78,33379,2015-10-08 14:06:10:289
8.3318,-5.1906,0.7087,9.7906,0.5041,0.2447,-1.4588,-5.6947,0.464,1.0908,0.2067,-1.012,-40.5,-10.5,-6.5,211.23,0.15,-89.6,33479,2015-10-08 14:06:10:389
7.3358,-3.984,0.7278,9.7655,0.665,0.6034,-2.4296,-4.6489,0.1244,0.2748,0.6072,-0.0298,-38.5,-17.5,-6.75,197.92,-3.89,-86.46,33578,2015-10-08 14:06:10:488
7.853,-4.5394,-0.0383,9.7648,-0.0879,0.9007,-1.9118,-4.4515,-0.939,0.897,0.0959,0.6583,-36.75,-21.75,-8.0,191.96,-1.18,-84.62,33679,2015-10-08 14:06:10:589
8.6383,-4.2138,-1.5706,9.7141,-1.2212,0.5616,-1.1245,-3.155,-2.1322,0.4261,-0.3707,1.4743,-38.0,-21.5,-7.5,191.2,2.71,-85.24,33779,2015-10-08 14:06:10:689
10.4962,-4.5011,-2.0111,9.2593,-3.2304,-0.0166,1.4704,-1.1208,-1.8867,-1.2165,-0.0107,1.828,-40.0,-16.5,-4.5,188.19,19.23,-90.1,33879,2015-10-08 14:06:10:789
13.0245,-6.5888,0.2682,8.5856,-4.6827,-0.7289,5.0794,-2.2254,0.9205,-1.5617,-0.3537,1.9494,-41.75,-7.75,-3.75,195.68,28.52,-94.85,33979,2015-10-08 14:06:10:889
7.3167,-1.5323,0.8236,7.5623,-6.0542,-1.5257,0.7058,3.7118,1.3337,-2.2371,0.9566,1.698,-43.25,2.0,-4.0,206.79,36.52,-100.38,34079,2015-10-08 14:06:10:989
11.2623,-2.1452,0.2682,6.9402,-6.6419,-1.9722,4.9209,4.5913,1.941,0.6498,-1.6852,1.0631,-41.5,9.75,-4.25,212.4,39.99,-102.69,34178,2015-10-08 14:06:11:088
10.3813,-2.6049,0.4214,7.4852,-6.0571,-1.8585,2.0993,3.1541,2.4177,-0.6669,1.4552,-1.0844,-40.0,16.0,-0.75,223.33,38.14,-103.94,34279,2015-10-08 14:06:11:189
9.3853,-3.7158,-1.1875,8.4904,-4.8207,-0.9185,0.962,1.2114,-0.2168,1.9622,-0.4091,-1.4637,-40.5,16.25,-1.75,228.79,29.44,-96.17,34379,2015-10-08 14:06:11:289
10.2663,-3.1987,-0.9768,9.1911,-3.3666,-0.6002,1.0753,0.168,-0.3766,1.4211,-0.3622,-1.6341,-42.25,10.0,-3.0,229.3,20.08,-93.74,34479,2015-10-08 14:06:11:389
10.8026,-3.122,-0.249,9.6418,-1.7096,-0.5327,1.1609,-1.4124,0.2837,1.2975,-0.3238,-2.2434,-43.25,2.25,-2.25,220.04,16.86,-93.46,34578,2015-10-08 14:06:11:488
13.9247,-2.0494,0.6895,9.793,0.5107,-0.0765,4.1316,-2.5601,0.766,0.098,0.7031,-2.8272,-42.5,-7.5,-1.25,215.77,2.76,-92.2,34679,2015-10-08 14:06:11:589
14.1737,-1.9154,1.0726,9.2055,3.1488,1.2302,4.9681,-5.0642,-0.1576,0.5518,1.3614,-3.5409,-37.5,-20.0,-2.5,154.25,-12.19,-85.62,34779,2015-10-08 14:06:11:689
9.5002,1.5706,1.3408,7.8916,5.3517,2.2918,1.2795,-3.9211,-1.182,0.8181,1.4317,-2.9039,-27.75,-33.0,-5.75,172.16,-23.28,-79.92,34879,2015-10-08 14:06:11:789
7.1251,3.3327,0.4788,6.2168,7.1302,2.5851,0.2152,-3.6309,-1.5094,0.6796,1.2272,-2.661,-16.25,-42.5,-7.5,181.14,-46.64,-67.42,34978,2015-10-08 14:06:11:888
4.5203,5.9376,0.6704,4.0659,8.6434,2.2206,0.756,-2.7961,-1.7181,0.8437,0.5944,-2.1391,-4.75,-47.75,-5.25,183.21,-54.44,-63.81,35078,2015-10-08 14:06:11:988
3.3327,5.8035,-0.6512,2.8563,9.2463,1.5869,0.4764,-3.4427,-2.2381,0.7308,0.2088,-1.6192,6.5,-48.5,-2.0,191.58,-64.84,-60.81,35179,2015-10-08 14:06:12:089
0.6704,6.5505,-0.8811,2.07,9.51,1.202,-1.3996,-2.9595,-2.0831,0.4645,-0.4176,-0.7542,10.0,-48.75,0.0,192.53,-73.19,-60.06,35279,2015-10-08 14:06:12:189
0.1341,9.3661,0.2873,1.5422,9.6628,0.6499,-1.4081,-0.2967,-0.3626,0.2045,-1.2293,-0.2471,19.5,-47.5,3.5,188.38,-80.17,-67.15,35379,2015-10-08 14:06:12:289
-0.6704,8.7149,0.2682,1.4093,9.6951,0.4358,-2.0797,-0.9802,-0.1676,0.1427,-1.6554,-0.1385,20.5,-46.25,3.0,188.38,-80.17,-67.15,35479,2015-10-08 14:06:12:389
-3.1987,10.1514,1.2258,1.1075,9.7439,-0.0299,-4.3062,0.4076,1.2557,0.2344,-1.2464,0.2003,22.0,-44.75,0.0,178.74,-83.51,-91.55,35579,2015-10-08 14:06:12:489
-3.4477,10.5919,0.3256,0.6522,9.7831,-0.189,-4.0998,0.8088,0.5146,-0.3665,0.1726,-0.1896,22.0,-45.25,-1.75,170.36,-86.03,-106.16,35679,2015-10-08 14:06:12:589
-2.3559,10.8218,0.2682,-0.2763,9.8022,0.1056,-1.8498,1.0962,0.1243,-0.392,1.2464,-0.8607,23.25,-44.25,-2.5,343.09,-88.27,69.09,35779,2015-10-08 14:06:12:689
1.8387,9.1554,1.0151,-1.1228,9.7247,0.583,2.2911,-0.9332,0.7577,-0.13,0.9928,-0.3494,25.75,-43.5,-1.75,330.78,-82.59,62.56,35879,2015-10-08 14:06:12:789
2.1452,8.2744,2.0877,-1.1415,9.6803,1.0771,4.3224,-0.8815,1.1409,-0.5049,0.8991,-0.2344,29.75,-41.5,-0.5,306.04,-80.79,46.66,35979,2015-10-08 14:06:12:889
0.4597,9.979,0.3639,-1.248,9.6907,0.8381,1.7077,0.2883,-0.4742,0.8373,1.3998,-0.1023,31.25,-40.0,0.25,318.15,-81.18,56.12,36079,2015-10-08 14:06:12:989
-2.0303,9.4619,-2.2793,-1.9197,9.616,-0.1293,-0.1297,-0.2499,-2.533,0.6008,0.9758,-0.8266,32.0,-40.0,3.5,355.56,-78.69,93.85,36178,2015-10-08 14:06:13:088
0.4022,9.845,-4.1946,-2.1323,9.5496,-0.6543,2.7431,0.1037,-3.037,-0.3814,0.5326,-0.3196,33.0,-38.25,6.25,4.53,-76.73,103.54,36279,2015-10-08 14:06:13:189
0.4214,8.9639,-2.6624,-2.2826,9.5153,-0.6474,2.2965,-0.3052,-1.7885,-0.2834,-0.2216,0.0831,33.5,-36.0,11.5,355.06,-76.0,105.84,36378,2015-10-08 14:06:13:288
-1.0534,8.2552,-1.9728,-2.1949,9.5435,-0.5233,0.4019,-1.5771,-1.2004,-0.0085,-0.4304,-0.3345,34.0,-37.25,10.5,353.86,-76.7,103.41,36479,2015-10-08 14:06:13:389
-1.0534,8.7149,0.6129,-2.4271,9.4959,-0.327,1.3737,-0.781,0.9399,-0.6669,-0.4645,0.0447,35.75,-35.75,9.5,355.18,-75.33,102.49,36579,2015-10-08 14:06:13:489
-1.3982,9.979,0.3065,-2.6699,9.4302,-0.3379,1.2717,0.5489,0.6443,0.4623,-0.8501,-0.3302,35.5,-34.75,7.5,352.43,-74.07,97.21,36679,2015-10-08 14:06:13:589
-2.4708,8.983,0.5746,-2.6752,9.4212,-0.505,-0.1212,-0.5339,0.888,1.11,-1.4147,0.2301,37.5,-34.25,6.25,352.43,-74.07,97.21,36779,2015-10-08 14:06:13:689
-4.5777,8.0637,-0.1915,-2.4623,9.442,-0.9774,-2.1154,-1.3784,0.7859,0.8266,-1.5191,0.5731,38.0,-32.75,3.25,23.24,-74.33,111.65,36879,2015-10-08 14:06:13:789
-4.0797,7.853,-1.1492,-2.2444,9.4385,-1.4309,-1.8353,-1.5855,0.2816,0.5198,-1.1185,0.5923,36.75,-34.25,0.5,41.78,-74.25,122.52,36979,2015-10-08 14:06:13:889
-1.4748,8.0637,-1.4748,-2.0315,9.4696,-1.5396,0.5566,-1.4059,0.0648,-0.13,-0.4005,0.196,36.25,-35.25,-1.25,50.96,-74.53,126.45,37079,2015-10-08 14:06:13:989
-1.8004,9.0022,-0.0766,-1.8113,9.5618,-1.2086,0.0109,-0.5596,1.132,-0.3132,-0.8117,0.637,34.75,-38.0,-2.0,50.82,-76.02,124.78,37179,2015-10-08 14:06:14:089
-3.1795,11.722,-0.1724,-1.3079,9.6673,-1.0012,-1.8716,2.0547,0.8288,-0.049,-0.6775,0.7073,34.0,-39.5,-4.5,49.77,-77.17,123.71,37279,2015-10-08 14:06:14:189
-4.0989,9.6151,0.7278,-1.1441,9.7089,-0.7744,-2.9548,-0.0937,1.5022,-0.0447,-0.4858,0.1449,30.5,-40.75,-7.0,59.02,-81.82,126.91,37379,2015-10-08 14:06:14:289
-3.9073,8.6383,1.0343,-1.4599,9.661,-0.8394,-2.4475,-1.0227,1.8737,0.3558,0.3345,0.0469,27.75,-42.75,-8.5,55.83,-81.22,118.74,37479,2015-10-08 14:06:14:389
-6.11,10.1131,1.245,-1.7885,9.5992,-0.91,-4.3215,0.514,2.155,-0.0554,0.8011,-0.1747,26.75,-43.25,-8.25,62.41,-79.63,121.23,37578,2015-10-08 14:06:14:488
-6.1483,11.1857,3.4285,-2.7081,9.4141,-0.4608,-2.837,1.4564,3.9745,-0.1193,1.8003,-1.1249,26.75,-45.0,-7.75,62.32,-78.19,116.97,37679,2015-10-08 14:06:14:589
2.8156,11.6837,-1.6855,-3.403,9.1701,-0.7065,8.594,2.3876,-1.5265,0.0511,1.2826,-0.6477,28.5,-43.75,-5.5,41.11,-69.74,99.06,37778,2015-10-08 14:06:14:688
2.0303,7.4508,-0.3256,-2.9194,9.362,0.0369,4.9135,-1.7358,-0.9589,-0.9183,1.2229,-0.0724,33.0,-38.75,-0.75,9.48,-72.4,93.93,37878,2015-10-08 14:06:14:788
-1.1684,8.4851,-0.1149,-2.5703,9.4471,0.5633,1.5258,-1.2213,-0.3338,-0.6477,1.2442,0.2045,35.0,-37.75,0.75,344.67,-73.76,81.51,37979,2015-10-08 14:06:14:889
-2.8156,9.0214,-0.8045,-2.4127,9.4969,0.398,-0.3185,-0.5163,-1.3458,-0.4559,1.2485,0.196,35.0,-38.5,1.5,341.64,-75.52,80.37,38079,2015-10-08 14:06:14:989
-3.2561,10.094,-1.4748,-2.6156,9.4514,0.0104,-0.6405,0.6426,-1.4852,0.1406,0.4155,0.0362,32.75,-39.75,4.0,341.35,-75.18,84.51,38179,2015-10-08 14:06:15:089
-1.0151,9.2703,-1.2258,-2.8426,9.3748,-0.45,1.8275,-0.1045,-0.7759,0.4666,-0.0426,-0.7734,32.75,-40.0,5.0,348.93,-74.53,89.77,38279,2015-10-08 14:06:15:189
-1.0534,9.7109,-1.6089,-3.0047,9.3093,-0.6923,2.61,0.8613,-1.1599,0.1001,-0.2855,-0.2067,32.5,-39.5,8.0,356.05,-71.59,101.31,38379,2015-10-08 14:06:15:289
-3.3327,7.5082,-1.8579,-3.3741,9.1626,-0.9126,-0.1153,-1.8524,-0.9808,0.4751,-0.6349,-0.4836,34.25,-37.5,9.75,356.2,-71.67,102.98,38479,2015-10-08 14:06:15:389
-0.9194,8.7149,-1.0534,-3.5546,9.0845,-1.0036,2.7843,-0.0515,0.4506,-0.2557,-1.0908,-0.1129,34.75,-36.25,9.75,358.56,-69.12,105.14,38579,2015-10-08 14:06:15:489
-1.1684,9.5768,0.4022,-3.4921,9.1327,-0.7539,2.0316,0.1368,1.0345,0.5859,-0.9992,0.1108,36.5,-35.0,9.75,355.4,-68.7,102.36,38679,2015-10-08 14:06:15:589
-3.735,8.1977,-0.1532,-3.3291,9.177,-0.9324,-0.3449,-1.0509,0.8596,0.897,-1.2655,0.8053,37.75,-32.25,7.0,358.17,-68.64,102.18,38778,2015-10-08 14:06:15:688
-3.869,8.6957,-2.6432,-2.6844,9.3013,-1.5653,-1.1847,-0.6056,-1.0779,0.7244,-1.3401,0.9523,39.75,-32.75,5.0,14.05,-70.19,108.03,38879,2015-10-08 14:06:15:789
-2.241,9.5768,-2.0686,-2.2973,9.4049,-1.562,0.0564,0.1719,-0.5066,-0.0724,-1.583,0.8224,39.0,-32.75,3.5,34.22,-71.53,120.25,38979,2015-10-08 14:06:15:889
-2.7773,7.7189,-0.7661,-2.0003,9.5575,-0.9073,-0.8663,-1.925,0.1392,-0.4836,-1.1824,0.3089,36.5,-35.5,0.75,36.09,-75.36,121.99,39079,2015-10-08 14:06:15:989
-0.5363,9.7875,1.1492,-1.7864,9.6402,-0.2159,0.0168,-1.0201,0.5992,-0.441,-0.0469,0.3281,34.75,-37.5,-2.5,25.34,-78.14,106.24,39179,2015-10-08 14:06:16:089
0.3639,11.7029,0.2873,-1.3986,9.6966,-0.4365,1.6284,1.9105,0.7622,0.6008,-0.6967,0.3728,32.5,-39.75,-8.75,30.65,-80.44,99.34,39279,2015-10-08 14:06:16:189
-1.743,9.5577,0.8236,-0.6416,9.7556,-0.7657,-1.7909,-0.4278,1.551,0.6669,-1.3508,0.7329,32.0,-41.75,-11.25,43.03,-81.41,107.33,39378,2015-10-08 14:06:16:288
-4.2329,8.5234,1.7238,-0.5611,9.7479,-0.913,-3.6719,-1.2246,2.6368,0.2684,-0.9353,0.4495,29.0,-41.5,-12.25,91.24,-83.65,150.41,39478,2015-10-08 14:06:16:388
-4.0797,9.7109,2.6815,-0.8224,9.7555,-0.5699,-3.0735,0.1673,3.0676,-0.3686,-0.0575,-0.0362,24.25,-43.5,-12.25,92.57,-83.57,145.62,39579,2015-10-08 14:06:16:489
-4.3096,9.3278,3.3136,-1.2973,9.7201,-0.0856,-3.0123,-0.3923,3.3992,-0.4176,1.4317,-0.2471,19.75,-46.25,-13.0,77.28,-84.14,124.72,39678,2015-10-08 14:06:16:588
-3.984,11.1474,4.5777,-1.8746,9.6199,0.3367,-2.1093,1.5275,4.241,-0.4517,2.6227,-0.8053,19.0,-48.0,-14.0,50.85,-82.38,93.78,39778,2015-10-08 14:06:16:688
-2.0303,9.9982,1.8579,-2.9335,9.3512,0.3465,0.9032,0.647,1.5114,-0.6179,2.3095,-0.571,20.75,-46.0,-12.75,43.18,-74.23,79.68,39878,2015-10-08 14:06:16:788
5.4779,11.0325,0.6129,-2.8283,9.3339,1.0245,8.254,1.9935,-0.6846,-1.8173,1.8131,-0.179,24.75,-44.5,-9.5,28.4,-71.35,82.57,39978,2015-10-08 14:06:16:888
3.237,9.3278,0.5555,-2.5307,9.3332,1.6299,6.0139,0.0162,-0.7758,-0.5113,1.5979,-0.0256,30.25,-41.0,-5.25,347.87,-72.14,70.09,40079,2015-10-08 14:06:16:989
-0.5363,9.3661,-0.5555,-2.4651,9.3829,1.4338,1.9288,-0.0167,-1.9892,-0.115,1.5361,-0.0533,32.5,-40.0,-3.5,318.14,-72.12,57.22,40179,2015-10-08 14:06:17:089
-3.4285,8.2169,-1.1301,-2.711,9.3892,0.815,-0.7175,-1.1723,-1.9451,0.5625,1.2208,-0.3622,34.0,-38.75,0.0,324.85,-73.41,67.01,40278,2015-10-08 14:06:17:188
-2.7581,8.102,-0.5363,-3.0007,9.3355,0.1189,1.1236,-0.6206,-1.1531,0.2322,0.3835,-0.3814,33.0,-39.5,4.5,337.75,-72.53,84.98,40378,2015-10-08 14:06:17:288
-1.4365,9.6534,-1.494,-3.0684,9.3128,-0.163,2.6983,0.0396,-1.1192,0.1598,0.3558,-0.2898,33.5,-37.25,8.25,338.95,-71.2,90.31,40478,2015-10-08 14:06:17:388
-1.8962,9.8258,-1.8579,-2.9395,9.3484,-0.3707,-0.5849,-1.0438,-1.0148,-0.2898,0.1875,0.1854,34.5,-37.0,10.5,342.74,-71.37,96.55,40579,2015-10-08 14:06:17:489
-3.9648,7.5657,-1.0534,-3.3123,9.2213,-0.4086,-1.1497,-1.7505,-0.7651,-0.147,-0.13,0.1023,33.75,-37.75,11.75,339.87,-70.36,97.45,40679,2015-10-08 14:06:17:589
-0.3256,8.6766,0.1341,-3.0894,9.3053,-0.1923,2.8595,-0.6862,0.3839,0.0554,-0.5198,0.0724,34.0,-37.0,11.75,335.53,-71.02,94.17,40779,2015-10-08 14:06:17:689
-4.4436,5.9185,-0.1915,-2.8769,9.375,0.0613,-1.1071,-3.2841,-0.4827,-0.5603,-0.3004,0.4666,33.75,-36.25,11.0,335.71,-71.6,93.56,40878,2015-10-08 14:06:17:788
-3.8307,6.2824,0.9385,-2.2664,9.5165,0.686,-1.5643,-3.2341,0.2525,-1.0333,0.1023,1.1313,36.25,-35.0,9.0,335.78,-72.94,88.78,40978,2015-10-08 14:06:17:888
2.9305,13.0628,3.7733,-1.1642,9.6299,1.4423,4.0947,3.4329,2.331,-0.2088,-0.081,0.767,32.0,-38.75,7.0,320.78,-76.03,73.16,41078,2015-10-08 14:06:17:988
4.5969,13.8864,1.3024,-0.2854,9.7125,1.325,4.9972,3.7142,-0.5972,0.2109,-0.5752,0.0895,28.5,-41.25,4.25,285.85,-79.11,38.91,41179,2015-10-08 14:06:18:089
1.2258,7.7955,2.1261,-0.0437,9.7284,1.2353,1.327,-1.7414,0.7758,0.3558,-0.9545,-0.0746,27.75,-41.5,3.75,255.36,-82.53,3.96,41279,2015-10-08 14:06:18:189
1.1684,6.5314,2.3367,0.0357,9.751,1.043,1.1327,-3.2196,1.4661,0.4133,-0.995,-0.0639,27.5,-43.25,2.25,254.63,-82.76,2.03,41379,2015-10-08 14:06:18:289
1.9154,6.0142,0.9577,0.2274,9.7866,0.5837,1.6389,-3.767,0.3089,0.4218,-0.6392,-0.473,27.5,-42.75,1.5,247.8,-85.09,-11.18,41479,2015-10-08 14:06:18:389
