ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,state
5.2864,-5.2289,-1.3408,9.7637,-0.9019,0.1623,-4.3624,-4.2121,-1.9436,0.2088,0.4623,0.669,-42.25,13,28,68.11,2.74,-91,17355,2015-10-07 16:26:30:338,0
7.6231,-6.608,-0.4597,9.4295,-2.6813,0.2572,-1.7166,-3.6279,-0.7037,-0.6754,-0.0383,2.3777,-46.25,9.25,25.25,77.88,5.28,-89.05,17455,2015-10-07 16:26:30:438,0
9.8258,-7.4891,-0.5746,8.3553,-5.1337,-0.0669,1.7386,-2.4703,-0.6226,-0.3707,-0.5007,2.9487,-46.5,14.25,24.25,107.56,26.31,-89.44,17555,2015-10-07 16:26:30:538,0
12.6988,-8.5617,-1.5897,6.4482,-7.3232,-0.9806,5.1734,-1.0283,-0.7359,-1.5105,0.3089,2.5502,-41.75,22,24.75,127.73,45.2,-95.82,17654,2015-10-07 16:26:30:637,0
11.6454,-8.4851,-0.1724,5.5973,-7.709,-2.3264,6.2789,-1.0897,1.6451,-4.1013,1.8024,1.8344,-32.5,32,29.25,120.99,51.7,-107.3,17755,2015-10-07 16:26:30:738,0
7.6231,-5.4205,1.3599,5.8997,-6.8761,-3.7528,1.5645,1.2671,5.0547,-3.5985,2.2711,0.0788,-26.75,32.25,35,118.81,50.9,-117.21,17855,2015-10-07 16:26:30:838,0
7.3358,-6.3782,0.6895,7.1089,-5.3077,-4.1787,-0.1562,-0.9938,4.6958,-2.5034,1.877,-0.6285,-30.25,21,37.5,122.78,36.86,-121.96,17955,2015-10-07 16:26:30:938,0
6.0334,-5.5354,0.2107,8.0215,-4.4811,-3.4272,-2.0647,-0.9585,3.2165,-0.7286,1.3465,-0.3004,-36.25,4.25,35.5,137.35,32.77,-120.45,18055,2015-10-07 16:26:31:038,0
6.7421,-5.2672,-2.4708,8.2113,-4.608,-2.7408,-1.7723,-0.7922,1.2317,0.3111,0.5752,0.5241,-42.25,-5.25,28.25,148.51,27.19,-113.13,18155,2015-10-07 16:26:31:138,0
7.6231,-5.3822,-4.2138,7.8191,-5.5342,-2.0986,-0.0236,0.0563,-1.7513,-0.6924,0.9609,1.6916,-44.5,-9.75,23.75,159.84,28.03,-108.46,18255,2015-10-07 16:26:31:238,0
8.9256,-5.6312,-3.4093,7.1135,-6.4751,-1.9085,1.7738,0.8822,-1.6732,-0.2706,0.5497,1.6043,-48,-4.25,19.75,168.94,39.2,-104.91,18355,2015-10-07 16:26:31:338,0
9.1171,-5.0757,-2.7773,6.4436,-7.1395,-1.9179,2.7885,1.9489,-0.7253,-0.3899,0.4155,0.7926,-48.75,2.75,16,177.3,45.02,-106.28,18455,2015-10-07 16:26:31:438,0
8.4276,-4.7118,-2.5666,6.4247,-7.108,-2.0904,2.0029,2.3962,-0.4762,-1.0589,0.8309,0.1683,-49,8.75,14.25,182.4,47.41,-107.42,18555,2015-10-07 16:26:31:538,0
7.3933,-5.0949,-1.4748,7.0856,-6.3823,-2.2872,0.1736,1.3066,0.7933,-0.9587,1.1824,-0.7478,-48.5,11,12.25,188.74,42.43,-108.52,18655,2015-10-07 16:26:31:638,0
6.5505,-4.8076,-2.2027,7.7116,-5.745,-1.9229,-1.161,0.88,-0.184,-0.1896,0.8948,-0.5454,-49.5,9.5,8.75,190.71,36.84,-105.15,18754,2015-10-07 16:26:31:737,0
7.5657,-4.9991,-2.375,7.9419,-5.5551,-1.4955,-0.7593,0.7667,-0.9179,0.2535,0.5944,-0.1023,-50.5,5.75,5,190.5,34.5,-100.66,18854,2015-10-07 16:26:31:837,0
9.0788,-5.7844,-1.494,7.8564,-5.7803,-1.017,1.1764,-0.0843,-0.3846,0.7606,0.0959,0.5284,-50.75,5,1.25,194.21,35.31,-98.3,18955,2015-10-07 16:26:31:938,0
9.5577,-6.1292,-0.7853,8.0152,-5.5487,-1.067,1.7531,-0.6953,0.1284,-0.5198,0.2791,-0.735,-50.5,5.75,-0.75,193.46,36.22,-96.95,19055,2015-10-07 16:26:32:038,0
7.4316,-6.0525,0.4788,8.4411,-4.9039,-0.9329,-0.8946,-1.0529,1.3734,-0.4495,0.6221,-0.8906,-50.5,2.75,0,196.01,33.19,-97.57,19155,2015-10-07 16:26:32:138,0
8.2552,-5.9376,-0.2873,8.702,-4.3973,-1.0537,-0.5042,-1.4063,0.7855,0.0341,-0.3089,-0.3856,-50.5,-1.5,-2,193.78,28.83,-95.62,19255,2015-10-07 16:26:32:238,0
8.1594,-5.7078,-0.0766,8.7917,-4.2099,-1.074,-0.5748,-1.4596,0.9017,-0.6456,0.3132,-0.2621,-50.75,-3.5,-0.25,196.25,26.64,-96.9,19355,2015-10-07 16:26:32:338,0
7.7189,-6.0525,0.249,8.901,-4.0099,-0.9292,-1.1629,-2.0235,1.0633,-0.6583,0.294,-0.1257,-49.5,-6.75,0.25,190.94,24.14,-95.96,19455,2015-10-07 16:26:32:438,0
7.2975,-5.9185,0.0192,8.8425,-4.1839,-0.6899,-1.5449,-1.7345,0.7091,-0.6605,0.4666,0.3856,-49,-8,-1.5,189.65,24.19,-95.43,19555,2015-10-07 16:26:32:538,0
7.8147,-6.0142,-0.0958,8.3423,-5.1238,-0.5691,-0.5276,-0.8904,0.4733,-0.6626,0.2919,1.0269,-48.75,-7.25,-4.25,193.5,29.72,-93.81,19655,2015-10-07 16:26:32:638,0
8.7915,-6.2249,-0.1915,7.5857,-6.1856,-0.6044,1.2058,-0.0393,0.4128,-0.669,0.3217,1.6107,-49.5,-4,-5.5,195.05,35.91,-94.14,19755,2015-10-07 16:26:32:738,0
11.3581,-7.5657,-0.3448,6.8291,-6.9853,-0.8603,4.529,-0.5804,0.5156,-1.355,0.7521,1.3508,-47.75,4.5,-6.5,198.05,41.53,-95.21,19855,2015-10-07 16:26:32:838,0
8.5234,-3.8882,0.3256,6.3844,-7.383,-0.9487,2.1389,3.4949,1.2743,-0.7734,1.2123,0.8203,-46,11.75,-7.25,204.64,46.92,-98.23,19955,2015-10-07 16:26:32:938,0
8.849,-4.3287,-3.1029,6.7292,-7.0895,-0.7922,2.1198,2.7607,-2.3107,-0.3984,-0.1321,-1.1697,-42,19,-9.25,210.99,49.29,-96.84,20055,2015-10-07 16:26:33:038,0
8.7149,-7.0102,-2.624,7.6091,-6.058,-1.2545,1.1058,-0.9523,-1.3695,-2.3223,1.2932,-1.9047,-42,18.25,-11.25,239.69,38.15,-99.36,20154,2015-10-07 16:26:33:137,0
5.4588,-6.8187,-1.3599,8.7744,-4.2341,-1.1192,-3.3156,-2.5846,-0.2407,-1.0994,0.7542,-1.8557,-43.25,15.5,-13.75,260.54,25.58,-97.27,20255,2015-10-07 16:26:33:238,0
6.4165,-6.4165,-1.4748,9.0819,-3.5455,-1.0573,-3.4158,-3.0043,-0.3748,-0.1491,0.0064,0.3899,-44,8.25,-16.5,249.91,21.2,-96.64,20355,2015-10-07 16:26:33:338,0
7.2209,-6.11,-1.5514,8.588,-4.639,-0.947,-1.2138,-1.4136,-0.7002,0.3089,0.0767,1.3103,-43.5,6.25,-18.5,243.4,23.94,-96.84,20455,2015-10-07 16:26:33:438,0
8.0637,-5.4205,-1.9345,7.8189,-5.8625,-0.8163,0.2448,0.4421,-1.1182,0.9417,-0.1065,1.9814,-42.25,9.5,-19.25,238.68,31.28,-96.16,20555,2015-10-07 16:26:33:538,0
9.5385,-5.3247,-2.3176,6.628,-7.2125,-0.4691,3.1978,1.907,-1.8868,0.9715,-0.2194,2.0368,-42,12.25,-19.25,229,44.28,-94.8,20655,2015-10-07 16:26:33:638,0
11.0708,-4.8842,-2.6432,6.1371,-7.6459,-0.2179,5.1222,2.5639,-2.1369,1.0653,-0.5689,0.6605,-36,21,-20.75,237.25,51.23,-92.03,20755,2015-10-07 16:26:33:738,0
8.5042,-5.1906,-0.996,6.9884,-6.8606,-0.5146,1.7499,2.1564,-1.0599,-0.6029,0.1044,-1.4914,-34.75,22,-21.25,252.04,44.39,-94.21,20855,2015-10-07 16:26:33:838,0
8.102,-6.857,0.8428,8.034,-5.5137,-1.1066,0.068,-1.3433,1.9494,-0.7798,-0.5667,-1.7193,-35.5,20.75,-19.5,264.3,37.63,-96.65,20955,2015-10-07 16:26:33:938,0
9.3087,-6.5888,0.6704,8.6316,-4.358,-1.635,0.677,-2.2308,2.3054,-0.3494,-0.3281,-1.5872,-37.75,16.25,-17.5,269.69,28.71,-99.98,21054,2015-10-07 16:26:34:037,0
9.0214,-7.7764,0.3639,9.1688,-3.0961,-1.5866,-0.9902,-3.0905,2.8316,0.6498,-0.6285,-1.6682,-41,11.75,-13.75,266.44,23.15,-100.58,21155,2015-10-07 16:26:34:138,0
8.1977,-6.6655,0.0383,9.3695,-2.3094,-1.7464,-1.0568,-4.4518,1.7655,0.1193,0.1491,-0.9864,-43.75,5.75,-12.25,266.38,14.89,-100.59,21255,2015-10-07 16:26:34:238,0
6.4356,-5.0949,-0.3065,9.5414,-1.9374,-1.1737,-3.233,-3.0967,0.8869,0.1342,0.7095,-0.4666,-45.5,-1.25,-10.5,251.31,11.91,-98.44,21355,2015-10-07 16:26:34:338,0
6.1675,-5.3056,-2.241,9.5717,-2.0264,-0.6686,-3.7681,-3.0685,-1.151,-0.0256,-0.228,0.3814,-45,-4,-11.75,229.25,11.93,-94,21455,2015-10-07 16:26:34:438,0
9.2895,-8.0254,-3.3327,8.9719,-3.6984,-1.4132,0.6623,-4.6143,-2.226,-0.6179,-0.375,2.0624,-44.75,-4.25,-12.5,223.65,22.16,-98.95,21555,2015-10-07 16:26:34:538,0
8.6383,-3.8882,-1.8004,7.5444,-6.0601,-1.5898,1.8408,2.44,0.0958,-0.6711,0.4495,3.0786,-45.5,0,-12.5,219.3,38.17,-101.9,21655,2015-10-07 16:26:34:638,0
11.1857,-4.7118,-1.6664,6.6943,-6.9072,-1.9099,4.4914,2.1954,0.2436,-0.5795,-0.2429,0.6349,-42,14.25,-12.5,226.01,42,-102.73,21755,2015-10-07 16:26:34:738,0
7.7764,-4.5011,-0.249,7.0498,-6.557,-1.8645,0.7266,2.0559,1.6155,-0.8053,1.0184,-0.4474,-38.5,21.75,-10.75,252.74,41.96,-104.81,21855,2015-10-07 16:26:34:838,0
7.5274,-5.114,-0.6129,7.494,-6.1145,-1.6196,0.1627,0.92,1.0211,-0.1704,0.0959,-0.3473,-37.5,22.75,-11.25,260.47,38.57,-102.2,21955,2015-10-07 16:26:34:938,0
8.4659,-5.0374,-1.8771,7.746,-5.9145,-1.0902,0.6344,1.0424,-0.5856,1.289,-0.3856,-0.3835,-37.75,22.75,-12.5,258.75,37.57,-98.9,22055,2015-10-07 16:26:35:038,0
8.7149,-5.8227,-2.5091,7.9977,-5.5904,-0.9771,0.5892,0.0428,-1.6934,1.338,-0.7222,-0.5071,-38.25,23.25,-13.75,258.75,37.57,-98.9,22155,2015-10-07 16:26:35:138,0
8.1403,-5.7078,-1.3982,8.1296,-5.3811,-1.0605,-0.4024,-0.0972,-0.0162,1.0525,-0.7222,-0.3324,-41.75,19,-14,252.81,33.28,-97.43,22255,2015-10-07 16:26:35:238,0
8.0637,-5.8035,-0.3639,8.1244,-5.3659,-1.1713,-0.0607,-0.4376,0.8074,1.0738,-0.9033,-0.0618,-42.75,15.5,-13.25,250.48,32.88,-97.63,22354,2015-10-07 16:26:35:337,0
8.1786,-4.367,-0.2107,7.9276,-5.6459,-1.2032,0.2402,1.4432,1.0909,1.3081,-1.0951,0.0618,-43.5,15.25,-11.5,237.83,34.61,-98.57,22454,2015-10-07 16:26:35:437,0
7.6231,-5.3822,0.9577,8.2314,-5.1505,-1.3736,-0.5263,-0.0477,2.1977,1.1143,-1.0248,-1.0802,-44.25,14,-9.25,232.63,34.33,-99.15,22555,2015-10-07 16:26:35:538,0
9.1363,-7.2018,0.0192,8.3786,-4.8928,-1.425,0.7577,-2.309,1.4441,1.6554,-1.8472,-0.3132,-45,11.75,-6,228.68,30.21,-99.16,22655,2015-10-07 16:26:35:638,0
9.8067,-5.3247,-0.4214,8.3634,-4.7902,-1.8104,1.4432,-0.5345,1.389,0.228,-0.2471,-0.9374,-46.5,6.75,-1.25,216.21,29.93,-99.65,22754,2015-10-07 16:26:35:737,0
8.8681,-6.7804,0.7087,8.7922,-4.0128,-1.6625,0.0759,-2.7675,2.3712,-0.0043,-0.2088,-1.2783,-47,5.75,4.25,198.69,26.58,-101.29,22854,2015-10-07 16:26:35:837,0
7.2401,-6.0908,0.2873,9.1416,-3.2647,-1.3938,-1.9016,-2.8262,1.6811,0.4517,0.2109,-0.8522,-47,0,6.75,189.76,22.48,-100.27,22955,2015-10-07 16:26:35:938,0
7.2592,-5.9951,-0.4597,9.2728,-3.078,-0.8435,-2.0136,-2.9171,0.3839,-0.0533,0.5369,-0.0895,-46.75,-6.5,6.5,176.14,18.31,-96.8,23055,2015-10-07 16:26:36:038,0
8.983,-8.1977,-2.5857,9.2439,-3.177,-0.7916,-0.2609,-5.0207,-1.7941,-1.3231,0.3451,0.3792,-46.5,-8.75,6.5,171.47,18.61,-94.34,23155,2015-10-07 16:26:36:138,0
5.7844,-3.9073,-2.7198,8.8235,-4.1719,-0.9548,-3.0391,0.2645,-1.765,-1.1185,0.6221,2.6909,-46.25,-11.5,5.5,175.38,18.9,-94.89,23255,2015-10-07 16:26:36:238,0
11.0516,-5.0374,-2.241,7.217,-6.5657,-0.9887,2.2799,1.2524,-0.5937,1.2378,-0.9417,2.8443,-46.5,-12.75,3.5,181.89,25.18,-96.18,23355,2015-10-07 16:26:36:338,0
11.224,-3.4668,-2.8539,6.5329,-7.2392,-1.0422,4.6911,3.7724,-1.8117,-0.7073,0.3835,-0.6264,-46.75,-5.5,0.25,186.26,42.03,-97.8,23455,2015-10-07 16:26:36:438,0
7.6231,-5.8035,0.4214,7.4989,-6.2201,-1.1165,0.5235,0.7955,1.0502,-0.5454,0.8032,-0.9332,-46,7.25,1,193.38,46.01,-99.51,23554,2015-10-07 16:26:36:537,0
7.1251,-5.5354,0.0766,7.879,-5.802,-0.6547,-0.4927,0.255,0.284,1.1121,-0.2024,-0.3899,-44.25,11.5,2,188.87,36.87,-96.01,23654,2015-10-07 16:26:36:637,0
7.9487,-5.5737,-2.0686,8.0975,-5.5246,-0.2833,-0.1377,0.0018,-1.5848,1.6128,-0.6562,-0.5198,-45.75,7.5,1.75,180.48,35.13,-92.7,23754,2015-10-07 16:26:36:737,0
7.4124,-5.4971,-1.9345,8.2405,-5.3101,-0.2613,-0.8314,-0.1929,-1.6617,0.5838,-0.3537,-0.147,-46.5,3.75,0,183.72,32.99,-91.76,23854,2015-10-07 16:26:36:837,0
8.7915,-6.11,-1.1684,8.1086,-5.4973,-0.4489,0.7107,-0.5726,-0.7113,0.4943,-0.2407,0.4027,-47.25,2.25,1.5,180.9,33.14,-92.89,23954,2015-10-07 16:26:36:937,0
7.8913,-4.3862,-0.3831,7.9768,-5.6825,-0.5006,-0.0684,1.3207,0.112,0.3601,-0.4091,-0.1427,-46.5,1,3.5,177.2,35.3,-93.4,24055,2015-10-07 16:26:37:038,0
9.596,-6.6846,0.6512,8.1579,-5.3902,-0.7521,1.1597,-1.2315,1.2579,1.1207,-1.3593,-0.6562,-45.75,1.5,5.25,176.74,34.14,-94.49,24155,2015-10-07 16:26:37:138,0
9.5768,-5.5929,0.1724,8.3892,-4.949,-1.14,1.0001,-0.8148,1.3233,0.6413,-0.8352,-1.2272,-44,2,8.25,173.24,31.49,-97.02,24254,2015-10-07 16:26:37:237,0
8.351,-6.3973,0.0575,9.0613,-3.5626,-1.1711,-0.8096,-2.7279,1.2924,-0.4368,0.3111,-1.5702,-41.75,0,13.5,166.43,28.52,-98.05,24354,2015-10-07 16:26:37:337,0
6.3207,-5.6312,-0.1341,9.4044,-2.6821,-0.7309,-2.8347,-3.1789,0.8458,-0.3494,0.5582,-1.1398,-41,-4.75,16.25,145.38,17.31,-95.5,24455,2015-10-07 16:26:37:438,0
6.1292,-6.2249,-1.0726,9.4688,-2.4902,-0.557,-3.2056,-3.524,-0.4581,-0.5326,0.1981,0.1747,-39.25,-10.75,16,145.84,15.87,-94.44,24555,2015-10-07 16:26:37:538,0
9.4427,-9.7875,-2.873,8.8513,-4.1912,-0.5091,0.3233,-4.5045,-1.6361,-0.9673,0.7308,2.1263,-38.5,-14.75,15,155.39,21.02,-93.3,24655,2015-10-07 16:26:37:638,0
7.6231,-4.8842,-1.9537,7.7608,-5.9782,-0.4495,-0.6165,2.2816,-1.1402,-1.3401,1.11,2.2008,-39.5,-14,13.75,160.9,33.75,-93.38,24754,2015-10-07 16:26:37:737,0
9.6151,-6.3015,-0.2298,6.8687,-6.9289,-0.991,2.7464,0.6273,0.7612,-1.078,-0.8203,1.127,-42.25,-7,9.75,170.56,43.27,-95.78,24855,2015-10-07 16:26:37:838,0
8.1594,-4.7501,0.1915,6.2203,-7.3801,-1.7357,1.9391,2.63,1.9272,-0.7904,0.5902,0.7159,-42.75,-0.75,7.75,180.86,46.17,-101.43,24954,2015-10-07 16:26:37:937,0
8.4276,-4.6926,-0.3256,6.2197,-7.3977,-1.6614,2.2079,2.705,1.3358,-0.3132,0.2684,0.1108,-41.25,3.25,8.5,186.51,48.81,-105.59,25055,2015-10-07 16:26:38:038,0
8.5808,-4.8459,-1.2067,6.6229,-7.1323,-1.199,1.9579,2.2865,-0.0077,0.0895,0.7457,-0.1321,-41.25,5,7.75,182.38,47.77,-102.61,25154,2015-10-07 16:26:38:137,0
10.0173,-6.3782,-2.6815,7.1501,-6.675,-0.7007,2.8672,0.2968,-1.9808,0.5625,0.1406,-0.6093,-41.75,6.25,5,180.3,44.58,-96.97,25254,2015-10-07 16:26:38:237,0
9.8067,-5.0949,-1.8196,7.608,-6.1507,-0.6766,3.4976,-0.082,-2.4741,-0.1001,0.2045,-0.6413,-41,5.5,2.5,181.46,40.24,-94.96,25354,2015-10-07 16:26:38:337,0
9.3853,-5.8993,-0.0766,8.2897,-5.1764,-0.8103,1.0589,-0.1702,0.9399,1.0994,-1.2336,-1.6085,-41,4.25,1.5,184.71,35.13,-95.13,25455,2015-10-07 16:26:38:438,0
9.0405,-6.1483,-0.1724,8.7567,-4.1982,-1.3657,0.3192,-1.8549,1.1224,1.029,-1.4317,-1.3401,-40.5,0,2.25,190.38,27.27,-97.66,25554,2015-10-07 16:26:38:537,0
8.7724,-6.0525,-0.3831,9.0344,-3.3258,-1.8678,-0.2621,-2.7268,1.4847,0.3451,-0.5859,-1.3486,-39.5,-5.25,7.25,183.28,19.82,-101.68,25654,2015-10-07 16:26:38:637,0
7.0868,-5.4588,-0.1341,9.2554,-2.5381,-2.0165,-2.1685,-2.9207,1.8824,-0.3174,0.3579,-0.946,-38.5,-9.25,11.75,169.15,15,-102.29,25755,2015-10-07 16:26:38:738,0
6.6655,-6.2632,-0.4788,9.4761,-1.9892,-1.555,-2.8106,-4.274,1.0761,-0.4794,0.5284,-0.0085,-35.5,-13,13.5,164.82,13.09,-101.6,25855,2015-10-07 16:26:38:838,0
8.7532,-8.5234,-2.2027,9.3015,-2.8781,-1.1701,-1.0143,-4.7095,-0.923,-0.5582,0.5198,1.6171,-35.75,-17.75,11.75,162.31,12.59,-98.42,25955,2015-10-07 16:26:38:938,0
6.9145,-4.3096,-1.5514,8.5316,-4.7402,-0.9549,-1.3773,0.6558,-0.3843,-1.0738,1.0738,2.6589,-36.75,-15.75,9.25,167.48,20.41,-96.87,26055,2015-10-07 16:26:39:038,0
10.3238,-6.0142,-1.0534,7.2261,-6.5773,-0.8322,3.8027,1.3529,-0.7022,0.6264,-0.8203,2.4458,-39,-10.75,6,177.52,42.12,-96.57,26155,2015-10-07 16:26:39:138,0
10.4387,-5.3439,0.6129,6.41,-7.3258,-1.1895,4.0287,1.9819,1.8024,-1.1121,1.0567,0.277,-39,0.25,4.5,180.86,46.45,-98.2,26255,2015-10-07 16:26:39:238,0
8.5808,-4.5203,0.3256,6.8668,-6.9909,-0.3803,1.714,2.3557,0.5718,-0.4538,1.3678,-0.0383,-38.25,6,4.5,181.91,47.13,-98.58,26355,2015-10-07 16:26:39:338,0
8.8873,-3.7733,-0.0383,7.0317,-6.8347,0.1132,1.9322,3.0614,0.0208,0.1491,0.5007,0.0788,-39.25,6.75,0,178.01,45.01,-91.74,26455,2015-10-07 16:26:39:438,0
9.6917,-4.4245,-0.2107,7.4232,-6.3901,0.4825,2.0387,2.1763,-0.789,1.1824,-0.5156,-0.5262,-39,7.75,-5.25,188.42,42.22,-87.11,26555,2015-10-07 16:26:39:538,0
10.8984,-6.11,0.0766,7.8629,-5.8357,0.5393,2.8368,-0.0489,-0.2525,0.8607,-0.5433,-0.5689,-39.5,8.5,-7,194.91,36.52,-86.08,26654,2015-10-07 16:26:39:637,0
9.2129,-5.2289,1.743,8.3935,-5.0421,0.5441,0.7827,-1.0215,1.5363,0.5198,-0.5859,-1.7918,-40.25,5.25,-6,193.48,35.11,-86,26755,2015-10-07 16:26:39:738,0
8.3318,-5.7844,2.739,9.0757,-3.6791,0.5163,-0.9243,-2.2217,2.2426,0.8266,-0.4623,-1.3742,-42.75,1.75,-4.5,186.18,22.03,-86.74,26855,2015-10-07 16:26:39:838,0
8.2744,-5.5737,1.9345,9.4035,-2.7172,0.6016,-1.1291,-2.8565,1.3329,0.6136,0.1981,-1.2591,-43,-6.25,-3,180.8,16.09,-86.34,26955,2015-10-07 16:26:39:938,0
7.7764,-4.5394,2.0111,9.4989,-2.1443,1.1587,-1.5885,-2.759,1.8101,0.3047,0.2024,-0.8586,-42.75,-9.5,-1,169.77,13.48,-84.16,27055,2015-10-07 16:26:40:038,0
8.9064,-4.3287,1.8196,9.558,-1.5469,1.5561,-1.1879,-2.9351,0.4168,-0.1704,0.3409,-0.7989,-41.5,-14.25,-1.25,168.69,12.63,-83.05,27155,2015-10-07 16:26:40:138,0
10.7643,-4.3096,1.0151,9.4008,-1.2651,2.4888,1.3635,-3.0445,-1.4737,-0.8373,1.0418,-0.4325,-39.25,-20.5,-4.25,167.37,7.24,-78.05,27255,2015-10-07 16:26:40:238,0
9.9599,0.5938,2.0686,9.0568,-1.7983,3.3033,0.8799,2.8144,-0.8081,-1.6128,1.1313,-0.0533,-36.25,-25.5,-9.5,170.53,8.52,-73.56,27355,2015-10-07 16:26:40:338,0
7.8338,0.9577,3.8307,8.8272,-1.5629,3.976,-0.9934,2.5206,-0.1453,-0.2706,-0.0618,-0.6264,-35.25,-26.5,-13.25,177.01,10.18,-67.04,27455,2015-10-07 16:26:40:438,0
10.6686,0.9194,4.0031,8.9776,-0.7304,3.8781,1.691,1.6498,0.125,-0.1257,0.1065,-1.4211,-33.25,-26.25,-20.75,191.24,6.23,-66.31,27555,2015-10-07 16:26:40:538,0
7.9487,0.1532,4.5011,8.8808,0.2981,4.1489,-0.932,-0.1449,0.3522,0.2067,0.6647,-0.931,-33,-25,-21.75,194.95,-0.12,-65.96,27655,2015-10-07 16:26:40:638,0
8.3127,2.0877,4.4819,8.6817,1.537,4.2937,-0.5798,0.1677,0.5139,1.3976,-0.4623,-0.9907,-30.75,-26.25,-22.25,194.62,-5.9,-63.32,27755,2015-10-07 16:26:40:738,0
8.1211,3.6775,4.1946,8.6323,3.1571,3.4185,-0.5449,0.2045,1.7515,2.1263,-0.8139,-0.8181,-27.75,-30.75,-21.75,202.76,-15.24,-66.06,27855,2015-10-07 16:26:40:838,0
8.5617,5.4588,3.2944,8.2519,4.7527,2.3427,-0.1577,0.9222,0.8292,1.2868,0.0043,-1.3188,-24.75,-36,-16.5,203.7,-18.78,-68.4,27954,2015-10-07 16:26:40:937,0
7.604,6.0142,0.7278,7.2838,6.5065,0.8845,-0.1424,-0.2871,-0.2848,1.6725,-0.6711,-1.975,-22.75,-39.75,-8.5,193.7,-28.99,-74.15,28055,2015-10-07 16:26:41:038,0
7.2592,6.4165,-1.0343,6.1672,7.5725,-0.8913,0.9609,-1.069,-0.3496,2.1007,-0.5646,-1.8642,-16.75,-43.25,-0.25,182.07,-48.01,-91.97,28155,2015-10-07 16:26:41:138,0
5.2098,4.7693,-2.2218,4.7576,8.0388,-2.9856,0.1279,-3.226,0.3121,2.1774,-0.9673,-1.8685,-9.25,-44.25,7.75,166.01,-53.95,-111.34,28254,2015-10-07 16:26:41:237,0
4.8267,4.7309,-5.0374,3.6624,7.3922,-5.3022,1.2395,-2.5379,0.4821,2.7484,-0.1811,-1.012,-2,-43.5,16.5,155.54,-55.06,-122.11,28354,2015-10-07 16:26:41:337,0
3.2561,3.3902,-7.3358,3.0368,6.0559,-7.0904,0.3072,-2.2859,0.0976,2.6717,-0.1342,-0.8309,6,-40.5,26.5,136.31,-48.92,-145.37,28454,2015-10-07 16:26:41:437,0
2.8922,2.9497,-7.7955,3.0056,4.3756,-8.2457,-0.1134,-1.4259,0.4502,1.2208,0.1513,-0.081,13.25,-31,35,118.01,-29.68,-160.33,28554,2015-10-07 16:26:41:537,0
4.0606,2.739,-11.5305,3.1953,3.7605,-8.4746,-1.7348,-0.5624,-0.9905,0.0575,-0.3814,0.7286,16,-19,38.75,106.13,-26.5,-159.97,28655,2015-10-07 16:26:41:638,0
2.4517,2.2984,-8.4084,3.4006,3.698,-8.4221,-0.9402,-1.3927,0.0201,-0.4559,-0.3047,0.5582,17,-13.25,39.5,94.29,-22.55,-159.34,28754,2015-10-07 16:26:41:737,0
1.9154,3.3136,-9.2895,3.1638,3.7032,-8.5116,-1.186,-0.283,-0.7095,0.3622,-0.3686,0.5156,14.75,-13.25,39,90.43,-22.19,-159.61,28854,2015-10-07 16:26:41:837,0
2.8539,2.8922,-10.6877,3.1289,3.4491,-8.6304,-0.275,-0.5569,-2.0573,0.0234,0.0895,-0.0277,14.5,-13.75,36.75,95.66,-20.64,-160.06,28955,2015-10-07 16:26:41:938,0
2.1261,3.1987,-9.232,3.1126,3.3978,-8.6566,-0.8525,-0.1609,-0.5946,0.3025,0.0043,-0.1726,15.75,-16,34,101.87,-20.73,-159.81,29054,2015-10-07 16:26:42:037,0
2.241,2.9113,-8.9447,2.9618,3.2528,-8.7646,-0.8166,-0.2456,-0.5249,0.2237,0.0234,0.0213,15.5,-17,33,105.63,-19.71,-160.99,29155,2015-10-07 16:26:42:138,0
2.49,2.5666,-9.0788,2.8742,2.9817,-8.8893,-0.5374,-0.4534,0.5191,0.2237,0.1342,-0.1108,16.25,-17,33,107.37,-18.09,-162.06,29255,2015-10-07 16:26:42:238,0
2.7581,2.4708,-8.8298,2.799,2.8324,-8.9618,-0.7033,-0.2471,-0.0129,0.2706,-0.0128,-0.179,18,-17.5,34,106.79,-17.17,-162.49,29354,2015-10-07 16:26:42:337,0
2.1644,2.8347,-8.983,2.7582,2.6499,-9.03,-0.5939,0.1848,0.0469,0.3196,0.1172,-0.066,19.75,-17,35.5,108.25,-16.43,-162.72,29454,2015-10-07 16:26:42:437,0
2.49,2.2984,-9.2129,2.7144,2.4964,-9.0868,-0.2245,-0.198,-0.1261,0.2131,0.1342,-0.1768,22.25,-14.25,38.5,99.72,-14.94,-163.24,29555,2015-10-07 16:26:42:538,0
