ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
6.9719,-6.6463,0.4788,7.3033,-6.4169,1.2866,-0.1973,-0.2677,-0.5013,-1.2655,0.441,0.2642,-31.0,6.5,16.25,110.87,36.69,-77.3,71822,2015-10-08 15:06:20:328
8.0062,-5.4588,1.245,7.2397,-6.5593,0.8555,0.9963,1.2538,0.4469,-1.2165,0.4368,-0.0192,-30.0,5.5,16.25,121.76,40.87,-80.01,71921,2015-10-08 15:06:20:427
7.4124,-6.2632,0.1149,7.3802,-6.4492,0.3317,0.0322,0.186,-0.2168,0.4581,-1.0653,0.0959,-29.75,5.5,16.25,128.82,41.33,-86.01,72021,2015-10-08 15:06:20:527
6.7612,-7.2018,-0.9002,7.2456,-6.6055,-0.1979,-0.7065,-0.6851,-0.5194,0.1811,-0.8458,0.0618,-30.75,4.25,16.5,131.75,41.12,-87.43,72121,2015-10-08 15:06:20:627
6.857,-7.2401,-0.3448,7.2184,-6.62,-0.4897,-0.3615,-0.62,0.1449,0.0575,-0.2621,0.0852,-29.5,3.25,19.25,138.52,42.34,-91.56,72221,2015-10-08 15:06:20:727
6.0717,-6.359,-0.6704,7.1388,-6.7024,-0.5336,-1.1246,0.3434,-0.1368,0.1087,0.1577,0.0767,-25.75,4.25,21.75,128.93,42.92,-94.78,72321,2015-10-08 15:06:20:827
6.6846,-6.3782,-1.5131,7.0799,-6.7766,-0.3517,-0.3953,0.3984,-1.1615,-0.0575,0.3792,0.1214,-24.75,5.0,22.75,124.12,43.55,-93.48,72421,2015-10-08 15:06:20:927
8.5808,-6.5122,-1.5514,7.1904,-6.6656,-0.1936,0.7106,-0.089,-0.3599,0.1065,0.3878,-0.473,-24.5,5.75,22.75,119.78,43.53,-91.91,72521,2015-10-08 15:06:21:027
7.6423,-7.2784,1.8771,7.3641,-6.4617,0.4327,0.0531,-1.2415,1.109,0.995,-0.1704,-0.0639,-25.75,6.25,21.75,119.93,41.55,-89.83,72621,2015-10-08 15:06:21:127
7.5848,-6.1483,1.8771,7.4064,-6.3454,1.0253,0.2813,0.1367,0.9025,0.4027,0.2642,-0.2514,-26.75,5.25,20.75,119.12,41.22,-86.64,72722,2015-10-08 15:06:21:228
7.7764,-6.0908,2.4517,7.4786,-6.2236,1.2281,0.3076,0.1499,1.251,-0.0405,0.2727,-0.0746,-26.5,4.75,18.5,115.36,40.32,-82.12,72822,2015-10-08 15:06:21:328
7.8721,-5.7844,2.0111,7.5569,-6.0781,1.4561,0.3272,0.3118,0.5688,-0.4474,0.4858,-0.1854,-27.25,5.0,17.75,115.68,39.39,-80.67,72921,2015-10-08 15:06:21:427
8.1211,-5.4013,1.7047,7.6347,-5.9529,1.5636,0.5056,0.5707,0.141,-0.5923,0.4858,-0.2088,-26.75,4.25,16.5,114.16,38.1,-78.86,73021,2015-10-08 15:06:21:527
8.2361,-5.4205,1.6855,7.721,-5.8314,1.597,0.4576,0.3726,0.1268,-0.4091,0.3047,-0.115,-27.25,4.25,15.0,115.66,37.37,-78.43,73121,2015-10-08 15:06:21:627
7.9487,-5.6503,1.7621,7.7446,-5.8024,1.5887,0.1613,0.1465,0.29,-0.2322,0.1108,0.0107,-28.0,2.75,13.5,122.03,36.26,-78.32,73222,2015-10-08 15:06:21:728
8.102,-5.5162,1.6089,7.7692,-5.7686,1.5916,0.3136,0.2332,0.0173,-0.0618,0.0575,-0.0021,-28.5,2.25,12.5,125.41,36.19,-78.44,73322,2015-10-08 15:06:21:828
8.1977,-5.2864,1.5514,7.7949,-5.7539,1.5175,0.3837,0.4484,0.1106,-0.2706,0.0895,0.1044,-29.75,1.0,12.0,130.5,35.95,-78.68,73421,2015-10-08 15:06:21:927
8.1211,-5.4396,1.5323,7.788,-5.7935,1.3977,0.3358,0.3615,0.1515,-0.1129,-0.147,0.1257,-30.75,0.25,12.25,133.97,36.05,-79.77,73521,2015-10-08 15:06:22:027
8.0828,-5.6886,1.3408,7.7263,-5.8943,1.3162,0.3566,0.2057,0.0246,-0.098,-0.0746,0.1811,-30.75,-0.25,12.25,134.88,36.65,-80.22,73621,2015-10-08 15:06:22:127
8.0445,-5.6312,1.9728,7.6472,-6.0117,1.2454,0.3974,0.3805,0.7274,-0.4431,0.0298,0.1981,-30.0,-0.5,12.5,132.96,37.25,-80.41,73722,2015-10-08 15:06:22:228
7.1635,-7.4508,2.3176,7.561,-6.144,1.1197,-0.7036,-1.6239,0.5673,-0.375,0.0341,-0.0341,-29.25,1.25,13.0,132.73,38.55,-81.41,73822,2015-10-08 15:06:22:328
6.4739,-8.102,0.5171,7.1976,-6.6145,0.7833,-1.1356,-1.0615,-0.1454,-0.8906,0.3856,0.3366,-30.0,1.5,13.25,135.79,41.15,-82.96,73921,2015-10-08 15:06:22:427
6.8378,-6.857,0.6321,7.0416,-6.8164,0.3516,-0.1025,-0.013,0.1872,-1.4871,0.5774,0.0426,-29.5,1.25,13.5,139.35,43.8,-85.99,74021,2015-10-08 15:06:22:527
7.4508,-6.7421,-0.8619,7.006,-6.8483,-0.4329,0.3259,0.0513,-0.2639,-1.3657,0.4645,0.1577,-29.75,2.5,12.0,150.24,44.35,-92.03,74121,2015-10-08 15:06:22:627
7.4316,-6.3207,-1.3408,7.0387,-6.7775,-0.8324,0.3929,0.4568,-0.5084,-1.1164,0.4261,0.081,-29.5,1.0,12.5,151.26,44.29,-93.54,74221,2015-10-08 15:06:22:727
6.8187,-6.0334,-1.0918,7.0712,-6.6878,-1.2007,-0.2525,0.6545,0.1089,-0.539,0.3004,0.1406,-30.0,0.5,11.75,161.39,43.22,-99.24,74321,2015-10-08 15:06:22:827
7.4316,-6.5505,-1.245,7.0543,-6.7057,-1.2005,0.3773,0.1551,-0.0444,0.1683,0.0916,0.1364,-29.75,0.0,9.5,167.49,42.98,-99.83,74421,2015-10-08 15:06:22:927
7.3933,-6.5888,-1.2641,6.96,-6.8187,-1.1105,0.146,0.249,-0.1728,-0.0895,0.196,0.13,-30.75,0.5,8.75,169.48,44.05,-99.07,74521,2015-10-08 15:06:23:027
6.8378,-6.8761,-1.0343,6.9615,-6.8255,-1.0587,-0.0279,0.026,0.0436,0.1641,-0.0085,0.0724,-30.75,0.5,8.0,171.39,44.11,-98.65,74621,2015-10-08 15:06:23:127
6.608,-7.5465,-0.9768,6.8735,-6.941,-0.8649,-0.1888,-0.4906,-0.1503,0.1832,0.1662,0.0831,-31.0,1.0,7.75,171.12,44.32,-98.44,74721,2015-10-08 15:06:23:227
6.857,-7.1826,-0.6512,6.8494,-6.971,-0.8138,0.1417,-0.0201,0.1818,-0.2131,0.0767,0.1023,-30.75,2.0,7.75,168.37,45.11,-96.69,74821,2015-10-08 15:06:23:327
7.2975,-6.9145,-0.7087,6.8317,-6.9763,-0.9107,0.4659,0.0619,0.3169,-0.1406,-0.0107,0.0554,-31.25,2.25,7.0,172.33,45.35,-97.59,74922,2015-10-08 15:06:23:428
7.3167,-6.5505,-0.8428,6.8082,-6.9998,-0.9064,0.451,0.3534,-0.0129,0.0852,-0.1406,0.0703,-31.75,1.0,7.0,173.15,45.54,-97.58,75021,2015-10-08 15:06:23:527
7.0868,-6.6655,-0.8045,6.8183,-6.9864,-0.933,0.3146,0.3487,0.1054,0.2173,-0.2173,-0.0362,-31.5,2.0,7.5,169.98,45.34,-97.75,75121,2015-10-08 15:06:23:627
6.8187,-7.1443,-0.7278,6.7707,-7.0421,-0.8584,0.1887,0.113,0.2474,0.3345,-0.1321,0.0788,-32.0,2.25,8.0,171.15,45.51,-97.65,75221,2015-10-08 15:06:23:727
6.3782,-7.1443,-0.6129,6.7444,-7.0761,-0.7826,-0.2059,-0.0804,0.1187,-0.1001,0.0639,-0.1854,-31.5,2.0,9.5,163.75,46.34,-96.66,75321,2015-10-08 15:06:23:827
6.9528,-7.1826,-1.3408,6.8007,-7.0047,-0.9244,0.1878,-0.4458,-0.3407,-0.2088,0.0043,0.0277,-31.75,2.5,9.25,166.33,45.89,-96.88,75421,2015-10-08 15:06:23:927
6.9911,-7.0294,-0.5938,6.765,-7.031,-0.9854,0.2644,-0.0367,0.3342,-0.1236,0.0767,0.0916,-32.5,2.25,10.25,166.25,45.63,-98.29,75521,2015-10-08 15:06:24:027
6.6846,-7.2401,-1.2258,6.7596,-7.0229,-1.0759,-0.0367,-0.1597,0.0416,0.0383,-0.0746,-0.0043,-33.0,1.25,9.75,168.84,45.74,-99.04,75621,2015-10-08 15:06:24:127
6.7038,-7.1251,-1.2258,6.7183,-7.0505,-1.1509,0.0238,-0.0938,0.2315,0.0213,-0.2855,0.115,-32.25,2.25,9.5,168.8,45.97,-99.72,75721,2015-10-08 15:06:24:227
7.0294,-6.6272,-0.5746,6.7059,-7.0708,-1.0981,0.3044,0.3479,0.466,0.0511,-0.0831,0.0447,-32.75,3.0,10.25,168.64,46.14,-99.3,75821,2015-10-08 15:06:24:327
6.6272,-6.9719,-1.2258,6.709,-7.0674,-1.1008,-0.1133,0.0834,-0.0838,0.0682,-0.0575,-0.0149,-32.75,2.5,10.25,168.66,46.11,-99.32,75922,2015-10-08 15:06:24:428
6.6846,-7.2401,-1.5131,6.7325,-7.0499,-1.0692,-0.0357,-0.2137,-0.2929,0.1364,0.0447,0.1214,-33.25,1.75,10.0,168.53,45.96,-99.02,76022,2015-10-08 15:06:24:528
7.3358,-6.7995,-1.2067,6.7369,-7.0612,-0.9609,0.7037,0.3651,-0.1807,0.1854,-0.0788,-0.0213,-32.75,2.0,10.25,168.53,45.96,-99.02,76122,2015-10-08 15:06:24:628
6.9145,-6.9528,-1.1492,6.7201,-7.076,-0.9698,0.1943,0.1233,-0.1795,0.0511,-0.1683,-0.0234,-32.5,1.5,10.0,167.25,46.06,-98.12,76222,2015-10-08 15:06:24:728
7.0677,-7.1443,-1.0726,6.7647,-7.0245,-1.0327,0.303,-0.1198,-0.0399,0.1427,-0.3473,-0.081,-33.0,3.0,9.75,167.76,46.18,-98.21,76322,2015-10-08 15:06:24:828
6.857,-7.0294,-0.9577,6.7121,-7.0726,-1.0472,-0.1578,-0.3152,-0.2235,0.0916,-0.1129,0.0533,-33.25,3.5,11.25,165.25,46.15,-98.87,76422,2015-10-08 15:06:24:928
7.0677,-6.8378,-1.4365,6.7391,-7.0345,-1.1272,0.2711,0.4265,0.2078,0.1683,-0.2088,-0.1385,-32.25,3.5,11.25,165.25,45.83,-99.5,76522,2015-10-08 15:06:25:028
7.1635,-7.106,-1.2067,6.8609,-6.8996,-1.2221,0.3025,-0.2064,0.0155,0.0597,-0.1981,-0.1747,-31.5,1.5,12.0,163.69,45.0,-99.88,76622,2015-10-08 15:06:25:128
6.5888,-6.6655,-1.5131,7.1328,-6.5458,-1.564,-0.0785,-0.0118,0.2544,-0.6008,0.0511,-0.6434,-31.75,2.0,13.0,163.15,43.8,-100.98,76722,2015-10-08 15:06:25:228
6.8761,-6.2058,-2.3176,7.3937,-6.1824,-1.8118,-0.6325,-0.0467,-0.8495,-0.3174,0.1917,-0.3153,-31.5,0.5,13.25,165.4,39.08,-103.77,76822,2015-10-08 15:06:25:328
8.0637,-4.9416,-2.3559,7.6602,-5.9077,-1.6097,-0.0715,0.3214,-0.5778,-0.2578,0.5412,-0.1641,-31.75,-1.0,12.5,166.76,38.56,-103.46,76921,2015-10-08 15:06:25:427
7.7764,-3.6966,-1.494,7.9252,-5.6291,-1.2941,-0.1104,2.01,-0.3339,0.4559,0.0937,-0.0064,-32.0,-4.5,10.75,167.9,35.9,-100.64,77021,2015-10-08 15:06:25:527
7.6231,-4.3096,-1.7238,7.9192,-5.698,-0.9946,-0.2961,1.3884,-0.7292,1.1015,-0.375,0.1683,-33.0,-5.25,8.25,171.5,35.16,-97.68,77121,2015-10-08 15:06:25:627
11.3964,-6.3973,-3.2944,7.9031,-5.7476,-0.8229,1.9036,0.6719,-2.1651,1.1974,-0.2429,-0.7436,-32.25,-5.25,8.25,168.97,35.93,-96.15,77221,2015-10-08 15:06:25:727
7.0102,-4.1755,1.7813,8.193,-5.3788,-0.3388,-1.1827,1.2033,2.1201,1.0077,-0.833,0.0618,-33.25,-4.25,9.75,158.92,33.32,-92.81,77321,2015-10-08 15:06:25:827
7.9679,-4.9991,3.5243,8.3248,-5.1834,-0.0205,-1.2042,0.3823,4.2498,1.828,-0.4581,-0.6008,-33.75,-5.25,10.75,158.68,33.58,-93.2,77421,2015-10-08 15:06:25:927
7.6614,-6.1675,2.6049,8.2571,-5.1971,0.9907,-0.0504,-1.6642,2.4614,1.127,0.0639,0.522,-32.75,-4.0,12.0,143.29,31.3,-84.93,77521,2015-10-08 15:06:26:027
8.5042,-5.4205,1.6855,8.1166,-5.2627,1.6113,0.6138,-0.1947,0.143,-0.1534,0.8053,-0.6179,-32.75,-3.0,12.75,135.75,32.99,-80.06,77621,2015-10-08 15:06:26:127
8.3893,-5.0949,1.6472,8.2571,-4.9605,1.8398,0.6032,0.2408,0.2812,-0.3665,0.3515,-0.245,-31.5,-0.5,11.25,128.95,30.33,-77.54,77722,2015-10-08 15:06:26:228
8.4276,-4.9799,1.992,8.1401,-5.1013,1.9711,0.2875,0.1214,0.0209,-0.0618,0.4155,0.1555,-33.25,-3.5,7.5,140.18,30.96,-77.08,77822,2015-10-08 15:06:26:328
8.6191,-4.4053,2.624,7.9596,-5.3214,2.1206,0.7553,1.2226,0.2736,-0.3814,0.3409,0.3004,-35.25,-2.5,6.5,140.69,31.85,-75.89,77922,2015-10-08 15:06:26:428
9.6534,-3.5817,2.7198,7.9651,-5.3383,2.0565,1.4666,1.8836,0.2752,-0.3579,-0.066,-0.2258,-36.75,-1.5,4.75,144.19,33.25,-75.25,78022,2015-10-08 15:06:26:528
9.0597,-4.0414,2.9305,8.085,-5.3353,1.5292,1.685,1.8229,1.0317,-0.5859,-0.6818,0.3665,-36.5,-0.25,3.25,149.59,32.49,-77.26,78121,2015-10-08 15:06:26:627
6.5505,-6.7804,0.9194,7.8136,-5.855,0.9152,-1.4054,-1.5264,-0.0267,0.8607,-1.4743,0.5007,-37.0,-0.5,4.5,151.87,32.96,-79.29,78221,2015-10-08 15:06:26:727
8.4084,-6.8761,-0.6704,7.7659,-5.9764,0.3801,0.8299,-0.7055,-0.4963,0.4112,-1.0717,-0.5816,-34.25,2.0,8.25,156.19,37.71,-84.62,78322,2015-10-08 15:06:26:828
6.5888,-5.612,0.6895,8.1404,-5.4595,-0.3127,-1.7528,-0.1366,1.057,0.7776,-1.2165,-0.6392,-29.75,3.25,12.75,144.62,36.64,-88.67,78421,2015-10-08 15:06:26:927
8.0445,-6.0908,0.0958,8.3563,-5.094,-0.6272,-0.3118,-0.9969,0.723,1.2421,-0.9289,-0.6498,-28.25,0.75,16.25,137.12,32.96,-93.32,78522,2015-10-08 15:06:27:028
7.604,-5.3439,-0.0575,8.4922,-4.8577,-0.6754,-0.8912,-0.5623,0.6095,1.5255,-0.833,-0.4474,-26.5,0.0,19.25,128.83,29.69,-94.55,78622,2015-10-08 15:06:27:128
7.9679,-5.2672,-0.498,8.5464,-4.7848,-0.4852,-0.6634,-0.4431,0.0177,1.8365,-0.6669,0.0469,-23.5,2.25,21.5,116.21,29.04,-93.69,78722,2015-10-08 15:06:27:228
8.4851,-5.3439,-1.2067,8.5485,-4.7946,-0.3244,0.0574,-0.4221,-1.3833,1.2591,-0.6647,-0.1342,-21.5,4.5,22.75,106.12,29.44,-92.25,78821,2015-10-08 15:06:27:327
10.3238,-7.9296,1.3791,8.6105,-4.6902,-0.1791,-0.2847,-3.4079,1.8097,1.6192,-0.0277,-0.1023,-20.0,8.5,22.75,103.1,28.99,-92.53,78921,2015-10-08 15:06:27:427
6.2058,-5.1906,2.4325,8.4077,-5.039,0.2985,-2.1445,-0.3432,1.1571,0.4346,-0.1108,-0.0128,-18.5,11.5,21.75,86.33,30.63,-88.56,79021,2015-10-08 15:06:27:527
8.7915,-3.8116,1.8579,8.4227,-4.9497,0.8537,0.2539,1.2531,0.8127,0.7585,-0.0128,-0.2067,-16.75,15.75,20.5,74.32,30.31,-84.21,79121,2015-10-08 15:06:27:627
7.9104,-4.9991,1.743,8.4448,-4.7533,1.5037,-0.7642,-0.3798,0.2392,0.6882,0.3665,-0.017,-16.75,18.25,17.5,66.13,28.99,-79.9,79221,2015-10-08 15:06:27:727
8.5042,-4.3096,1.5323,8.4484,-4.5654,1.9881,0.075,0.275,-0.4366,0.0831,0.3686,-0.2407,-17.5,17.75,13.75,60.56,28.44,-77.94,79322,2015-10-08 15:06:27:828
8.2935,-4.9799,2.0494,8.4432,-4.4439,2.2659,-0.0923,-0.7851,-0.159,0.3217,0.115,-0.1214,-19.0,17.5,11.25,57.54,27.37,-75.93,79422,2015-10-08 15:06:27:928
8.0445,-5.4396,3.0837,8.2248,-4.6264,2.6682,-0.2163,-0.8991,0.3907,0.1513,0.3878,0.3324,-20.25,15.75,9.25,65.71,27.63,-73.02,79522,2015-10-08 15:06:28:028
8.0445,-5.1523,3.3327,8.0358,-4.8114,2.9064,-0.0176,-0.3741,0.4444,-0.865,0.6306,0.0447,-20.0,17.0,7.25,64.98,28.48,-71.3,79621,2015-10-08 15:06:28:127
8.3318,-4.8267,2.6432,7.8271,-5.1095,2.9664,0.7325,0.5394,-0.5711,-1.0525,0.6732,0.1641,-20.0,18.5,7.25,60.33,31.4,-69.24,79721,2015-10-08 15:06:28:227
8.1594,-3.9648,2.0686,7.6652,-5.4253,2.825,0.454,1.4992,-0.7284,-1.3294,0.5944,-0.0213,-20.25,16.75,6.75,69.21,33.59,-69.77,79821,2015-10-08 15:06:28:327
10.477,-4.2713,3.5051,7.8398,-5.3949,2.367,2.6372,1.1236,1.1381,-1.8408,-0.1513,-0.3196,-22.25,13.75,8.5,84.14,33.38,-73.2,79921,2015-10-08 15:06:28:427
6.3973,-6.608,1.3982,7.6626,-6.0593,0.8604,-1.2653,-0.5487,0.5378,-0.522,-1.0482,0.4091,-28.0,15.25,12.0,103.45,37.54,-81.25,80021,2015-10-08 15:06:28:527
9.4619,-6.5314,0.1149,7.9414,-5.7524,0.1228,1.5205,-0.779,-0.0078,-1.1974,-0.1491,-0.7073,-23.25,15.5,16.75,91.25,35.91,-89.11,80122,2015-10-08 15:06:28:628
6.0525,-4.7692,-0.3448,8.2297,-5.2438,-0.9724,-2.1771,0.4745,0.6277,-0.7329,-0.995,-0.5007,-22.25,13.25,21.25,96.29,32.32,-96.74,80222,2015-10-08 15:06:28:728
7.6998,-5.3056,-0.8236,8.2488,-5.1453,-1.2857,-0.5491,-0.1602,0.4621,0.9438,-0.3174,-0.0937,-21.75,8.25,26.25,106.71,31.65,-98.86,80322,2015-10-08 15:06:28:828
8.4659,-4.6735,-1.6089,8.2468,-5.2006,-1.0556,0.3419,0.5162,-0.55,1.3188,-0.3089,-0.4368,-21.5,8.5,27.5,101.92,32.03,-97.29,80421,2015-10-08 15:06:28:927
7.7572,-5.8227,-0.5555,8.4242,-4.998,-0.4723,-0.667,-0.8247,-0.0831,1.2741,-0.2557,-0.1044,-20.75,11.5,26.0,93.15,30.64,-94.29,80521,2015-10-08 15:06:29:027
7.4316,-6.0908,-0.9768,8.2783,-5.2568,-0.0807,-0.8467,-0.834,-0.8962,0.882,-0.0895,0.1747,-20.0,14.5,24.0,85.41,31.86,-91.35,80621,2015-10-08 15:06:29:127
7.604,-5.5929,-0.9002,8.1915,-5.3917,0.0193,-1.1429,-0.4119,-0.6513,0.3409,-0.0554,0.1364,-18.75,17.75,22.5,78.67,33.35,-89.87,80722,2015-10-08 15:06:29:228
6.3207,-6.9528,-0.8045,8.1515,-5.3618,0.9873,-0.7774,-0.1736,-3.0942,-0.5539,-0.0298,0.4346,-17.75,19.25,21.0,72.82,32.2,-87.25,80821,2015-10-08 15:06:29:327
5.1715,-6.3973,3.6009,8.0238,-5.5808,0.8022,-2.7374,-0.3568,2.3964,-0.8437,0.2301,-0.0575,-18.25,17.75,18.25,73.24,34.06,-83.85,80922,2015-10-08 15:06:29:428
7.6614,-7.0294,1.9537,8.0903,-5.4285,1.1173,-0.4289,-1.6009,0.8364,-0.9481,1.0589,-0.228,-16.75,18.5,17.5,70.49,34.88,-84.22,81022,2015-10-08 15:06:29:528
7.4124,-5.5545,2.241,8.0328,-5.4868,1.2405,-0.6204,-0.0677,1.0005,-1.5191,1.0866,-0.3196,-18.0,17.25,17.0,70.46,33.54,-81.28,81122,2015-10-08 15:06:29:628
8.2361,-6.2249,2.9113,7.976,-5.5318,1.3976,0.1904,-0.8001,1.6017,-1.6107,1.1803,-0.2301,-21.75,12.5,17.0,89.54,34.34,-80.06,81221,2015-10-08 15:06:29:727
8.0254,-6.4931,2.8347,7.8314,-5.7018,1.5259,0.4313,-0.6693,1.4691,-1.9452,1.289,-0.1108,-24.25,6.75,15.0,108.16,35.55,-78.97,81321,2015-10-08 15:06:29:827
8.7149,-4.5969,1.9345,7.8282,-5.6826,1.6117,0.5601,1.2658,0.4392,-2.4032,1.2336,-0.4218,-26.5,3.75,13.0,112.87,35.8,-78.67,81422,2015-10-08 15:06:29:928
8.0828,-3.4093,1.6089,7.9605,-5.5826,1.2787,0.084,2.0775,0.2536,-2.1497,1.0525,-0.2152,-30.25,-3.5,9.0,143.61,34.7,-80.87,81522,2015-10-08 15:06:30:028
8.7915,-3.7924,0.996,8.0083,-5.5767,0.9686,0.5342,1.9183,0.104,-1.2719,0.6328,0.032,-34.5,-5.25,5.75,152.72,34.62,-82.44,81621,2015-10-08 15:06:30:127
8.6383,-4.0989,0.5555,7.9714,-5.6534,0.816,1.4521,1.2097,-0.6436,-0.5305,0.3856,0.2578,-36.0,-6.25,4.0,162.8,34.73,-83.96,81721,2015-10-08 15:06:30:227
9.8258,-4.4436,1.9154,7.8517,-5.8128,0.856,1.6676,0.1625,1.27,-0.4346,0.2024,0.3537,-37.0,-6.0,1.75,165.31,35.2,-84.16,81821,2015-10-08 15:06:30:327
7.2209,-5.9185,0.8811,7.6283,-6.0744,1.0398,-0.369,0.3858,0.0903,0.8522,-0.7904,0.5305,-36.5,-4.5,0.25,169.57,37.58,-82.67,81921,2015-10-08 15:06:30:427
8.734,-7.9104,0.3448,7.5057,-6.3107,0.0972,1.6965,-1.6849,-0.0837,-1.6852,-0.1981,-0.4431,-35.0,-2.0,1.5,166.42,39.73,-83.89,82021,2015-10-08 15:06:30:527
6.6272,-5.7078,0.0192,7.8863,-5.7366,-1.0334,-0.594,-0.4965,1.1999,-1.2378,-0.7713,-0.7286,-31.0,0.0,3.75,170.87,38.87,-91.59,82121,2015-10-08 15:06:30:627
6.7995,-5.3439,-0.9194,8.0116,-5.3467,-1.8433,-1.0986,-0.1525,1.0234,-0.7457,0.0511,-0.2812,-30.25,-5.75,7.5,175.66,33.74,-101.82,82221,2015-10-08 15:06:30:727
7.2401,-4.5394,-1.5897,8.105,-5.1011,-2.1113,-1.0182,1.0214,0.2151,0.0107,-0.1321,-0.017,-30.5,-8.75,10.75,172.09,31.99,-104.03,82321,2015-10-08 15:06:30:827
8.1786,-3.7541,-2.5091,8.2421,-4.9338,-1.9739,0.1663,1.0456,-0.6885,0.5135,0.2471,-0.0511,-30.5,-11.5,12.0,170.95,31.01,-104.45,82421,2015-10-08 15:06:30:927
9.0405,-4.4436,-3.3327,8.3794,-4.7215,-1.9142,0.7952,1.0631,-1.9932,0.522,0.0064,-0.392,-32.5,-8.5,11.75,169.28,29.6,-103.01,82521,2015-10-08 15:06:31:027
11.224,-7.4124,-0.8428,8.258,-5.1507,-1.2027,1.0315,-1.2466,0.5706,1.9367,-0.2471,0.1449,-33.0,-8.5,11.0,170.19,28.85,-101.68,82621,2015-10-08 15:06:31:127
6.2249,-5.0182,4.1755,8.1158,-5.4814,-0.5094,-2.3151,0.2454,4.6958,0.8586,0.0298,0.2258,-31.25,-8.75,11.5,166.56,31.68,-98.29,82722,2015-10-08 15:06:31:228
8.2935,-5.4588,1.9537,8.1131,-5.497,0.3607,0.9465,0.383,1.2866,0.2514,0.5156,-0.1939,-29.0,-9.5,10.25,159.69,33.98,-93.59,82822,2015-10-08 15:06:31:328
7.7955,-5.1906,1.7813,8.1049,-5.447,0.9005,-0.4434,0.333,1.0915,0.1001,0.3728,0.0618,-28.25,-8.5,7.0,156.24,33.76,-84.63,82922,2015-10-08 15:06:31:428
8.2744,-5.1332,1.1109,7.9615,-5.5744,1.3076,0.3128,0.4413,-0.1967,-0.1641,0.4155,0.1513,-29.0,-7.75,4.0,159.76,34.31,-81.44,83022,2015-10-08 15:06:31:528
8.0828,-5.861,1.2641,7.8704,-5.6528,1.5075,0.3273,-0.2848,-0.3775,0.2237,0.2301,0.3025,-29.5,-7.75,1.75,161.25,34.64,-80.67,83122,2015-10-08 15:06:31:628
8.6574,-4.7309,1.7047,7.7524,-5.7886,1.601,1.0468,1.0879,0.1688,-0.7691,0.2067,-0.1236,-29.75,-6.25,1.0,162.02,36.05,-78.15,83222,2015-10-08 15:06:31:728
8.1977,-4.4436,2.1835,7.8489,-5.7832,1.0586,0.3489,1.3395,1.1249,-0.9992,-0.1406,0.2216,-31.25,-5.5,-0.25,165.3,35.99,-79.3,83321,2015-10-08 15:06:31:827
10.1323,-6.5505,3.0071,7.8438,-5.832,0.7959,2.2885,-0.7186,2.2113,-0.4133,-0.2706,-0.0192,-33.75,-6.0,0.5,169.7,36.14,-82.32,83421,2015-10-08 15:06:31:927
5.4013,-6.5888,-0.4405,7.2681,-6.5837,0.0103,-2.269,-0.6755,-0.719,-0.1193,-0.3643,1.2762,-36.0,-4.0,1.75,171.32,37.93,-87.06,83521,2015-10-08 15:06:32:027
8.734,-6.5122,-1.6089,7.1309,-6.715,-0.4787,1.4718,0.8402,-0.0757,-0.0043,-0.9907,-0.767,-34.25,-2.5,4.25,174.76,43.92,-92.85,83622,2015-10-08 15:06:32:128
5.7269,-5.5162,-1.2833,7.507,-6.1974,-1.1865,-1.454,1.241,0.3215,0.4751,-1.0631,-0.5369,-33.25,0.5,8.25,170.53,39.95,-97.73,83722,2015-10-08 15:06:32:228
8.2935,-5.7652,-0.4405,7.6683,-6.0169,-1.0786,0.4581,0.4332,0.901,1.7769,-1.2378,-0.473,-32.75,-0.75,12.5,160.92,38.27,-98.98,83822,2015-10-08 15:06:32:328
7.2975,-7.6998,-0.498,7.7119,-5.9932,-0.8824,-0.3134,-1.5637,0.3125,2.0645,-1.4743,-0.2557,-30.75,0.75,16.5,155.5,37.85,-98.01,83922,2015-10-08 15:06:32:428
7.1635,-7.0868,-0.2107,7.7076,-6.0069,-0.825,-0.5485,-1.086,0.6173,1.8365,-1.5595,-0.3878,-25.75,0.0,20.75,133.53,37.77,-96.11,84021,2015-10-08 15:06:32:527
6.6272,-6.608,-0.6129,7.7152,-5.9999,-0.8046,-1.0497,-0.4932,0.2108,1.5979,-1.1697,-0.2855,-21.5,3.25,24.75,125.61,37.78,-96.13,84121,2015-10-08 15:06:32:627
6.7421,-6.1866,-0.9194,7.7797,-5.9114,-0.8375,-1.0234,-0.29,-0.3926,0.8416,-0.7308,-0.4261,-18.5,5.25,26.5,109.04,37.27,-96.11,84221,2015-10-08 15:06:32:727
