ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-5.2289,3.3519,7.1443,-4.7049,2.3435,8.279,-0.524,1.0084,-1.1347,-0.5369,-0.2706,-0.2642,24.25,8.25,-36.5,358.19,-16.17,32.86,129,2015-10-08 15:05:08:635
-5.2289,3.3519,7.1443,-4.7049,2.3435,8.279,-0.524,1.0084,-1.1347,-0.5369,-0.2706,-0.2642,24.25,8.25,-36.5,358.19,-16.17,32.86,221,2015-10-08 15:05:08:727
-5.2289,3.3519,7.1443,-4.7049,2.3435,8.279,-0.524,1.0084,-1.1347,-0.5369,-0.2706,-0.2642,24.25,8.25,-36.5,358.19,-16.17,32.86,322,2015-10-08 15:05:08:828
-2.2601,0.7661,9.7109,-2.8861,-0.0782,9.372,0.626,0.8443,0.3389,0.6072,-1.3167,-1.078,15.75,22.25,-37.0,10.3,-12.89,29.79,421,2015-10-08 15:05:08:927
-2.4517,1.0726,9.3087,-2.5164,0.0664,9.4781,0.0647,1.0062,-0.1694,0.9886,-1.3273,-0.637,12.5,22.0,-39.0,353.45,-0.39,14.87,521,2015-10-08 15:05:09:027
-2.7773,0.9194,9.1363,-0.9729,0.4879,9.7461,-1.8044,0.4315,-0.6098,-0.3899,-1.0887,-0.4645,3.5,22.5,-41.75,359.41,-3.47,7.79,621,2015-10-08 15:05:09:127
-0.6704,-0.1532,10.7069,-0.5007,0.1187,9.7931,-0.1696,-0.272,0.9137,0.2578,-0.1747,-0.2961,-1.5,23.5,-41.25,7.2,-0.69,2.93,722,2015-10-08 15:05:09:228
-0.0958,0.1915,9.4044,-0.5972,0.7029,9.7632,0.5014,-0.5113,-0.3588,0.6349,0.3345,-0.3558,-2.75,21.5,-41.5,12.47,-4.11,3.5,821,2015-10-08 15:05:09:327
-0.1341,0.1724,9.3278,-0.7584,0.8776,9.7378,0.6243,-0.7052,-0.41,0.2748,0.3537,-0.4261,-1.5,21.5,-42.5,8.86,-4.78,4.05,922,2015-10-08 15:05:09:428
-0.7278,1.2067,7.8913,-0.9179,1.0858,9.703,0.19,0.1208,-1.8117,-0.0447,-0.2322,0.2621,-1.5,20.0,-43.25,11.59,-6.36,5.4,1021,2015-10-08 15:05:09:527
-0.8236,0.6321,9.596,-0.4528,0.7729,9.7657,-0.3708,-0.1408,-0.1697,-0.4538,-0.4048,0.4453,-2.25,20.0,-43.0,10.91,-6.17,4.71,1121,2015-10-08 15:05:09:627
-0.4597,0.4214,9.6151,-0.5245,0.2468,9.7895,0.0648,0.1745,-0.1744,-0.8543,0.5241,0.8735,-3.25,22.75,-42.5,13.45,-3.71,2.24,1221,2015-10-08 15:05:09:727
0.0,0.3256,10.343,-0.6252,0.1067,9.7861,0.6252,0.219,0.5568,0.3814,-0.1065,0.9566,-1.0,25.25,-40.5,7.94,-0.62,3.66,1321,2015-10-08 15:05:09:827
-0.249,1.4365,10.0365,-0.5659,0.4995,9.7776,-0.0279,0.554,0.3164,0.0852,0.0511,1.3252,-0.5,25.5,-41.75,5.25,-2.47,3.48,1421,2015-10-08 15:05:09:927
0.6321,-0.6704,12.4307,-0.1687,0.4109,9.7966,0.207,-1.1196,3.0746,0.3771,-0.833,1.453,1.75,22.25,-42.0,0.1,-3.12,2.78,1521,2015-10-08 15:05:10:027
0.7661,0.8045,7.3167,0.1321,1.041,9.7504,0.5218,-0.1455,-2.4824,0.8224,0.3643,0.9545,3.75,23.5,-41.75,354.47,-2.4,0.99,1621,2015-10-08 15:05:10:127
0.3639,1.0534,8.6,0.1327,1.4086,9.7041,0.1316,-0.3467,-0.7273,-0.2471,-0.081,0.1662,4.25,23.75,-42.5,351.43,-8.22,-0.66,1721,2015-10-08 15:05:10:227
-0.3448,0.747,11.0516,0.156,1.0779,9.746,-0.4765,-0.3434,1.6075,-0.4325,-0.0724,-0.0362,7.25,18.75,-42.75,342.21,-7.12,-1.01,1821,2015-10-08 15:05:10:327
-0.1532,1.2258,7.8338,0.4004,1.0905,9.7376,-0.5537,0.1353,-1.9038,0.6008,-1.1036,-0.1321,7.25,19.0,-43.25,342.1,-4.94,-0.41,1921,2015-10-08 15:05:10:427
-0.1532,1.2258,7.8338,0.4004,1.0905,9.7376,-0.5537,0.1353,-1.9038,0.4155,-1.8642,-0.6242,7.25,19.25,-43.0,342.1,-4.94,-0.41,2021,2015-10-08 15:05:10:527
0.4597,0.7661,9.6917,1.6979,0.7752,9.6274,-1.2382,-0.009,0.0643,-0.1768,-0.8629,-0.3473,5.25,19.25,-43.25,334.06,-7.13,-5.03,2122,2015-10-08 15:05:10:628
2.7964,1.6472,10.2855,2.1631,0.6835,9.5407,0.6334,0.9637,0.7448,-0.1342,0.2557,-0.245,2.25,21.0,-43.25,338.74,-4.53,-10.0,2226,2015-10-08 15:05:10:732
9.8258,9.3853,9.9982,2.1267,0.8689,9.5337,7.6991,8.5163,0.4644,-0.8096,-0.5326,-0.5135,-2.25,22.0,-42.25,344.19,-3.92,-12.33,2321,2015-10-08 15:05:10:827
-0.9577,-0.8045,9.6343,2.6352,0.5919,9.4274,-1.5434,-1.6262,2.8118,0.0128,0.1342,-1.8323,-3.0,23.25,-42.0,342.37,-3.65,-15.22,2421,2015-10-08 15:05:10:927
0.5363,-1.1875,8.351,2.1285,1.5952,9.439,-2.1643,-2.6786,-1.4006,0.9843,-1.0077,-0.4985,-5.0,25.0,-40.5,353.06,-7.2,-12.29,2521,2015-10-08 15:05:11:027
-0.6512,-1.1301,7.1826,2.0322,2.0834,9.3648,-2.7811,-3.2079,-2.1617,0.3515,1.0397,0.0107,-6.5,25.5,-41.25,351.97,-11.14,-14.87,2621,2015-10-08 15:05:11:127
-0.2107,-0.5171,8.6574,1.7293,1.5997,9.5195,-1.9157,-2.2014,-0.8519,-0.4261,-0.0511,1.7129,-9.0,20.75,-42.25,2.79,-10.78,-10.23,2721,2015-10-08 15:05:11:227
4.7118,1.4748,10.8601,2.2322,1.1802,9.476,2.4796,0.2946,1.3841,0.6924,-0.2898,2.4096,-8.5,19.0,-42.75,358.13,-7.38,-11.58,2821,2015-10-08 15:05:11:327
4.0606,3.237,8.7149,2.637,1.5527,9.317,1.4236,1.6842,-0.6021,0.8437,0.1641,0.7606,-5.5,21.5,-42.5,348.7,-7.54,-14.99,2921,2015-10-08 15:05:11:427
1.1301,0.5171,10.4004,2.3024,1.7567,9.3693,-1.1723,-1.2395,1.0311,0.4581,0.4112,1.3827,-3.25,20.75,-43.5,344.05,-10.46,-14.82,3021,2015-10-08 15:05:11:527
2.3559,-0.4405,15.591,2.3116,1.3514,9.434,0.0443,-1.7919,6.157,0.4602,0.1747,0.326,0.0,19.25,-44.5,336.98,-9.5,-14.41,3121,2015-10-08 15:05:11:627
-1.9537,-1.4174,6.1292,2.0638,1.9294,9.3909,-4.0174,-3.3467,-3.2617,0.8863,1.1313,1.4211,2.75,16.75,-44.25,331.36,-10.33,-13.58,3222,2015-10-08 15:05:11:728
2.7007,3.3902,9.7875,1.8384,1.9222,9.439,0.8622,1.4679,0.3485,-1.2485,0.6903,1.7193,6.0,14.25,-44.25,326.94,-11.3,-11.02,3322,2015-10-08 15:05:11:828
2.1644,1.1684,7.4508,2.1483,2.193,9.3138,0.0161,-1.0246,-1.863,0.6285,-0.1875,-0.0618,8.5,10.75,-43.75,315.96,-10.69,-11.85,3421,2015-10-08 15:05:11:927
2.49,1.3599,7.7572,2.4953,2.2987,9.2011,-0.3844,-0.9552,-1.6011,0.1257,-1.2272,-1.0354,11.5,9.0,-44.5,309.42,-13.58,-13.66,3521,2015-10-08 15:05:12:027
2.7964,-0.2107,2.0494,4.4462,2.3171,8.4281,-1.7368,-2.06,-5.481,-0.784,-2.6887,-0.3217,10.0,6.5,-46.75,303.57,-14.43,-17.57,3621,2015-10-08 15:05:12:127
5.2289,-4.5203,0.8619,7.0934,0.834,6.7201,-1.986,-5.1449,-6.0285,-2.6802,-3.7668,0.7968,3.5,8.25,-47.25,291.74,-9.33,-40.13,3721,2015-10-08 15:05:12:227
10.1897,-14.844,1.8387,8.8036,-3.0808,3.0292,3.6469,-13.4533,0.3162,-5.2795,-4.8342,2.7377,-7.0,14.0,-45.25,285.49,1.29,-53.82,3821,2015-10-08 15:05:12:327
19.9581,-17.6022,11.7603,5.6491,-7.6549,-2.3792,12.8612,-18.2308,10.944,-6.611,-3.5793,6.0337,-19.75,25.5,-35.25,284.38,44.0,-101.2,3921,2015-10-08 15:05:12:427
4.3287,-3.8116,-0.6512,5.421,-8.1598,0.4469,-1.1364,4.265,-1.6868,4.0544,0.7009,-0.571,-23.25,41.5,-7.75,292.46,57.28,-103.0,4021,2015-10-08 15:05:12:527
8.1211,-6.359,-0.6129,5.11,-8.3466,0.6267,3.126,2.16,-1.3546,0.0213,-3.0126,0.8756,-12.0,50.75,4.5,21.32,57.08,-78.5,4121,2015-10-08 15:05:12:627
8.5042,-6.11,0.2873,4.9802,-8.34,-1.3461,3.1026,1.2149,3.1466,-4.6105,3.6986,0.0831,-9.0,52.75,-3.0,348.0,60.05,-96.8,4221,2015-10-08 15:05:12:727
8.351,-6.7612,2.2984,6.0428,-7.6854,-0.7677,2.4422,1.3264,3.1044,-1.6746,5.1814,-0.8416,-7.25,53.5,-0.75,354.55,53.45,-103.12,4321,2015-10-08 15:05:12:827
9.1554,-3.869,-2.5857,6.6225,-7.2266,0.298,2.0158,3.2427,-1.8111,1.8685,-0.2684,-0.1342,-9.5,49.75,12.0,24.2,47.47,-87.42,4421,2015-10-08 15:05:12:927
8.2744,-4.5011,-3.5434,7.0944,-6.7206,0.8206,1.5699,2.4965,-5.7807,1.338,-2.2946,0.1427,-18.5,44.25,15.0,39.94,43.95,-81.85,4521,2015-10-08 15:05:13:027
8.351,-5.2289,0.9194,7.198,-6.6557,0.2457,1.5028,0.7808,1.0795,1.4552,-1.9899,-0.1683,-20.25,44.25,10.0,29.36,42.74,-88.05,4621,2015-10-08 15:05:13:127
10.8218,-6.7421,0.3831,7.2965,-6.5509,-0.1283,3.2763,0.5558,0.1091,3.068,-3.1702,-0.0682,-19.5,45.5,7.25,17.25,41.91,-91.01,4721,2015-10-08 15:05:13:227
8.6383,-7.6806,-0.3256,8.1878,-5.3959,-0.122,0.4505,-2.2847,-0.2037,0.8181,-0.2429,-1.7257,-18.5,48.0,3.25,15.24,40.86,-91.59,4821,2015-10-08 15:05:13:327
8.1786,-6.9911,0.1724,8.6534,-4.6033,-0.3123,-0.6466,-1.9835,0.6419,0.2429,-0.8224,-1.1654,-21.25,47.5,-1.25,357.44,29.53,-91.1,4921,2015-10-08 15:05:13:427
7.7189,-6.9719,0.7661,9.0354,-3.804,-0.2473,-1.5538,-3.3126,1.0383,-0.6242,0.7755,-1.5105,-27.5,43.0,-3.0,352.7,22.82,-91.57,5022,2015-10-08 15:05:13:528
6.1483,-6.5697,0.4597,9.3211,-3.0129,0.4581,-3.5047,-3.4723,-0.4342,-0.0085,0.8309,-0.9246,-32.75,39.25,-2.75,353.57,20.95,-90.2,5122,2015-10-08 15:05:13:628
5.3822,-5.4205,-1.8196,9.2258,-3.1009,1.1997,-3.9904,-2.5319,-2.6616,-0.1427,0.5412,0.2898,-38.0,34.75,-3.75,1.35,17.31,-83.21,5221,2015-10-08 15:05:13:727
6.7421,-6.9911,-1.9537,8.5827,-4.6639,0.8697,-2.4108,-2.3005,-3.2531,-2.1391,0.588,1.7769,-40.5,31.0,-6.25,355.47,23.21,-82.88,5321,2015-10-08 15:05:13:827
10.4387,-10.6877,0.9577,6.831,-7.0126,-0.5751,3.3422,-3.9306,1.347,-3.134,-0.0128,3.9138,-39.25,34.25,-6.5,284.79,39.33,-89.95,5421,2015-10-08 15:05:13:927
13.4841,-5.363,1.8962,4.8074,-8.3695,-1.7352,8.3703,3.4661,3.4974,-0.5774,-0.2578,1.7193,-31.75,41.0,0.25,256.08,55.54,-105.93,5521,2015-10-08 15:05:14:027
8.7915,-5.3439,-1.5897,5.0523,-8.2632,-1.5375,3.5476,3.2833,0.3117,-0.4325,0.5028,-0.4282,-18.0,48.5,9.5,24.37,58.35,-108.28,5621,2015-10-08 15:05:14:127
7.7381,-5.1332,-0.7278,5.7935,-7.7072,-1.7905,1.8133,2.4702,1.0766,-1.9004,1.8876,-0.8416,-11.75,48.0,12.5,26.7,51.81,-107.17,5721,2015-10-08 15:05:14:227
6.8953,-5.5737,-0.6512,6.8777,-6.8263,-1.5065,-0.1026,1.294,0.3779,-0.3174,1.2123,-0.9438,-13.5,47.5,15.0,26.91,44.11,-102.35,5821,2015-10-08 15:05:14:327
7.7572,-5.0566,-3.8307,7.4033,-6.3765,-0.8378,0.3539,1.3199,-2.9929,1.0099,0.066,-0.2727,-19.5,44.5,17.5,33.15,42.27,-99.77,5921,2015-10-08 15:05:14:427
6.7421,-4.616,-3.2178,7.3879,-6.4182,-0.6289,-0.7225,1.7639,-2.2249,0.6583,-0.2834,0.6051,-24.0,43.0,16.5,41.71,40.05,-95.59,6022,2015-10-08 15:05:14:528
7.7189,-5.1332,-1.4365,6.8657,-6.9774,-0.5902,0.5405,1.8373,-0.9685,0.995,-1.1441,1.2613,-25.75,43.5,13.5,45.21,45.36,-94.91,6122,2015-10-08 15:05:14:628
12.7563,-5.7844,-0.6512,6.1268,-7.6353,-0.5788,6.6295,1.8509,-0.0724,2.3308,-3.0786,1.2762,-24.5,43.75,11.25,46.66,51.13,-95.4,6221,2015-10-08 15:05:14:727
8.4276,-7.4316,0.9002,7.6811,-6.0588,-0.6798,0.7465,-1.3728,1.58,-0.2194,1.3167,-2.9188,-18.0,47.5,7.75,13.68,38.16,-95.06,6321,2015-10-08 15:05:14:827
8.4851,-8.1786,-0.3065,8.6839,-4.5273,-0.5133,-0.095,-3.6054,0.312,1.078,-1.7279,-1.6256,-20.0,47.5,6.75,9.93,27.49,-93.38,6421,2015-10-08 15:05:14:927
9.0597,-7.0485,-0.8811,9.0346,-3.6217,-1.1954,-0.4074,-3.783,0.4727,-0.7073,0.3878,-1.6405,-28.0,42.5,4.75,2.49,21.67,-97.54,6522,2015-10-08 15:05:15:028
6.9911,-6.9719,0.5746,9.5257,-2.2689,-0.533,-2.7453,-4.703,1.0884,-1.078,1.0994,-1.8323,-31.25,40.0,4.75,3.2,18.43,-96.3,6621,2015-10-08 15:05:15:127
4.1946,-6.1483,0.3639,9.6953,-1.4719,0.0726,-5.5007,-4.6764,0.2913,-0.6541,0.6392,-0.1044,-38.5,31.0,5.5,6.69,13.38,-93.2,6721,2015-10-08 15:05:15:227
4.1372,-5.8419,-0.9577,9.3766,-2.844,0.4019,-4.5239,-3.229,-1.5684,-0.9886,-0.0107,2.3691,-44.25,22.5,3.25,27.69,16.86,-87.55,6821,2015-10-08 15:05:15:327
9.3087,-10.3046,-1.5897,7.849,-5.8656,-0.3982,0.6066,-4.2782,-1.4127,-2.4565,0.1172,4.5338,-44.0,24.25,3.25,27.69,16.86,-87.55,6921,2015-10-08 15:05:15:427
16.2423,-9.8258,1.6089,4.6558,-8.3681,-2.1137,11.5865,-1.4577,3.7226,-3.085,0.1598,4.8448,-35.75,33.75,7.25,115.68,36.74,-92.9,7022,2015-10-08 15:05:15:528
7.6231,-5.8419,3.1603,4.5397,-8.2806,-2.6444,3.7936,0.9949,5.7789,-1.5532,2.073,1.1675,-15.25,41.75,21.75,79.11,57.61,-120.22,7121,2015-10-08 15:05:15:627
7.4124,-2.8156,-0.5938,3.8152,-8.7107,-2.3957,3.5973,5.8951,1.8019,0.6562,-0.9673,0.7776,-13.0,40.5,25.5,89.61,58.98,-121.0,7221,2015-10-08 15:05:15:727
12.0859,-5.2289,-1.1684,4.2303,-8.398,-2.7834,7.8556,3.1691,1.6151,-1.5766,1.5723,-0.4304,-8.0,41.25,28.25,97.35,62.65,-122.13,7321,2015-10-08 15:05:15:827
9.0405,-7.5848,-0.3065,6.902,-6.7682,-1.6507,2.1385,-0.8166,1.3443,0.3153,2.6035,-3.0339,-7.5,40.0,29.75,62.36,48.87,-110.65,7421,2015-10-08 15:05:15:927
8.1211,-6.9336,-5.1332,8.6974,-4.5132,-0.3958,-0.5763,-2.4204,-4.7374,2.1604,-0.0874,-1.9942,-20.75,33.75,29.5,62.2,34.32,-95.4,7521,2015-10-08 15:05:16:027
6.4165,-6.0908,-5.3439,9.172,-3.4307,-0.5249,-3.0636,-2.6133,-4.7091,1.8344,-1.0141,-1.2634,-30.5,31.25,24.5,55.45,22.98,-91.96,7621,2015-10-08 15:05:16:127
4.367,-4.5586,-3.371,9.0828,-3.5118,-1.1581,-4.7158,-1.0468,-2.213,0.3622,-0.5923,1.0099,-35.25,28.25,20.0,50.11,19.44,-94.74,7721,2015-10-08 15:05:16:227
6.8187,-5.8035,-2.241,8.3077,-4.9859,-1.5144,-1.489,-0.8177,-0.7266,0.7713,-0.9886,2.5098,-34.0,28.0,19.25,56.6,26.43,-99.2,7822,2015-10-08 15:05:16:328
13.0053,-8.351,-2.0494,6.1008,-7.4211,-1.9694,6.9045,-0.9299,-0.08,-0.0043,-0.8416,2.8528,-28.75,33.75,19.0,67.04,40.14,-103.57,7921,2015-10-08 15:05:16:427
12.0285,-3.1603,0.996,5.3777,-7.8368,-2.4157,6.0953,4.4657,4.1587,-0.3537,-0.7009,-0.9417,-18.0,40.25,18.5,73.65,49.18,-107.89,8021,2015-10-08 15:05:16:527
8.7724,-7.853,1.245,6.597,-6.9354,-2.133,1.9647,-0.1514,4.4889,1.8663,-0.9012,-2.0517,-9.25,42.5,20.0,46.55,51.05,-113.67,8121,2015-10-08 15:05:16:627
10.3621,-8.3893,0.1724,7.7996,-5.6868,-1.7309,3.003,-2.7599,1.865,1.1633,-1.5915,-1.9601,-9.5,44.75,18.25,30.14,39.14,-102.58,8221,2015-10-08 15:05:16:727
9.0405,-8.8107,0.5555,9.183,-3.3187,-0.9104,-0.3149,-5.4728,1.485,-0.2109,1.2719,-2.7164,-15.0,45.5,14.0,18.62,27.89,-100.72,8321,2015-10-08 15:05:16:827
7.2401,-7.9487,0.1149,9.672,-1.6187,0.0518,-2.5468,-6.2342,-0.0326,0.4304,0.8117,-2.3138,-25.0,42.5,12.0,17.38,12.33,-91.23,8421,2015-10-08 15:05:16:927
5.4205,-5.9376,-1.7047,9.7778,-0.3863,0.6455,-4.6455,-5.3379,-2.5774,0.7457,0.5071,-1.3465,-35.25,33.5,7.75,16.86,9.5,-89.69,8522,2015-10-08 15:05:17:028
5.5162,-6.7229,-4.9416,9.7864,-0.4307,0.4603,-4.5546,-5.6569,-5.0632,-0.0277,-0.3707,0.7542,-42.0,28.5,4.0,16.73,2.26,-86.22,8621,2015-10-08 15:05:17:127
7.0485,-8.0637,-1.992,9.073,-3.7197,-0.1216,-2.4231,-5.2622,-1.9981,-2.3521,0.7244,3.673,-42.25,26.25,3.25,9.6,9.31,-89.74,8721,2015-10-08 15:05:17:227
12.3349,-9.6151,1.8579,6.9721,-6.8104,-1.0858,6.743,-2.0725,3.4492,-2.1263,-1.1675,4.374,-37.5,32.75,6.25,37.84,36.99,-94.6,8821,2015-10-08 15:05:17:327
12.8521,-6.2632,0.9577,5.5288,-7.7027,-2.5042,6.2348,1.3056,3.4975,-1.9281,1.534,0.2088,-23.5,41.5,13.75,45.9,52.42,-111.15,8922,2015-10-08 15:05:17:428
8.1786,-5.4205,0.9577,6.1464,-7.2917,-2.2856,1.5219,2.1426,2.8949,-0.9374,1.0759,-0.1726,-11.25,44.5,22.25,46.02,48.92,-112.37,9021,2015-10-08 15:05:17:527
7.355,-5.2481,-0.5555,6.7678,-6.781,-2.0943,0.5076,1.7447,1.6813,-0.5582,1.0994,-0.2493,-12.25,39.75,26.0,54.89,44.66,-108.39,9121,2015-10-08 15:05:17:627
7.5657,-4.4628,-1.7047,6.9715,-6.7265,-1.5238,0.9491,2.4183,-1.4651,1.8685,-0.6839,0.0192,-16.5,37.75,28.25,61.35,42.82,-103.89,9222,2015-10-08 15:05:17:728
8.1403,-4.3862,-4.1755,6.9058,-6.8854,-1.0354,1.2339,2.4803,-2.2264,1.4061,-1.4445,0.2791,-17.5,39.25,26.0,63.36,43.72,-100.78,9322,2015-10-08 15:05:17:828
9.7492,-6.1483,-2.2218,6.9545,-6.8584,-0.8759,2.7947,0.7101,-1.3459,2.7718,-2.4096,-0.3622,-15.75,44.0,21.75,54.36,45.11,-98.68,9422,2015-10-08 15:05:17:928
10.726,-7.7572,-1.3216,7.3964,-6.376,-0.8998,3.3296,-1.3812,-0.4218,0.9353,-0.8735,-1.3508,-13.75,46.5,15.25,39.44,44.38,-97.18,9522,2015-10-08 15:05:18:028
6.7995,-6.1675,0.9194,8.3762,-5.0628,-0.6147,-1.5766,-1.1046,1.5341,0.7585,0.0447,-1.5446,-16.75,48.0,10.25,19.86,37.27,-96.44,9622,2015-10-08 15:05:18:128
6.2249,-7.5465,1.7238,9.0614,-3.7496,0.0347,-2.8365,-3.7969,1.6891,0.5902,0.2216,-1.1761,-24.25,46.25,7.75,13.33,23.75,-90.77,9722,2015-10-08 15:05:18:228
6.2632,-6.9911,0.9385,9.1389,-3.5465,0.2718,-2.8756,-3.4446,0.6667,0.9332,-0.2578,-0.1427,-31.5,43.25,5.25,13.34,22.48,-89.78,9822,2015-10-08 15:05:18:328
6.8761,-6.3398,0.3256,8.9387,-4.0187,0.3458,-2.1903,-2.3594,0.0083,0.5007,-0.1023,0.4453,-33.5,39.5,3.0,10.86,21.51,-88.06,9921,2015-10-08 15:05:18:427
7.5465,-6.7612,0.2873,8.6032,-4.7022,0.2111,-0.9277,-1.8865,-0.2344,0.8799,-0.8522,0.9396,-34.5,40.25,0.75,8.69,24.19,-87.78,10022,2015-10-08 15:05:18:528
8.4659,-6.2632,-1.0726,8.0769,-5.5618,0.0266,0.389,-0.7014,-1.0992,0.6732,-0.5944,1.3401,-32.25,43.25,0.0,0.35,34.55,-89.81,10136,2015-10-08 15:05:18:642
9.6534,-5.4013,-1.1492,7.2907,-6.5509,-0.318,2.3627,1.1496,-0.8312,-0.2642,-0.1278,0.8714,-26.75,45.25,-0.5,357.78,40.72,-91.35,10221,2015-10-08 15:05:18:727
10.726,-8.1211,-1.6089,7.2995,-6.4932,-0.8523,3.4266,-1.6279,-0.7566,-1.0269,0.1214,0.0043,-22.5,49.0,0.5,356.84,41.91,-92.5,10321,2015-10-08 15:05:18:827
6.608,-5.9185,1.1684,7.538,-6.1689,-1.1376,-0.93,0.2504,2.3059,-2.8443,2.4735,-0.081,-21.75,49.5,4.75,3.85,38.98,-98.58,10421,2015-10-08 15:05:18:927
7.5465,-5.4205,-1.1301,7.7976,-5.9187,-0.5807,-0.7682,0.8047,-0.3004,-0.017,-0.4091,-0.2898,-22.25,48.0,10.75,14.54,38.43,-96.88,10521,2015-10-08 15:05:19:027
7.9104,-6.2824,-2.0877,8.0149,-5.5719,-0.9414,-0.1044,-0.7105,-1.1464,-1.3444,1.2251,-0.2663,-24.75,45.75,13.5,22.57,36.52,-95.46,10621,2015-10-08 15:05:19:127
7.0294,-5.1906,-1.3599,8.1542,-5.376,-0.8822,-1.144,0.1662,-0.5543,0.0362,0.017,-0.0447,-26.25,44.5,15.75,28.46,33.97,-96.2,10721,2015-10-08 15:05:19:227
8.2552,-5.3247,-2.6815,7.862,-5.7719,-1.0219,0.3932,0.4472,-1.6596,0.6285,-0.588,0.6136,-28.0,42.25,16.5,34.75,33.39,-96.26,10821,2015-10-08 15:05:19:327
8.4276,-4.9416,-1.8196,7.5595,-6.1198,-1.2536,0.868,1.1782,-0.566,0.5177,-0.637,0.196,-26.75,42.0,16.25,37.83,38.15,-98.82,10921,2015-10-08 15:05:19:427
7.7572,-4.9416,-0.5363,7.4358,-6.2638,-1.2821,0.3214,1.3222,0.7458,0.98,-0.7457,0.1513,-23.5,44.25,15.25,30.99,39.35,-99.89,11021,2015-10-08 15:05:19:527
9.0022,-5.7461,-1.6281,7.437,-6.2905,-1.1362,1.5652,0.5444,-0.4918,1.3721,-0.8096,-0.3686,-20.75,47.75,13.25,23.51,39.9,-98.69,11121,2015-10-08 15:05:19:627
9.5577,-6.6846,-1.4557,7.6749,-6.0292,-0.9563,1.3487,-0.2206,-0.5126,0.9033,-0.3238,-0.7116,-20.75,49.75,10.25,15.82,37.94,-97.1,11221,2015-10-08 15:05:19:727
4.9608,-6.5505,-0.2682,8.1356,-5.4291,-0.7124,-3.0918,-1.2346,0.564,0.8053,-0.3537,-0.7542,-22.25,48.75,6.75,9.97,34.37,-95.47,11321,2015-10-08 15:05:19:827
6.8187,-8.4659,-0.0383,7.9268,-5.7248,-0.7502,-1.1081,-2.7411,0.7119,0.7734,-0.833,0.4432,-24.0,49.5,3.75,4.03,34.44,-94.89,11421,2015-10-08 15:05:19:927
6.0717,-6.9336,1.743,7.5264,-6.2338,-0.815,-1.3151,-0.93,2.4902,0.1726,-0.1491,0.4069,-24.75,48.75,2.75,0.74,37.52,-96.39,11521,2015-10-08 15:05:20:027
6.9911,-6.4931,1.0918,7.2164,-6.6285,-0.3965,-0.4385,-0.1417,1.854,0.8671,-0.2322,0.5923,-24.5,48.0,2.5,2.02,40.29,-95.37,11621,2015-10-08 15:05:20:127
8.1403,-6.0525,-0.4214,7.0038,-6.8642,0.0022,1.1365,0.8117,-0.4236,0.424,-0.1172,0.115,-21.75,49.0,1.25,2.94,44.42,-89.98,11722,2015-10-08 15:05:20:228
8.4084,-7.2209,0.4405,7.3889,-6.4457,-0.1651,0.7556,-0.7022,0.8335,-1.2975,1.3401,-0.8948,-20.0,51.75,-2.0,354.68,42.63,-90.86,11822,2015-10-08 15:05:20:328
6.857,-6.4548,0.1149,7.8386,-5.88,0.389,-0.7868,-0.5388,0.1164,-0.2152,1.1611,-0.8373,-20.25,50.5,-1.25,359.98,36.84,-87.16,11921,2015-10-08 15:05:20:427
7.1635,-6.4165,-1.5514,8.149,-5.4346,0.4791,-0.9855,-0.9819,-2.0305,-0.0426,-0.1896,-0.6541,-23.5,50.25,-0.75,0.7,33.65,-86.64,12022,2015-10-08 15:05:20:528
7.3167,-7.6998,0.3256,8.237,-5.3214,0.0706,-0.9203,-2.3783,0.2551,-1.1505,0.3473,-0.0341,-27.5,48.5,-0.5,359.15,32.54,-88.72,12121,2015-10-08 15:05:20:627
5.8035,-4.2138,-1.2258,7.8402,-5.8902,0.0872,-2.1271,1.1507,-0.6585,0.3601,-0.4112,0.7776,-30.0,47.5,1.25,1.18,34.6,-89.03,12222,2015-10-08 15:05:20:728
10.9176,-11.1282,0.0958,7.4833,-6.3241,-0.4191,2.4617,-3.3109,-0.2415,-0.8884,-0.5539,0.6093,-28.75,47.25,1.25,5.59,37.87,-90.22,12321,2015-10-08 15:05:20:827
8.1211,-3.8116,0.7661,6.8918,-6.9574,-0.5173,0.1917,3.9358,0.3201,0.7798,0.6029,0.3451,-27.25,49.5,2.75,356.59,44.01,-96.0,12421,2015-10-08 15:05:20:927
5.114,-1.8387,-2.8539,7.1134,-6.7503,0.068,-0.9886,3.6216,-2.6424,0.4836,-0.7521,-0.2898,-22.0,51.75,4.0,14.9,44.42,-89.45,12521,2015-10-08 15:05:21:027
