,id,SENSOR_TYPE,ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,X_AXIS,Y_AXIS,Z_AXIS,LINEAR_ACCELERATION_X,LINEAR_ACCELERATION_Y,LINEAR_ACCELERATION_Z,GYROSCOPE_X,GYROSCOPE_Y,GYROSCOPE_Z,ORIENTATION_Z,ORIENTATION_X,ORIENTATION_Y,Time_since_start,state,timestamp,prediction,experiment_id
47914,48008,Accelerometer,,,,-0.068,-0.975,0.038,,,,,,,,,,0.0,,2016-02-11 10:34:43.723,,53
47915,48009,Accelerometer,,,,-0.072,-0.991,0.049,,,,,,,,,,0.02,,2016-02-11 10:34:43.724,,53
47916,48010,Accelerometer,,,,-0.065,-0.979,0.015,,,,,,,,,,0.04,,2016-02-11 10:34:43.724,,53
47917,48011,Accelerometer,,,,-0.064,-0.978,0.048,,,,,,,,,,0.06,,2016-02-11 10:34:43.725,,53
47918,48012,Accelerometer,,,,-0.056,-0.976,0.041,,,,,,,,,,0.08,,2016-02-11 10:34:43.725,,53
47919,48013,Accelerometer,,,,-0.074,-0.979,0.058,,,,,,,,,,0.1,,2016-02-11 10:34:43.725,,53
47920,48014,Accelerometer,,,,-0.063,-0.976,0.043,,,,,,,,,,0.12,,2016-02-11 10:34:43.725,,53
47921,48015,Accelerometer,,,,-0.062,-0.984,0.048,,,,,,,,,,0.14,,2016-02-11 10:34:43.726,,53
47922,48016,Accelerometer,,,,-0.066,-0.988,0.045,,,,,,,,,,0.16,,2016-02-11 10:34:43.726,,53
47923,48017,Accelerometer,,,,-0.062,-0.984,0.042,,,,,,,,,,0.18,,2016-02-11 10:34:43.726,,53
47924,48018,Accelerometer,,,,-0.062,-0.98,0.045,,,,,,,,,,0.2,,2016-02-11 10:34:43.726,,53
47925,48019,Accelerometer,,,,-0.06,-0.983,0.049,,,,,,,,,,0.22,,2016-02-11 10:34:43.726,,53
47926,48020,Accelerometer,,,,-0.064,-0.982,0.05,,,,,,,,,,0.24,,2016-02-11 10:34:43.727,,53
47927,48021,Accelerometer,,,,-0.066,-0.979,0.045,,,,,,,,,,0.26,,2016-02-11 10:34:43.727,,53
47928,48022,Accelerometer,,,,-0.056,-0.979,0.053,,,,,,,,,,0.28,,2016-02-11 10:34:43.727,,53
