ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,state
1.9345,9.5002,0.4788,-0.0569,9.8036,0.2396,1.7616,-0.4183,-0.2013,-0.0831,0.0256,-0.1129,-3.5,-33.5,19.75,175.9,-88.42,7.02,33805,2015-10-07 16:20:53:341,1
1.4174,8.7724,-0.4405,-0.1076,9.8052,0.1319,1.525,-1.0328,-0.5724,0.2919,-0.1427,-0.2216,-2.75,-32.5,20.75,179.3,-88.47,7.41,33904,2015-10-07 16:20:53:440,1
0.3448,8.2361,0.2873,-0.1025,9.8019,0.2873,0.4473,-1.5659,0,0.0149,-0.3281,-0.0874,-2.5,-33,20.5,212.94,-89.01,39.22,34005,2015-10-07 16:20:53:541,1
-0.2873,8.3893,0.4022,0.1074,9.7985,0.384,-0.3947,-1.4093,0.0183,-0.0618,-0.7649,0.2173,-1,-34.25,20.5,175.69,-87.97,-1.83,34105,2015-10-07 16:20:53:641,1
-2.0111,9.347,-0.0575,0.4636,9.7844,0.4695,-2.4796,-0.2995,-0.3901,-0.6221,-1.093,0.7159,-1.25,-34.25,19,140.5,-87.11,-39.73,34204,2015-10-07 16:20:53:740,1
-1.9537,11.4922,1.5897,0.9084,9.7249,0.8785,-3.0091,1.8867,0.6762,-0.3643,-0.6498,0.4389,-3.5,-34,17.75,132.67,-84.86,-44.95,34305,2015-10-07 16:20:53:841,1
-2.8539,11.1666,2.2601,0.6244,9.7221,1.1232,-3.4783,1.4445,1.137,0.0128,-0.0021,-0.1044,-5.75,-35.75,16,134.87,-82.13,-36.17,34405,2015-10-07 16:20:53:941,1
-3.9456,10.8218,0.4405,-0.1457,9.7737,0.7904,-3.936,0.9507,-0.2158,0.8543,0.8565,-0.6157,-6.25,-35,16.5,146.54,-82.97,-20.68,34505,2015-10-07 16:20:54:041,1
-3.5434,11.5879,1.3599,-0.869,9.768,0.0485,-2.7702,2.2414,1.2539,1.0717,1.6107,-0.5135,-5.25,-36,17.5,196.22,-85.37,34.18,34605,2015-10-07 16:20:54:141,1
-3.6392,10.8409,0.1724,-1.8176,9.5438,-1.3348,-2.4536,0.3011,0.2048,1.5404,0.3792,-1.289,-3.75,-32,20.25,273.36,-80.54,119.84,34704,2015-10-07 16:20:54:240,1
1.3791,8.2169,0.5938,-1.7591,9.4052,-2.149,3.1382,-1.1883,2.7427,0.3302,-0.0362,0.0447,-3.75,-28.5,25.25,275.64,-74.35,129.66,34805,2015-10-07 16:20:54:341,1
5.1332,7.2975,-4.5203,-0.7269,9.3946,-2.7173,5.8601,-2.0971,-1.8029,0.5987,-0.4005,0.686,-4,-25.75,30.25,310.92,-73.81,149.66,34905,2015-10-07 16:20:54:441,1
7.853,5.2098,-0.249,0.2481,9.4513,-2.6043,7.3942,-5.0651,2.1446,0.1257,-1.2932,1.7257,-3,-22.25,33.5,344.35,-73.29,173.53,35005,2015-10-07 16:20:54:541,1
5.0182,7.6806,-0.3639,2.1218,9.2936,-2.3017,2.1495,-1.9194,1.5547,-0.2748,0.5412,-0.0959,-4,-22.5,35,39.92,-70.87,-142.87,35105,2015-10-07 16:20:54:641,1
2.624,7.1251,-3.1412,2.1998,9.2303,-2.4763,0.8648,-1.3965,-0.8756,0.4155,0.1619,0.0788,-7.75,-21.25,35,44.49,-71.61,-136.62,35205,2015-10-07 16:20:54:741,1
3.3327,8.6574,-3.3902,2.2876,9.1338,-2.7405,1.0451,-0.4764,-0.6497,0.098,0.1023,-0.0831,-10.25,-21.75,34.5,32.94,-69.61,-139.48,35305,2015-10-07 16:20:54:841,1
3.0263,8.5808,-4.0414,2.2871,9.0656,-2.9589,1.5113,-0.5007,-0.8147,0.2365,0.0277,-0.1321,-10,-20,35,32.01,-68.4,-140.16,35405,2015-10-07 16:20:54:941,1
3.5051,8.4851,-2.7007,2.1869,9.1698,-2.7024,1.299,-0.589,-0.0557,-0.3111,0.1193,-0.6115,-10.5,-20.75,34.25,30.46,-69.24,-141.02,35505,2015-10-07 16:20:55:041,1
2.8156,8.2169,-1.7238,1.8664,9.4031,-2.0659,0.9492,-1.1862,0.3421,-0.7649,0.2088,-0.6029,-10.5,-20.75,32.75,27.44,-69.85,-141.24,35605,2015-10-07 16:20:55:141,1
2.1835,8.1977,-0.2873,1.2748,9.6464,-1.2219,0.9088,-1.4486,0.9346,-0.4005,0.2663,-0.7989,-9.75,-21.5,31.25,32.33,-79.63,-133.79,35704,2015-10-07 16:20:55:240,1
0.9577,8.2169,0.4405,0.7379,9.7471,-0.7871,0.2198,-1.5302,1.2277,0.0043,-0.0852,-0.5774,-9.25,-23.75,28.5,28.43,-83.68,-136.85,35804,2015-10-07 16:20:55:340,1
-0.3256,8.1211,-0.3256,0.1376,9.7915,-0.5271,-0.4249,-1.8428,0.7378,0.1641,-0.1257,-0.5518,-6.25,-26,26.5,2.22,-86.82,-165.38,35904,2015-10-07 16:20:55:440,1
-0.7853,8.0637,0.3256,-0.2588,9.794,-0.4248,-0.6797,-1.7112,0.9227,-0.0874,-0.245,-0.4069,-4.25,-27.25,25,317.42,-87.09,148.65,36004,2015-10-07 16:20:55:540,1
-0.2873,8.4276,0.2682,-0.5014,9.7912,-0.2283,0.2524,-1.4593,0.688,-0.1896,-0.0128,-0.2407,-1.5,-29,24.25,288.37,-86.78,114.48,36104,2015-10-07 16:20:55:640,1
-3.9648,10.1514,-0.8045,-0.7443,9.7701,0.4012,-3.2641,0.374,-1.0911,-1.0866,-0.3473,0.13,0.25,-28,24,255.92,-86.02,80.4,36204,2015-10-07 16:20:55:740,1
-4.4245,12.1625,0.7853,-0.8383,9.7383,0.796,-3.5778,2.428,-0.0465,-0.2663,-0.0554,0.4069,0.75,-30.75,22,222.79,-83.23,46.48,36304,2015-10-07 16:20:55:840,1
-0.6704,10.6494,-1.245,-0.5863,9.7806,0.4083,-0.0841,0.8688,-1.6533,0.2514,-0.017,0.3047,0,-32.75,18.75,223.6,-84.76,49.77,36405,2015-10-07 16:20:55:941,1
-0.4214,9.4427,0.4788,-0.5093,9.7867,0.3627,0.3944,-0.1333,0.1544,0.0618,0.0107,-0.1598,-1.25,-32.25,19.5,227.43,-86.34,54.54,36505,2015-10-07 16:20:56:041,1
-0.3831,9.098,0.5363,-0.5555,9.7839,0.3698,0.1724,-0.686,0.1666,-0.1193,0.1406,0.1278,-2,-31.5,19.25,225.86,-86.1,56.35,36605,2015-10-07 16:20:56:141,1
-0.5363,9.232,0.2873,-0.5386,9.7859,0.3411,0.0023,-0.5539,-0.0538,0.1001,0.1534,-0.066,-1.25,-30,19.25,231.06,-86.29,58.57,36705,2015-10-07 16:20:56:241,1
-0.2298,9.3278,0.2298,-0.464,9.7899,0.3361,0.2341,-0.4621,-0.1062,-0.0916,0.1065,0.1023,-2,-30,19.5,226.11,-86.49,55.91,36805,2015-10-07 16:20:56:341,1
-0.1341,9.5002,0.0958,-0.385,9.7946,0.2958,0.3395,-0.2753,-0.169,0.0874,-0.0107,0.0107,-1.75,-31.75,19.75,220.37,-86.94,49.1,36905,2015-10-07 16:20:56:441,1
-0.249,9.2895,0.1915,-0.4144,9.7937,0.285,0.1654,-0.5042,-0.0934,0.032,-0.0085,-0.049,-3,-30.75,19.75,224.27,-87.2,52.97,37005,2015-10-07 16:20:56:541,1
0.5363,9.596,0.0958,-0.3582,9.7951,0.3136,0.8945,-0.1991,-0.2179,-0.0256,-0.0788,-0.0554,-3.5,-30.75,20,217.95,-87.07,51.23,37105,2015-10-07 16:20:56:641,1
1.3982,10.2472,-0.3639,-0.2973,9.7983,0.2757,2.4616,0.6405,0.1074,-0.4708,-0.1065,-0.0469,-3,-29.5,20,216.95,-87.18,47.44,37205,2015-10-07 16:20:56:741,1
2.5857,9.3853,1.992,-0.2692,9.7936,0.4283,2.3378,-0.8489,0.8933,0.0703,0.0341,-0.2834,-3.5,-30.75,20,203.14,-87.21,33.33,37306,2015-10-07 16:20:56:842,1
1.1109,7.8913,0.4022,-0.3653,9.7938,0.3438,1.4762,-1.9025,0.0584,0.0405,-0.2684,-0.1321,-1.75,-29.75,21,216.78,-87.01,44.73,37405,2015-10-07 16:20:56:941,1
-0.7661,8.4851,-0.498,-0.2254,9.8024,0.1802,-0.5407,-1.3174,-0.6782,0.1023,-0.7137,0.2791,-1.25,-32.5,20.5,225.69,-87.81,50.78,37505,2015-10-07 16:20:57:041,1
-1.9154,9.5193,0.3448,-0.0169,9.8057,0.1385,-1.8985,-0.2863,0.2062,-0.3132,-1.1121,0.4027,0,-32.75,21,223.61,-88.69,44.94,37604,2015-10-07 16:20:57:140,1
-2.7964,9.9982,0.4405,0.286,9.7949,0.3858,-3.0824,0.2033,0.0548,-0.343,-0.9289,0.6264,0.25,-32.75,20,166.16,-88.44,-14.42,37705,2015-10-07 16:20:57:241,1
-3.3136,11.3964,0.4788,0.2914,9.7811,0.6439,-3.6361,1.4801,-0.2095,-0.1577,-0.3409,0.2578,-0.25,-32.75,19.5,148.12,-86.18,-35.15,37805,2015-10-07 16:20:57:341,1
-4.118,11.7795,1.6089,-0.1447,9.7795,0.715,-3.7783,1.9433,0.7001,0.2429,0.6413,-0.196,-0.75,-36.75,19.25,164.67,-85.61,-14.47,37905,2015-10-07 16:20:57:441,1
-4.0606,11.6454,1.5323,-0.8549,9.7598,0.4317,-3.2056,1.8856,1.1006,0.8288,1.5809,-0.735,-1.75,-36.25,18.5,229.29,-84.4,63.21,38004,2015-10-07 16:20:57:540,1
-5.0566,12.1051,0.249,-1.909,9.6084,-0.4521,-2.5985,2.4666,0.3978,0.6008,1.6022,-0.9097,-1.25,-33.75,20,260.66,-78.46,103.32,38104,2015-10-07 16:20:57:640,1
0.498,8.7149,-0.1149,-2.9398,9.2708,-1.2571,2.5949,-0.6065,0.2918,-0.0213,0.1364,-0.3451,-1.75,-32.25,23.5,260.18,-73.87,110.15,38204,2015-10-07 16:20:57:740,1
3.371,8.6766,-0.5938,-2.3864,9.4638,-0.9545,6.8429,-2.165,1.9692,0.0682,-0.1896,0.1939,-1,-30.25,26.5,265.48,-73.17,107.82,38304,2015-10-07 16:20:57:840,1
4.9033,7.2784,-1.9154,-1.6841,9.5841,-1.216,6.5874,-2.3058,-0.6994,0.245,-1.0802,0.5731,-2.5,-28,27.5,276.17,-74.87,115.27,38404,2015-10-07 16:20:57:940,1
3.6775,6.6463,-1.1684,-0.9808,9.6805,-1.2232,4.2218,-2.9781,1.0991,-0.637,-0.1555,1.1228,-1.25,-26.5,29.5,301.41,-78.83,136.73,38505,2015-10-07 16:20:58:041,1
2.7773,8.1786,-1.2833,0.0046,9.7173,-1.3206,1.9491,-1.443,-0.3649,0.0341,0.3132,0.5177,-0.75,-26.25,29.5,358.04,-82.26,-179.8,38605,2015-10-07 16:20:58:141,1
1.7238,8.7915,-2.4708,0.3071,9.683,-1.5215,0.6698,-1.2363,-1.0834,-0.2557,0.1406,0.1704,-4,-27,29.75,5.08,-81.36,-169.95,38705,2015-10-07 16:20:58:241,1
1.743,9.596,-1.8196,0.5821,9.6637,-1.5636,0.9885,0.0281,-0.6774,0.1001,-0.0085,0.0831,-4.75,-26.75,29.75,11.54,-80.55,-160.82,38804,2015-10-07 16:20:58:340,1
1.6664,9.0788,-0.6512,0.6342,9.6829,-1.4177,1.0321,-0.6063,0.7513,-0.1598,0.1598,-0.0405,-4.75,-25.75,29,16.85,-80.89,-155.9,38904,2015-10-07 16:20:58:440,1
1.8196,8.8298,-0.9577,0.679,9.6923,-1.3297,1.1252,-0.8672,0.3295,-0.294,0.1875,-0.0383,-5,-28.5,29,15.38,-81.03,-155.28,39004,2015-10-07 16:20:58:540,1
1.9154,8.0445,0.3256,0.6813,9.758,-0.699,1.1834,-1.6028,1.1801,-0.4431,0.4794,-0.2173,-4.75,-28,28,37.72,-84.29,-135.73,39104,2015-10-07 16:20:58:640,1
2.241,7.8338,0.1341,0.5292,9.7923,0.0298,1.7118,-1.9585,0.1043,-0.5603,0.6839,-0.2386,-6,-28.75,25.5,66.76,-86.6,-103.68,39204,2015-10-07 16:20:58:740,1
0.9577,8.102,1.6472,0.2977,9.7943,0.392,0.6599,-1.6923,1.2552,0.2748,0.277,-0.0213,-5.5,-29.75,24.25,98.06,-87.2,-73.56,39305,2015-10-07 16:20:58:841,1
-0.6512,7.9679,1.9728,0.168,9.791,0.5274,-0.8192,-1.8231,1.4455,-0.1768,0.1534,-0.1214,-5.25,-29.75,22,117.22,-88.13,-52.18,39405,2015-10-07 16:20:58:941,1
-0.996,9.1554,1.2067,-0.158,9.786,0.6159,-0.4741,-0.5348,0.0353,0.4091,-0.4069,-0.5305,-4,-31.25,21.5,172.18,-86,1.75,39504,2015-10-07 16:20:59:040,1
-3.2178,9.9407,-0.7661,-0.5116,9.7868,0.3562,-2.7254,0.1156,-1.4862,-0.1577,-0.4389,0.1108,-4.25,-30.5,20.75,208.66,-86.35,41.86,39605,2015-10-07 16:20:59:141,1
-4.5586,10.7069,-0.2682,-0.8062,9.7642,0.4254,-3.7523,0.9427,-0.6936,-0.3558,-0.1832,0.1321,-1.75,-30.75,20.75,227.78,-85.47,58.07,39705,2015-10-07 16:20:59:241,1
-4.0414,10.8984,-0.5363,-0.9482,9.754,0.3614,-2.6718,1.0103,-1.1658,0.4176,-0.2237,0.179,-0.25,-32,20.25,235.76,-84.67,62.18,39805,2015-10-07 16:20:59:341,1
-1.8962,9.8641,1.8387,-0.8922,9.7461,0.6229,-1.004,0.118,1.2158,-0.1662,-0.0724,0.2599,0,-31.75,20,242.08,-84.29,70.08,39905,2015-10-07 16:20:59:441,1
-0.4214,9.2895,1.1301,-0.8841,9.7456,0.6418,0.506,-0.3994,0.2202,0.0916,-0.081,-0.1278,-0.25,-31.5,19.5,229.81,-83.81,57,40005,2015-10-07 16:20:59:541,1
-0.1341,9.098,1.1301,-0.9462,9.7436,0.5807,0.8121,-0.6456,0.5493,0.3771,-0.1214,-0.0426,0,-32.25,18.25,223.73,-83.6,54.02,40105,2015-10-07 16:20:59:641,1
-0.1149,8.9064,0.6129,-0.9899,9.7504,0.3475,0.9535,-0.7274,0.3954,0.1065,0.0192,-0.0831,-0.25,-33.5,18.75,240.09,-83.82,69.31,40204,2015-10-07 16:20:59:740,1
-0.747,8.849,0.0958,-1.0588,9.748,0.1637,0.4151,-0.8804,-0.0854,0.1108,0.0575,-0.0469,0.25,-33.25,19.5,247.79,-83.85,77.13,40304,2015-10-07 16:20:59:840,1
-0.6129,9.2895,0.1341,-1.0291,9.7518,0.1166,0.4342,-0.4606,0.0352,-0.1747,-0.0064,0.1364,0,-32.25,20.75,254.14,-83.73,81.21,40404,2015-10-07 16:20:59:940,1
0.4788,9.4044,0.9194,-0.9717,9.756,0.2166,1.4505,-0.3516,0.7028,0.0383,-0.0746,-0.1577,0.25,-33,21.25,254.91,-83.94,83.54,40505,2015-10-07 16:21:00:041,1
0.7278,8.7149,-0.2682,-0.9216,9.7625,0.124,1.6495,-1.0476,-0.3922,-0.245,-0.2407,0.032,0,-33,21,253.43,-84.49,81.71,40605,2015-10-07 16:21:00:141,1
0.2107,8.2552,0.0575,-0.7996,9.7676,0.3528,0.9872,-1.5121,-0.3889,-0.1385,-0.7798,0.1768,0.25,-34,20.5,251.86,-84.68,80.03,40705,2015-10-07 16:21:00:241,1
-0.7661,9.0214,0.7087,-0.4788,9.7753,0.6205,-0.2873,-0.7539,0.0882,0.4645,-1.0717,0.2173,2,-32.75,19.25,225.27,-84.97,45.34,40804,2015-10-07 16:21:00:340,1
-1.1301,10.4579,1.4174,0.0683,9.7853,0.6438,-1.1983,0.6726,0.7735,0.1662,-0.6221,0.3814,2.5,-34.5,18.75,214.91,-86.88,29.05,40904,2015-10-07 16:21:00:440,1
-1.8579,10.1897,1.0151,0.3354,9.789,0.4825,-2.1933,0.4007,0.5326,0.0085,-0.3388,0.4346,1.5,-35,17.75,179.96,-86.21,-6.05,41004,2015-10-07 16:21:00:540,1
-2.5666,10.7643,0.7853,0.454,9.7824,0.5191,-3.0206,0.982,0.2662,0.2322,0.3004,0.0746,-1,-34,17.75,139.71,-85.95,-41.99,41104,2015-10-07 16:21:00:640,1
-4.3096,12.2775,1.2258,-0.1092,9.8036,0.2203,-4.2004,2.4739,1.0056,0.6818,1.3081,-0.4581,-2.5,-34.5,18,144.5,-87.88,-31.45,41205,2015-10-07 16:21:00:741,1
-3.869,11.6454,-0.5363,-0.958,9.7502,-0.4318,-3.0046,1.8186,-0.5243,0.7713,1.4104,-1.1249,-3,-33.75,19.5,275.31,-83.85,114.26,41305,2015-10-07 16:21:00:841,1
-3.4093,10.477,0.8811,-2.471,9.4303,-1.0647,-0.9384,1.0467,1.9458,0.9992,1.093,-1.4594,-3.75,-32.75,22.25,261.5,-76.91,111.41,41407,2015-10-07 16:21:00:943,1
-3.8499,8.7149,0.3639,-3.2327,9.1002,-1.7046,-0.6172,-0.3853,2.0686,0.6626,0.9779,0.196,-1.5,-30.5,25,264.4,-68.35,114.52,41504,2015-10-07 16:21:01:040,1
0.3065,6.5314,-1.494,-2.881,9.1001,-2.249,3.1875,-2.5687,0.755,0.424,0.3388,1.5425,1.5,-29.25,27.75,276.03,-67.27,121.97,41604,2015-10-07 16:21:01:140,1
4.8076,5.0566,-4.3096,-1.3847,9.2359,-2.9918,6.5562,-4.505,-1.7774,0.7159,-0.7137,2.0048,1.5,-26.25,31,310.83,-70.95,141.06,41705,2015-10-07 16:21:01:241,1
3.4285,6.5697,-2.2984,0.6436,9.3514,-2.8824,3.0914,-2.5327,0.8713,-0.1257,-0.49,1.8855,0,-23.5,33.5,359.25,-72.99,179.43,41805,2015-10-07 16:21:01:341,1
2.3176,7.5274,-1.7047,1.8314,9.3581,-2.2896,1.5013,-1.5051,1.1403,-0.0234,0.2407,-0.081,-4,-21.5,35.75,33.55,-71.58,-147.39,41905,2015-10-07 16:21:01:441,1
2.9305,9.0597,-3.8116,1.9309,9.2661,-2.5655,1.2972,-0.5128,-1.5954,0.4432,-0.1129,-0.0447,-7.75,-19.5,33.5,30.83,-71.23,-142.51,42005,2015-10-07 16:21:01:541,1
3.0071,8.9256,-2.5666,2.0004,9.2824,-2.4508,0.9359,-0.198,-0.0675,0.1257,-0.0767,-0.0128,-10.25,-21,33,29.27,-71.18,-140.78,42105,2015-10-07 16:21:01:641,1
2.9688,8.4659,-2.624,2.0731,9.2619,-2.4679,0.8373,-0.7926,-0.1669,-0.0618,-0.1449,0.1001,-10.75,-20.5,31.25,26.28,-70.93,-140.97,42205,2015-10-07 16:21:01:741,1
3.2944,8.3127,-1.8962,2.0516,9.3338,-2.2004,1.2428,-1.0211,0.3042,-0.4218,0.2131,-0.3558,-10.25,-21.75,30.75,32.39,-71.59,-137.74,42304,2015-10-07 16:21:01:840,1
2.624,8.3127,-0.6129,1.8464,9.4887,-1.6512,0.7776,-1.176,1.0383,-0.7968,0.3814,-0.2322,-10.75,-22,30,31.02,-72.75,-136.53,42404,2015-10-07 16:21:01:940,1
2.8922,8.0445,-0.4214,1.6401,9.6146,-1.0193,0.7158,-1.6659,0.6554,-0.6647,0.4304,-0.6967,-9.5,-23.75,28.25,39.07,-76.56,-128.77,42504,2015-10-07 16:21:02:040,1
2.4517,8.351,0.5746,1.0048,9.7429,-0.4858,1.4469,-1.392,1.0604,0.294,-0.0085,-0.9033,-9.5,-25.75,25,49.45,-83.47,-115.8,42604,2015-10-07 16:21:02:140,1
0.0192,8.9064,-1.1301,-0.1337,9.784,-0.6522,1.1657,-1.1839,-0.0167,0.0021,-0.0831,-1.0674,-7,-28.25,23.25,354.43,-86.1,-168.19,42704,2015-10-07 16:21:02:240,1
0.2682,8.3127,0.1341,-0.6995,9.774,-0.3868,0.9677,-1.4614,0.5209,-0.4879,-0.2301,-0.7904,-4,-29.25,23.25,304.1,-85.79,143.05,42805,2015-10-07 16:21:02:341,1
-3.9456,8.9256,-0.2682,-1.3868,9.7077,0.0899,-2.2141,-0.648,-0.1665,-0.6775,-0.3878,-0.2088,-0.5,-30,21.5,255.54,-81.85,86.29,42905,2015-10-07 16:21:02:441,1
-8.3127,9.7683,0.7278,-1.8899,9.595,0.7313,-5.6374,0.25,-0.1184,-0.3302,0.0767,0.5838,3,-32,19,243.57,-78.61,71.54,43005,2015-10-07 16:21:02:541,1
-4.8076,10.8984,-0.4214,-1.6815,9.6431,0.5943,-2.3025,0.9488,-0.4794,0.0128,0.147,0.6179,4.5,-32,16.25,249.01,-79.52,70.53,43105,2015-10-07 16:21:02:641,1
-1.3024,9.9407,1.2833,-1.4533,9.6814,0.5739,0.1509,0.2594,0.7094,-0.1704,0.0895,0.0426,3,-33.75,15.75,247.38,-80.18,71.64,43205,2015-10-07 16:21:02:741,1
-0.996,9.098,1.0343,-1.4583,9.6841,0.5114,0.4624,-0.5862,0.5229,0.0788,0.2706,-0.1087,1.25,-33,15.25,236.66,-80.86,69.24,43305,2015-10-07 16:21:02:841,1
-1.1684,8.9447,0.3448,-1.4418,9.6927,0.3795,0.2734,-0.7479,-0.0347,0.0085,0.2557,0.066,-0.5,-31.75,15.75,240.59,-81.02,72.6,43405,2015-10-07 16:21:02:941,1
-0.7661,9.1363,0.1724,-1.4105,9.6999,0.304,0.6443,-0.5636,-0.1316,-0.0021,0.1129,0.049,0,-32.75,15.75,241.29,-81.48,76.7,43505,2015-10-07 16:21:03:041,1
-0.249,9.1746,0.1341,-1.2575,9.7245,0.1548,1.0085,-0.5499,-0.0861,0.0533,-0.0788,0.1065,-1,-31.75,16.75,245.53,-82.31,82.03,43605,2015-10-07 16:21:03:141,1
-0.0383,9.2703,-0.0766,-1.1429,9.7397,0.0449,1.1046,-0.4694,-0.1215,0.0874,-0.1385,0.0874,-0.5,-32,17.25,255.49,-83.3,87.75,43705,2015-10-07 16:21:03:241,1
0.7853,9.5002,0.1915,-1.014,9.7539,0.0626,1.7993,-0.2537,0.129,-0.1001,-0.1939,-0.1214,0,-32,17,255.6,-84.05,86.47,43805,2015-10-07 16:21:03:341,1
0.1915,8.9256,0.3065,-0.9566,9.7576,0.2093,1.0716,-0.8321,0.1546,-0.2365,-0.2642,0.1598,0,-30,17.25,253.33,-84.1,83.3,43905,2015-10-07 16:21:03:441,1
-0.0383,9.1171,0.0766,-0.7913,9.7707,0.2799,0.5615,-0.5386,-0.1075,0.0916,-0.5539,0.0724,0.25,-32,16.25,241.9,-85.09,70.52,44004,2015-10-07 16:21:03:540,1
-0.5171,9.481,-0.3256,-0.5854,9.7872,0.1956,-0.5638,-0.4594,-0.1956,0.0511,-1.0035,0.2194,-0.75,-32.5,15,241.02,-86.39,71.52,44104,2015-10-07 16:21:03:640,1
-2.7581,9.3087,0.8811,-0.419,9.7933,0.2924,-2.1476,-0.6571,0.6078,0.1939,-1.1398,0.3196,0.75,-33,15.25,233.65,-87.01,55.09,44204,2015-10-07 16:21:03:740,1
-3.0837,10.0748,1.8196,-0.2842,9.7919,0.4567,-2.7995,0.2829,1.3629,-0.2642,-0.5923,0.3302,1.75,-33.75,15.75,232.7,-87.32,53.48,44305,2015-10-07 16:21:03:841,1
-2.1644,9.8641,0.4214,-0.2872,9.7973,0.3163,-1.8382,-0.0471,0.4867,0.3473,0.3707,-0.0213,0.5,-34.75,15,203.29,-86.62,26.29,44405,2015-10-07 16:21:03:941,1
-3.62,10.9559,0.2873,-0.5202,9.7921,0.1213,-3.2179,1.2436,0.3439,0.0256,0.8778,-0.1555,-0.75,-35.5,15.25,232.19,-87.64,56.52,44505,2015-10-07 16:21:04:041,1
-4.7118,11.6837,-0.5171,-1.3206,9.7147,-0.2265,-3.3912,1.969,-0.2906,0.8288,1.3252,-0.7989,-0.75,-33,16,260.02,-82.15,99.73,44605,2015-10-07 16:21:04:141,1
-5.7652,10.2089,0.7661,-2.324,9.4837,-0.91,-2.2664,1.4956,1.4297,1.3486,1.4466,-1.142,-0.75,-33.25,18,260.22,-75.26,111.38,44704,2015-10-07 16:21:04:240,1
-3.122,10.5919,1.9345,-3.1288,9.1375,-1.699,0.1842,0.3731,4.0123,-0.1513,1.5595,-0.4922,-1.25,-31.75,19.5,258.89,-68.71,118.5,44805,2015-10-07 16:21:04:341,1
-0.0958,8.4276,-0.8045,-2.9987,9.0485,-2.3028,3.7366,-1.1588,1.3891,0.2493,0.2194,0.8714,-0.25,-29.5,22.75,266.92,-66.72,125.06,44905,2015-10-07 16:21:04:441,1
7.106,4.9991,-1.4557,-1.2934,9.402,-2.4699,7.7379,-4.3901,0.6201,0.2898,-0.8352,1.747,-1.75,-26.5,26,288.5,-70.58,135.32,45005,2015-10-07 16:21:04:541,1
6.1675,6.7229,-1.0918,0.5729,9.5619,-2.1004,5.0353,-3.2442,0.2282,-1.3294,-0.1832,1.6767,-3,-24,26.75,328.58,-75.02,162.69,45104,2015-10-07 16:21:04:640,1
2.4134,7.3741,-1.4557,1.4669,9.5832,-1.4771,1.4133,-2.1816,0.3777,-0.098,0.3515,0.2663,-4.75,-22,28,28.9,-77.97,-146,45204,2015-10-07 16:21:04:740,1
2.7773,8.8298,-4.1946,1.7464,9.4565,-1.9221,0.9998,-0.6375,-2.2405,0.3025,0.3345,0.0213,-9.25,-24,26.75,32.29,-76.66,-135.99,45305,2015-10-07 16:21:04:841,1
2.5283,8.6957,-3.3519,1.9243,9.4045,-2.0056,0.604,-0.7088,-1.3463,0.1491,0.0746,0.066,-12.75,-24,26,23.77,-73.95,-135.81,45405,2015-10-07 16:21:04:941,1
2.5091,8.8107,-2.0494,2.0566,9.3886,-1.9481,0.4525,-0.5779,-0.1013,0.0959,-0.2237,-0.0107,-13.5,-22.75,26.25,20.82,-73.54,-136.19,45505,2015-10-07 16:21:05:041,1
2.739,8.3701,-1.8962,2.0828,9.3786,-1.9684,0.6561,-1.0084,0.0722,-0.2237,-0.1108,-0.2152,-14,-24.25,26.75,25.86,-73.21,-133.45,45604,2015-10-07 16:21:05:140,1
2.5857,8.7532,-1.0918,1.9103,9.4654,-1.711,0.618,-0.8846,0.581,-0.0426,0.2919,-0.4091,-13.75,-22.5,26.5,25.12,-73.01,-133.38,45704,2015-10-07 16:21:05:240,1
3.122,8.3893,-0.6895,1.471,9.5997,-1.3612,1.6115,-1.4044,1.2199,-0.2344,0.3238,-0.4623,-13.75,-23.75,26,28.04,-74.84,-131.85,45805,2015-10-07 16:21:05:341,1
3.3136,7.4508,-1.7813,0.9378,9.7139,-0.9651,2.5058,-1.9804,-0.6391,-0.8927,0.4197,-0.9012,-13.75,-24.5,24.5,20.19,-79.15,-134.02,45905,2015-10-07 16:21:05:441,1
0.2873,8.1403,-0.996,0.1117,9.7916,-0.531,3.0007,-1.858,0.0652,-0.5859,-0.196,-1.142,-10.75,-26,23.5,23.82,-86.3,-133.07,46005,2015-10-07 16:21:05:541,1
0.1341,8.7915,-1.2258,-0.7075,9.7782,-0.2398,1.2502,-1.0121,-0.9849,-0.1513,-0.2131,-1.1057,-7.75,-29.25,21,285.29,-86.56,130.47,46105,2015-10-07 16:21:05:641,1
-2.7581,8.3127,2.0686,-1.5196,9.6753,0.4993,-0.7538,-0.9905,0.3786,-0.017,-0.7968,-0.8437,-4.5,-29.5,20,234.19,-83.15,73.25,46205,2015-10-07 16:21:05:741,1
