ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,state
0.2873,9.1937,1.2833,-0.1383,9.7367,1.1609,0.4256,-0.5238,0.1798,0.0064,0.098,-0.1342,-2.5,-41.75,20.25,181.02,-83.2,6.97,39155,2015-10-08 14:46:39:109,1
0.0766,9.0788,1.1109,-0.1463,9.7378,1.151,0.2278,-0.6588,0.0744,0.1044,0.0767,0.0469,-2.5,-42.5,21,181.94,-83.1,7.83,39255,2015-10-08 14:46:39:209,1
0.2298,9.232,1.0343,-0.1761,9.743,1.1016,0.4059,-0.5109,-0.0673,0.0682,-0.0682,0.0575,-2.25,-42.5,20.75,182.21,-83.26,8.15,39355,2015-10-08 14:46:39:309,1
0.2682,9.2895,0.8619,-0.1377,9.7497,1.0467,0.4058,-0.4602,-0.1848,-0.0937,0.0213,0.0767,-1.5,-41.75,21,183.94,-83.82,7.49,39454,2015-10-08 14:46:39:408,1
0.7853,8.3701,1.3599,-0.0798,9.7459,1.087,0.4438,-1.5673,0.4836,0.0639,-0.0469,0.115,-1.5,-41.25,20.75,183.39,-83.72,6.82,39555,2015-10-08 14:46:39:509,1
2.0111,9.5385,0.3448,0.2153,9.7542,0.9895,1.8279,-0.3269,-0.5792,-0.1854,-0.0831,0.1641,-1.75,-42,21,175.83,-83.75,0.37,39655,2015-10-08 14:46:39:609,1
1.5323,8.7532,0.4405,0.4459,9.7337,1.108,1.0864,-0.9804,-0.6674,0.1364,-0.5071,-0.049,-2.5,-43,21.75,159.44,-82.8,-20.14,39755,2015-10-08 14:46:39:709,1
0.2682,8.1211,1.6664,0.6666,9.7009,1.2724,-0.511,-1.2714,0.4402,0.115,-0.5987,0.2471,-3.75,-42.25,21,154.87,-82.61,-23.13,39854,2015-10-08 14:46:39:808,1
0.1532,9.4619,0,1.0374,9.7143,0.8519,-0.9782,-0.3492,-0.5823,0.4559,-0.9651,0.3728,-4,-42.5,20.75,146.65,-81.4,-34.32,39955,2015-10-08 14:46:39:909,1
-0.6895,9.9982,0.1532,1.3586,9.6978,0.5264,-1.9948,0.1916,-0.4708,-0.2258,-0.9204,0.6711,-4.75,-40.5,22.75,112.33,-81.46,-68.82,40055,2015-10-08 14:46:40:009,1
-1.4174,11.5879,1.6089,1.7133,9.63,0.7055,-2.8817,1.7855,0.7118,-0.2216,-0.2578,0.3515,-5.75,-40.5,23.25,111.47,-79.76,-69.99,40156,2015-10-08 14:46:40:110,1
-2.0877,11.722,2.0494,1.2738,9.6979,0.7062,-3.4574,2.0816,1.3432,0.5348,0.8991,-0.5262,-5.75,-39.75,23.25,117.17,-80.2,-62.81,40255,2015-10-08 14:46:40:209,1
-2.4325,11.4156,-0.1341,-0.1761,9.8003,0.3071,-2.3139,1.3855,-0.0198,0.3622,1.9132,-1.0227,-6,-39.25,23.5,120.82,-83.09,-56.64,40355,2015-10-08 14:46:40:309,1
-1.6664,12.0859,0.747,-1.561,9.6767,-0.308,-0.1053,2.4092,1.055,1.1377,1.4232,-1.4253,-5.75,-38.5,25.25,195.52,-87.93,29.83,40454,2015-10-08 14:46:40:408,1
-3.5243,9.6343,-0.8811,-2.7601,9.3601,-0.9698,-0.5684,0.2204,0.0755,-0.2706,0.4943,-0.8373,-3.25,-37,27,261.83,-74.57,109.69,40555,2015-10-08 14:46:40:509,1
1.245,8.7915,-0.9385,-2.4858,9.4664,-0.6158,5.3249,-0.8461,-0.4464,-0.6924,0.7286,1.1803,1,-39.25,28.5,259.15,-71.99,106.27,40655,2015-10-08 14:46:40:609,1
5.9951,6.1292,-2.0877,-1.2067,9.727,-0.3144,7.1225,-3.6934,-0.8792,0.0405,-0.441,1.4637,-0.5,-41.75,27.25,258.42,-77.22,97.1,40755,2015-10-08 14:46:40:709,1
5.2864,5.4013,-0.6704,1.0115,9.7173,-0.8493,5.4929,-4.8828,0.7054,1.127,-1.3678,1.8408,-3.5,-41.25,26.75,40.06,-86.47,-137.08,40855,2015-10-08 14:46:40:809,1
5.1332,7.4699,-1.4365,2.5919,9.362,-1.3434,3.6091,-1.6961,-0.1247,-0.2322,0.1257,0.179,-6.75,-39,29.75,61.22,-78.13,-124.12,40955,2015-10-08 14:46:40:909,1
3.8499,8.0254,-1.4365,2.7169,9.3698,-0.9982,0.9273,-1.7422,-0.4995,-0.4197,0.4922,-0.1065,-11,-35.25,32,66.9,-72.65,-112.26,41054,2015-10-08 14:46:41:008,1
5.4588,8.5234,0.1915,2.4147,9.4901,-0.5263,2.6146,-0.8164,0.5076,-0.441,0.5518,-0.7798,-12.25,-35,30.75,67.66,-73.35,-109.01,41155,2015-10-08 14:46:41:109,1
3.9648,7.8338,0.3639,1.5561,9.6803,0.2007,3.105,-1.4809,0.3118,-0.6626,0.9012,-1.5063,-11.25,-38,29.25,81.65,-78.75,-91.68,41254,2015-10-08 14:46:41:208,1
1.6855,7.5848,0.8811,0.4093,9.7507,0.9631,1.2762,-2.1658,-0.082,-0.5284,0.5177,-1.4466,-8.5,-41.25,25.25,144.62,-83.87,-23.02,41355,2015-10-08 14:46:41:309,1
-1.7238,8.7149,1.2641,-0.9091,9.6456,1.5188,-1.3212,-1.6389,0.7729,-0.0213,0.2194,-0.6456,-4.5,-44.75,20.75,190.75,-80.23,25.21,41455,2015-10-08 14:46:41:409,1
-2.8156,9.3853,2.49,-1.2076,9.5966,1.6177,-2.2584,-0.601,0.4528,-0.2727,-0.0107,0.1236,-0.25,-44.75,18.5,205.19,-78.12,36.74,41555,2015-10-08 14:46:41:509,1
-2.2218,9.0597,1.7813,-1.0106,9.6242,1.5886,-1.0164,-1.1214,0.4823,-0.1726,-0.1513,0.3558,1.25,-45.5,19.25,204.85,-78.93,32.46,41655,2015-10-08 14:46:41:609,1
-2.6049,9.098,1.2641,-0.5124,9.6484,1.6784,-2.0924,-0.5504,-0.4142,0.1385,-0.424,0.8607,0,-44.25,19.5,199.42,-79.37,24.19,41755,2015-10-08 14:46:41:709,1
-1.8579,10.8601,0.747,0.293,9.6692,1.6099,-2.2582,1.177,-1.2554,-0.4922,-0.5326,0.7116,-4,-43.75,19.25,178.27,-80.98,3.66,41854,2015-10-08 14:46:41:808,1
-0.0383,10.8984,1.5131,0.7877,9.5869,1.9083,-1.0345,1.3381,-0.9368,-0.637,-0.4346,0.6349,-6.5,-42.25,19.25,157.91,-79.82,-15.54,41955,2015-10-08 14:46:41:909,1
-0.0766,10.1897,1.0918,0.9415,9.5814,1.8657,-1.0181,0.6083,-0.7739,0.3238,0.0916,0.1577,-8.5,-42.75,18.75,146.89,-76.97,-24.6,42055,2015-10-08 14:46:42:009,1
1.2258,9.73,1.8771,0.8906,9.5947,1.822,0.3353,0.1354,0.0551,0.2983,0.0533,-0.3047,-9.75,-42.25,18.25,140.12,-78.07,-26.05,42155,2015-10-08 14:46:42:109,1
1.4174,8.8107,1.5706,0.6266,9.6637,1.5461,0.7908,-0.8531,0.0245,0.1917,-0.0469,-0.3451,-8.75,-41.75,18.5,142.96,-79.6,-23.86,42254,2015-10-08 14:46:42:208,1
0.7661,8.4851,1.2067,0.4134,9.6794,1.5197,0.3527,-1.1943,-0.313,0.1193,0.081,-0.1854,-8.25,-44,19.5,150.46,-80.49,-17.01,42355,2015-10-08 14:46:42:309,1
0.6129,8.6957,1.3791,0.3822,9.6825,1.5075,0.2307,-0.9868,-0.1285,0.1193,0.0298,-0.017,-7.5,-42.5,20.25,154.11,-80.88,-14.23,42455,2015-10-08 14:46:42:409,1
0.8045,9.2512,1.3024,0.4913,9.6897,1.428,0.3131,-0.4385,-0.1256,0.0746,-0.0554,-0.0618,-7.25,-42.5,20,151.3,-81.08,-17.62,42555,2015-10-08 14:46:42:509,1
0.6321,9.232,1.3024,0.5718,9.691,1.3887,0.0603,-0.4589,-0.0863,0.1044,-0.0021,-0.0043,-7.25,-42,20.5,147.81,-81.19,-22.38,42655,2015-10-08 14:46:42:609,1
0.7661,9.2703,1.2833,0.5726,9.6952,1.3587,0.1936,-0.4248,-0.0754,0.0341,0.0383,-0.0149,-7.75,-42,19.5,147.17,-81.25,-22.68,42755,2015-10-08 14:46:42:709,1
0.9002,9.0405,1.3982,0.53,9.7003,1.3393,0.3703,-0.6598,0.059,0.1427,-0.0746,-0.0383,-7.75,-42,20.25,145.65,-81.55,-21.59,42854,2015-10-08 14:46:42:808,1
0.9577,9.1746,1.2833,0.5116,9.7034,1.3242,0.4461,-0.6437,-0.0026,0.0256,-0.0852,0.0043,-7.5,-42.5,20.5,148.46,-81.68,-21.12,42955,2015-10-08 14:46:42:909,1
1.3216,9.5768,1.1301,0.5474,9.7049,1.2985,0.5444,-0.2621,-0.0727,0.1108,-0.1768,-0.1917,-7.25,-42.25,20,146.62,-81.74,-22.86,43055,2015-10-08 14:46:43:009,1
1.494,9.3278,0.996,0.5129,9.7154,1.2324,1.0386,-0.2726,-0.1407,0.0341,-0.147,-0.3174,-7,-43.25,21,147.02,-82.18,-22.59,43155,2015-10-08 14:46:43:109,1
1.4365,8.8107,1.3216,0.3372,9.7199,1.2571,1.061,-0.8709,0.1219,0.0128,-0.1065,-0.4282,-6,-42,20.5,155.04,-82.37,-15.01,43255,2015-10-08 14:46:43:209,1
1.0534,8.6574,0.8428,0.1994,9.7268,1.2326,0.8541,-1.0694,-0.3898,0.0298,-0.2258,-0.1214,-4.75,-42.25,21,161.74,-82.68,-9.19,43355,2015-10-08 14:46:43:309,1
0.3256,8.4659,0.4788,0.1799,9.7618,0.9192,-0.0841,-1.3725,-0.6319,0.3281,-0.8117,0.1449,-2.5,-42,22.5,166.26,-84.52,-11.07,43454,2015-10-08 14:46:43:408,1
-0.2873,8.983,1.3216,0.5082,9.7593,0.8177,-0.7955,-0.7762,0.5039,0.6818,-1.0653,0.4261,-2,-42.5,22.75,148.42,-84.37,-31.86,43555,2015-10-08 14:46:43:509,1
-2.2027,10.3813,0.3448,0.9808,9.7476,0.4382,-3.1835,0.6336,-0.0935,-0.1534,-0.7222,0.6008,-2.25,-40.75,24.75,118.46,-83.71,-65.92,43655,2015-10-08 14:46:43:609,1
-3.8882,11.8752,1.6664,1.0135,9.7174,0.8457,-4.9017,2.1578,0.8207,-0.5007,0.3899,0.3345,-3.25,-41,25,132.14,-82.26,-50.16,43755,2015-10-08 14:46:43:709,1
-3.0454,12.3732,1.9345,0.2793,9.755,0.9658,-3.1715,2.5033,0.9304,0.9822,1.7683,-0.7904,-6.25,-40,23.5,153.9,-84.12,-16.13,43855,2015-10-08 14:46:43:809,1
-2.1069,12.2583,-0.0383,-1.1192,9.742,-0.103,-0.9877,2.5163,0.0647,-0.0362,1.5723,-1.4573,-6.75,-39.75,23.5,225.85,-86.07,66.56,43955,2015-10-08 14:46:43:909,1
-4.9033,8.0637,1.3982,-2.6174,9.4419,-0.4122,-2.2859,-1.3782,1.8104,0.8032,0.5028,-1.2272,-4.75,-39.25,26.25,252.28,-83.42,95.26,44055,2015-10-08 14:46:44:009,1
-1.3982,9.1171,1.5706,-2.6355,9.4458,0.0363,1.2373,-0.3287,1.5343,0.1917,-0.3217,0.865,-0.5,-40.75,27.5,252.44,-72.6,97.47,44154,2015-10-08 14:46:44:108,1
5.3439,6.6846,-1.8771,-1.7149,9.6538,-0.1817,7.0587,-2.9692,-1.6953,0.4794,-0.6626,0.6541,0.25,-42.75,27.25,251.34,-77.52,90.39,44254,2015-10-08 14:46:44:208,1
6.857,5.5929,-0.2298,-0.2894,9.8009,-0.1692,7.12,-4.0446,-0.1138,-0.0085,-0.882,1.9004,0,-41.75,27.25,269.17,-84.26,98.15,44355,2015-10-08 14:46:44:309,1
4.367,8.4276,-0.8619,1.4016,9.6953,-0.4554,3.0749,-1.2817,-0.3812,-0.5028,0.2876,0.6562,-2.75,-41,28.25,297.76,-88.04,120.31,44455,2015-10-08 14:46:44:409,1
3.371,7.4124,-1.0151,1.8826,9.6164,-0.3893,1.4884,-2.2039,-0.6258,0.0767,0.1875,0.4112,-7.5,-39.5,30.25,73.77,-81.36,-108,44554,2015-10-08 14:46:44:508,1
4.0031,8.3701,0,2.0811,9.575,-0.3982,1.922,-1.2049,0.3982,0.5007,0.3089,-0.6413,-9,-39.5,30.25,78.96,-77.72,-101.9,44654,2015-10-08 14:46:44:608,1
3.1412,7.6231,-0.6512,1.7103,9.6532,-0.2473,1.4309,-2.0301,-0.4039,-0.9545,1.208,-0.7095,-10.5,-38,31,69.41,-78.45,-105.96,44755,2015-10-08 14:46:44:709,1
1.8579,8.6574,0.9002,0.8972,9.7469,0.6035,0.9607,-1.0894,0.2967,-0.2471,0.6498,-0.686,-9.75,-39.75,29.25,89.15,-82.28,-82.02,44855,2015-10-08 14:46:44:809,1
-0.0383,9.4236,0.7661,0.4056,9.7731,0.7017,-0.4439,-0.3495,0.0645,0.098,0.081,-0.5475,-8.75,-41.5,26.75,128.03,-84.88,-39.25,44955,2015-10-08 14:46:44:909,1
-0.9385,10.1514,-1.1109,-0.0305,9.8004,0.3492,-0.7094,0.2213,-1.1073,0.3409,-0.115,-0.2003,-7.75,-42.75,24.75,159.87,-86.01,-4.58,45055,2015-10-08 14:46:45:009,1
-0.996,10.3046,0.2107,-0.2118,9.8003,0.2832,-0.7841,0.5044,-0.0725,0.0533,-0.4133,-0.1449,-5,-43.75,25.25,204.05,-87.93,36.8,45155,2015-10-08 14:46:45:109,1
-1.9537,8.8873,0.7278,-0.4238,9.7895,0.3959,-0.4572,-0.8064,0.0255,-0.2471,-0.5752,-0.2152,-3.5,-41.5,26.75,224.18,-87.37,53.26,45255,2015-10-08 14:46:45:209,1
-2.7198,8.983,0.0192,-0.6449,9.7711,0.53,-2.0749,-0.788,-0.5108,-0.3324,-0.5539,-0.1065,-1.25,-43,26.5,222.77,-85.62,49.54,45355,2015-10-08 14:46:45:309,1
-2.6049,9.73,0.2682,-0.6963,9.7501,0.7879,-1.9086,-0.0201,-0.5197,-0.032,-0.2471,0.1768,0,-42,25.25,216.23,-83.91,42.13,45455,2015-10-08 14:46:45:409,1
-0.8811,10.2089,0.8045,-0.584,9.7418,0.9626,-0.2971,0.4671,-0.1581,0.2109,-0.0107,0.3409,1,-42.75,25.75,210.87,-83.26,34.21,45554,2015-10-08 14:46:45:508,1
-0.4214,9.9599,0.9768,-0.4508,9.7507,0.9435,-0.1813,0.2666,0.0333,0.1108,0.0597,0.1854,-0.25,-42.5,24.5,201.83,-83.88,25.54,45654,2015-10-08 14:46:45:608,1
-0.4405,9.1746,0.7853,-0.4448,9.759,0.8568,0.0035,-0.5843,-0.0735,0.0405,0.1236,-0.0149,-0.75,-42.25,24.25,200.96,-84.34,26.79,45754,2015-10-08 14:46:45:708,1
-0.0958,9.0214,0.8619,-0.4339,9.7527,0.9315,0.1849,-0.7505,-0.0313,-0.0916,0.0383,0.0575,-0.5,-42.25,24.5,202.56,-84.1,26.25,45855,2015-10-08 14:46:45:809,1
-0.0766,9.0788,1.0918,-0.3886,9.744,1.0362,0.2353,-0.5694,0.113,-0.0234,0.0597,0.2045,0,-42.5,24,199.02,-83.83,22.43,45955,2015-10-08 14:46:45:909,1
-0.1149,9.1363,0.8619,-0.2547,9.7487,1.0332,0.0057,-0.6891,-0.1521,0.0383,0.0852,0.0149,-0.75,-43.25,23,190.67,-83.86,15.23,46055,2015-10-08 14:46:46:009,1
0,9.3278,0.9577,-0.1537,9.7543,1.0006,0.1537,-0.4265,-0.0429,0.0298,0.032,0.1598,-0.75,-43.75,23,186.84,-84.1,10.63,46155,2015-10-08 14:46:46:109,1
0.0383,9.3087,0.9002,-0.1134,9.7534,1.0144,0.1517,-0.4447,-0.1142,0.0597,0.017,0.0469,-2.25,-42.75,23.5,182.11,-84.09,7.25,46255,2015-10-08 14:46:46:209,1
-0.0575,9.1937,0.8045,-0.0815,9.7527,1.0239,0.0266,-0.5776,-0.2246,-0.0682,0.049,-0.032,-3,-42.75,23.75,177.82,-83.99,4.55,46355,2015-10-08 14:46:46:309,1
0.3448,9.3087,1.0918,-0.0577,9.7473,1.0753,0.4025,-0.4387,0.0165,-0.1257,0.0107,-0.2386,-2.25,-43,23.25,178.42,-83.7,3.07,46455,2015-10-08 14:46:46:409,1
0.6704,9.1171,0.9385,-0.1211,9.7435,1.1042,0.7002,-0.5343,-0.2688,-0.0724,-0.2258,-0.1065,-2.75,-43.25,23.25,177.59,-83.68,4.55,46555,2015-10-08 14:46:46:509,1
0.9768,8.7915,0.8811,-0.1263,9.7348,1.1786,1.0101,-1.003,-0.4125,-0.2514,-0.0021,0.0447,-2.25,-43,23.5,182.02,-83.36,7.18,46655,2015-10-08 14:46:46:609,1
1.2833,9.5002,1.0343,-0.0316,9.7303,1.2207,1.1611,-0.201,-0.4742,0.1236,0.0447,-0.1662,-2.25,-43,23.5,177.3,-82.85,1.48,46755,2015-10-08 14:46:46:709,1
0.6321,8.1211,1.5131,-0.0574,9.7359,1.1743,1.0305,-1.267,0.3906,0.1726,0.1662,-0.0383,-1.25,-43.5,23.75,180.29,-82.8,2.74,46855,2015-10-08 14:46:46:809,1
-0.0958,8.6191,0.1149,0.0274,9.7744,0.7938,-0.1232,-1.1553,-0.6789,0.4453,-0.6221,0.0064,-0.75,-43,23.75,176.18,-85.35,-1.98,46955,2015-10-08 14:46:46:909,1
-0.9385,9.7683,0.3831,0.2122,9.7798,0.6933,-1.1507,-0.0115,-0.3102,0.2152,-0.9417,0.2258,0.25,-42.25,25.25,164.81,-85.76,-17.02,47055,2015-10-08 14:46:47:009,1
-1.4557,10.1514,0.2298,0.3518,9.7936,0.3623,-1.9489,0.1849,-0.0534,0.1683,-1.2059,0.2131,0,-42,25.75,158.44,-86.26,-23.74,47155,2015-10-08 14:46:47:109,1
-2.624,10.3046,-0.4022,0.3729,9.7989,-0.1124,-2.8743,0.4094,-0.4522,0.2706,-0.5049,0.245,0.25,-41,27,92.53,-87.81,-90.8,47255,2015-10-08 14:46:47:209,1
-2.7581,10.5919,-0.1149,0.2867,9.7996,-0.2384,-2.9519,0.6972,0.1217,0.1321,0.0746,0.0426,1.75,-41.25,28.25,57.04,-87.82,-129.74,47354,2015-10-08 14:46:47:308,1
-3.1603,10.4004,0.498,-0.068,9.803,-0.2577,-3.0038,0.5788,0.7489,-0.0021,1.2996,-0.441,2.25,-40,29,48.37,-88.17,-139.47,47455,2015-10-08 14:46:47:409,1
-4.0797,9.9024,0.2107,-0.7131,9.7765,-0.286,-2.9087,0.1959,0.6404,-0.1939,1.8237,-0.4325,1.75,-41,29.5,297.5,-86.7,117.63,47555,2015-10-08 14:46:47:509,1
-2.4325,11.3198,2.5474,-1.3618,9.7115,0.0571,-1.2489,1.4636,1.7937,-1.0738,1.8216,-0.3665,1,-39,29.75,273.06,-82.64,99.36,47655,2015-10-08 14:46:47:609,1
-1.5706,10.9559,-0.6895,-2.5129,9.477,-0.2037,0.9074,1.469,-0.5173,0.5198,0.6775,-0.5262,-0.5,-39.25,26.5,247.03,-78.18,81.16,47755,2015-10-08 14:46:47:709,1
1.9154,8.6574,-2.2218,-2.3776,9.5033,-0.4524,4.3689,-0.8253,-1.7447,-0.995,0.1555,0.5198,0,-40.25,27.75,260.1,-75.71,100.77,47854,2015-10-08 14:46:47:808,1
4.0606,6.3207,1.4365,-1.5929,9.6759,-0.1013,5.6534,-3.3552,1.5378,0.8671,-1.3508,0.2344,1.5,-40.75,28.75,264.28,-80.63,93.64,47955,2015-10-08 14:46:47:909,1
4.616,6.4548,0.0383,-0.5858,9.7745,-0.536,5.2018,-3.3197,0.5743,0.9417,-1.1015,1.1782,-0.25,-40.75,28,306.91,-85.36,132.46,48055,2015-10-08 14:46:48:009,1
4.5011,7.8338,-2.2984,0.8866,9.6593,-1.4431,3.6145,-1.8255,-0.8553,0.5603,-0.6775,1.5169,-3.75,-38.5,32.25,9.92,-83.45,-171.7,48155,2015-10-08 14:46:48:109,1
3.1029,7.5465,0.0766,1.841,9.553,-1.2337,1.2619,-1.8915,1.0613,-0.1108,0.1491,0.1001,-6.25,-35.5,35,58.25,-76.94,-123.83,48255,2015-10-08 14:46:48:209,1
3.237,8.0062,-1.7047,2.0651,9.5384,-0.9613,0.9994,-1.4173,-0.6668,-0.2855,0.5965,-0.2557,-8.25,-36,34,65.26,-76.57,-114.96,48355,2015-10-08 14:46:48:309,1
3.7158,8.5617,-0.2298,1.8752,9.6137,-0.4798,1.6682,-1.0904,-0.0182,-0.7947,0.4453,-0.5561,-9.25,-36.5,33.5,65.13,-76.74,-113.22,48454,2015-10-08 14:46:48:408,1
3.2753,8.0828,0.0958,1.3705,9.7084,0.1954,1.9048,-1.6256,-0.0997,-0.245,0.2471,-0.7201,-9.5,-38,31.25,86.35,-80.73,-88.56,48555,2015-10-08 14:46:48:509,1
2.5666,8.7532,0.996,0.9755,9.7285,0.7581,1.5911,-0.9753,0.2379,-0.1214,0.571,-0.7201,-6.5,-39.25,27.75,116.42,-82.68,-60.3,48654,2015-10-08 14:46:48:608,1
-1.0726,9.1363,1.1875,0.3741,9.7601,0.8778,-1.4467,-0.6238,0.3097,0.2706,0.0575,-0.2855,-5.5,-41.5,25,142.27,-83.46,-32.69,48754,2015-10-08 14:46:48:708,1
-1.3791,9.481,1.6855,0.2524,9.765,0.8671,-1.0168,-0.3598,0.4959,0.1449,-0.049,-0.0916,-3.25,-41.5,24.5,150.18,-84.42,-23.08,48854,2015-10-08 14:46:48:808,1
-1.1109,9.3853,0.9385,0.169,9.7696,0.8352,-1.0805,-1.0687,0.3857,-0.2194,-0.2748,-0.0788,-2.25,-41.75,24.5,159.68,-84.72,-16.23,48954,2015-10-08 14:46:48:908,1
-1.8004,9.0405,-0.0383,0.1492,9.7708,0.824,-1.7041,-0.5008,-0.9455,0.1108,-0.1321,0.294,-3.5,-41.25,24.25,166.58,-84.64,-8.35,49055,2015-10-08 14:46:49:009,1
-1.8962,10.0365,-0.5746,0.3065,9.7808,0.6416,-2.2593,0.5606,-1.3457,-0.0149,-0.228,0.3728,-3.25,-39.75,24.75,156.29,-85.54,-19.66,49155,2015-10-08 14:46:49:109,1
-1.0918,10.3621,-0.3065,0.5425,9.7823,0.4276,-2.113,0.692,-1.0083,-0.0916,-0.1811,0.5326,-3,-39.5,25.25,135.6,-86.17,-41.65,49254,2015-10-08 14:46:49:208,1
-0.0766,9.9407,-0.2298,0.6457,9.7841,0.1573,-0.7223,0.1566,-0.3872,0.081,0.1534,0.032,-4,-40,24.75,105.87,-85.98,-71.14,49355,2015-10-08 14:46:49:309,1
-0.1915,9.232,-0.0383,0.5725,9.7896,0.0846,-0.7641,-0.5575,-0.123,-0.2301,-0.0383,0.1065,-6.25,-39.25,25.25,88.81,-86.43,-83.13,49455,2015-10-08 14:46:49:409,1
0.7087,9.5193,0.4597,0.5935,9.7873,0.1621,-0.0381,-0.2297,0.1444,0.0362,0.0064,-0.0788,-5.25,-37.5,26,99.35,-86.4,-74.72,49555,2015-10-08 14:46:49:509,1
0.996,9.1746,0.4597,0.5488,9.7875,0.2732,0.5238,-0.5171,0.2631,-0.0724,0.0554,-0.1683,-5.75,-37.5,26,105.7,-86.49,-65.97,49655,2015-10-08 14:46:49:609,1
0.9194,8.9256,0.5555,0.536,9.7856,0.3548,0.3849,-0.8605,0.2127,-0.0724,-0.0426,-0.0937,-6,-38.75,25,112.71,-86.5,-58.66,49755,2015-10-08 14:46:49:709,1
0.8236,9.0405,0.2107,0.5439,9.7849,0.3603,0.2774,-0.744,-0.1582,-0.0064,-0.017,-0.0192,-6.5,-38.5,24.75,115,-86.24,-56.5,49855,2015-10-08 14:46:49:809,1
1.2067,9.3853,0.5171,0.6203,9.7796,0.3808,0.6316,-0.3184,0.1241,-0.0511,0.0192,0.0767,-6.25,-38,25,112.26,-85.97,-59.73,49955,2015-10-08 14:46:49:909,1
1.1301,9.1554,0.5555,0.662,9.7751,0.423,0.4757,-0.6206,0.1422,-0.0447,0.0277,-0.0362,-6.25,-38.75,24.75,115.35,-85.45,-57.34,50055,2015-10-08 14:46:50:009,1
1.992,9.1363,0.8619,0.7177,9.7664,0.5219,1.0253,-0.7259,0.4549,-0.1854,-0.032,-0.0149,-6.25,-38.5,24.25,115.14,-85.09,-57.59,50155,2015-10-08 14:46:50:109,1
2.0686,9.232,-0.1149,0.7374,9.7632,0.5535,1.2737,-0.4929,-0.5918,0.1555,0.0234,-0.13,-5,-39.5,23.75,124.99,-84.29,-50.59,50255,2015-10-08 14:46:50:209,1
1.2833,8.8681,-0.0958,0.7086,9.7725,0.4076,0.5716,-0.9032,-0.5255,0.1001,-0.5135,-0.098,-5.5,-39,24.5,120.19,-84.87,-55.03,50355,2015-10-08 14:46:50:309,1
-0.0958,8.8873,-0.0575,0.8132,9.7694,0.2599,-0.909,-0.8821,-0.3173,0.1001,-1.0504,0.0916,-4.25,-39.25,25.75,110.42,-85.29,-67.35,50455,2015-10-08 14:46:50:409,1
-0.4022,9.5385,0.5746,1.0341,9.752,-0.0101,-1.4363,-0.2135,0.5847,0.2429,-0.9246,0.5241,-3,-38.25,25.75,94.86,-84.54,-86.49,50555,2015-10-08 14:46:50:509,1
-1.1684,9.3087,0.2298,1.3889,9.705,-0.2339,-2.5573,-0.3963,0.4638,0.1747,-0.7798,0.7031,-2,-38.5,26.5,88.23,-82.64,-98,50655,2015-10-08 14:46:50:609,1
-1.7813,11.0899,0.4022,1.6781,9.6614,-0.11,-3.4594,1.4286,0.5122,0.0469,-0.1491,0.3622,-3,-36.75,28,92.88,-80.28,-93.95,50755,2015-10-08 14:46:50:709,1
-2.0686,10.9559,1.3024,1.2699,9.723,0.1472,-3.3385,1.2329,1.1552,0.2067,1.7449,-0.5689,-3.75,-37.25,28.75,95.7,-81.18,-87.63,50855,2015-10-08 14:46:50:809,1
-1.7238,10.2089,1.1109,0.2161,9.8036,0.1118,-1.94,0.4052,0.9991,1.0546,1.5148,-1.2591,-3.75,-36.75,28,98.16,-82.51,-83.39,50955,2015-10-08 14:46:50:909,1
-2.1835,12.0476,-0.6129,-1.1572,9.713,-0.6985,-1.0263,2.3346,0.0856,0.2131,1.2208,-1.3785,-6.75,-37.75,26.5,285.97,-84.45,127.88,51055,2015-10-08 14:46:51:009,1
-1.2641,10.726,1.2067,-1.9653,9.5942,-0.5094,0.7012,1.1318,1.7161,-0.4325,0.0916,-0.4581,-4.75,-36.75,27.75,266.79,-78.83,111.71,51155,2015-10-08 14:46:51:109,1
0.1532,8.6957,-0.1341,-2.1715,9.5569,-0.3465,2.3247,-0.8612,0.2124,0.0128,-0.2493,0.115,-2.5,-36.75,28,256.85,-77.64,100.02,51255,2015-10-08 14:46:51:209,1
4.6543,6.608,0.6512,-1.494,9.6855,-0.3608,4.8842,-2.7135,-0.0605,-0.3558,-0.6903,1.1739,0.25,-39.25,27.25,270.32,-80.98,103.58,51354,2015-10-08 14:46:51:308,1
4.0606,6.4356,0.0192,-0.217,9.7935,-0.4599,4.2776,-3.2621,0.0385,0.5816,-0.7883,1.6831,0.25,-39.75,28,332.76,-87.03,154.74,51455,2015-10-08 14:46:51:409,1
