(-0.356, 0.531, 0.833),
(-0.353, 0.531, 0.834),
(-0.352, 0.528, 0.836),
(-0.356, 0.523, 0.835),
(-0.356, 0.522, 0.833),
(-0.357, 0.521, 0.832),
(-0.358, 0.523, 0.831),
(-0.365, 0.528, 0.827),
(-0.366, 0.525, 0.831),
(-0.368, 0.523, 0.829),
(-0.363, 0.521, 0.833),
(-0.357, 0.524, 0.835),
(-0.354, 0.523, 0.836),
(-0.358, 0.524, 0.839),
(-0.361, 0.524, 0.847),
(-0.362, 0.523, 0.846),
(-0.366, 0.521, 0.837),
(-0.368, 0.520, 0.835),
(-0.367, 0.522, 0.836),
(-0.368, 0.523, 0.834),
(-0.367, 0.521, 0.830),
(-0.369, 0.522, 0.829),
(-0.368, 0.525, 0.830),
(-0.369, 0.529, 0.828),
(-0.370, 0.526, 0.827),
(-0.367, 0.527, 0.823),
(-0.365, 0.527, 0.825),
(-0.367, 0.525, 0.826),
(-0.368, 0.521, 0.827),
(-0.367, 0.519, 0.824),
(-0.367, 0.515, 0.821),
(-0.366, 0.516, 0.822),
(-0.371, 0.512, 0.820),
(-0.370, 0.512, 0.823),
(-0.373, 0.512, 0.822),
(-0.372, 0.511, 0.825),
(-0.372, 0.509, 0.824),
(-0.372, 0.507, 0.822),
(-0.368, 0.507, 0.825),
(-0.369, 0.509, 0.826),
(-0.377, 0.515, 0.829),
(-0.381, 0.515, 0.829),
(-0.382, 0.515, 0.826),
(-0.381, 0.516, 0.829),
(-0.384, 0.518, 0.831),
(-0.385, 0.522, 0.830),
(-0.387, 0.524, 0.832),
(-0.389, 0.523, 0.830),
(-0.391, 0.526, 0.827),
(-0.398, 0.532, 0.823),
(-0.399, 0.531, 0.823),
(-0.402, 0.536, 0.822),
(-0.409, 0.542, 0.820),
(-0.407, 0.542, 0.822),
(-0.406, 0.537, 0.821),
(-0.406, 0.538, 0.826),
(-0.406, 0.537, 0.819),
(-0.403, 0.542, 0.818),
(-0.417, 0.543, 0.819),
(-0.421, 0.545, 0.815),
(-0.421, 0.570, 0.825),
(-0.416, 0.597, 0.839),
(-0.408, 0.635, 0.844),
(-0.393, 0.669, 0.843),
(-0.342, 0.787, 0.840),
(-0.325, 0.839, 0.823),
(-0.303, 0.909, 0.804),
(-0.290, 0.978, 0.822),
(-0.243, 1.178, 0.799),
(-0.204, 1.277, 0.770),
(-0.172, 1.389, 0.752),
(-0.150, 1.465, 0.733),
(-0.190, 1.490, 0.679),
(-0.248, 1.439, 0.648),
(-0.294, 1.365, 0.653),
(-0.285, 1.286, 0.720),
(-0.281, 0.950, 0.751),
(-0.351, 0.844, 0.719),
(-0.489, 0.820, 0.774),
(-0.586, 0.757, 0.821),
(-0.595, 0.710, 0.850),
(-0.575, 0.697, 0.950),
(-0.479, 0.447, 0.921),
(-0.422, 0.390, 0.996),
(-0.349, 0.328, 0.993),
(-0.307, 0.283, 1.010),
(-0.493, 0.113, 0.941),
(-0.530, 0.073, 0.941),
(-0.482, 0.150, 0.946),
(-0.382, 0.258, 0.964),
(-0.192, 0.210, 0.980),
(-0.107, 0.150, 0.899),
(-0.082, 0.109, 0.891),
(-0.170, 0.089, 0.907),
(-0.351, 0.062, 0.904),
(-0.273, 0.108, 0.943),
(-0.189, 0.133, 0.980),
(-0.130, 0.090, 0.971),
(-0.122, 0.030, 0.957),
(-0.158, 0.011, 0.962),
(-0.162, 0.009, 0.950),
(-0.104, 0.011, 0.958),
(0.028, -0.069, 0.912),
(0.028, -0.088, 0.887),
(0.025, -0.076, 0.890),
(0.033, -0.085, 0.899),
(0.058, -0.092, 0.857),
(0.134, -0.092, 0.849),
(0.187, -0.067, 0.858),
(0.233, -0.005, 0.862),
(0.227, -0.009, 0.837),
(0.260, -0.011, 0.798),
(0.351, -0.020, 0.756),
(0.319, -0.038, 0.765),
(0.266, -0.042, 0.783),
(0.226, -0.059, 0.778),
(0.356, -0.056, 0.888),
(0.346, -0.055, 0.919),
(0.275, -0.040, 0.912),
(0.249, -0.038, 0.871),
(0.294, -0.046, 0.839),
(0.320, -0.033, 0.832),
(0.333, -0.025, 0.836),
(0.351, -0.006, 0.813),
(0.320, -0.059, 0.780),
(0.213, -0.185, 0.713),
(-0.100, -0.082, 0.890),
(-0.180, -0.052, 0.839),
(-0.246, -0.074, 0.787),
(-0.337, 0.022, 0.898),
(-0.376, 0.094, 0.948),
(-0.424, 0.174, 0.985),
(-0.487, 0.244, 0.990),
(-0.456, 0.265, 0.936),
(-0.393, 0.236, 0.901),
(-0.362, 0.228, 0.866),
(-0.388, 0.231, 0.828),
(-0.546, 0.449, 0.897),
(-0.604, 0.522, 0.882),
